CONTROL,SMSA,OWNHERE,JWNHER
'000000003064','3760','-6','-9'
'000000003065','3760','2','-9'
'000000003066','6440','-6','-9'
'000000003067','3760','-6','-9'
'000000003068','3760','-6','-9'
'000000003069','6440','-6','-9'
'000000003070','1520','-6','-9'
'000000003071','3760','-6','-9'
'000000003072','3760','-6','-9'
'000000003074','3760','-6','-9'
'000000003075','1520','-6','-9'
'000000003075','3760','-6','-9'
'000000003077','6440','1','-9'
'000000003078','1520','-6','-9'
'000000003078','3760','-6','-9'
'000000003079','3760','-6','-9'
'000000003081','1520','2','-9'
'000000003081','1840','-6','-9'
'000000003081','3760','-6','-9'
'000000003082','3760','1','-9'
'000000003082','5000','-6','-9'
'000000003083','1520','2','-9'
'000000003083','3760','-6','-9'
'000000003083','5000','-6','-9'
'000000003084','6440','1','-9'
'000000003086','1840','-6','-9'
'000000003086','3760','-6','-9'
'000000003086','6440','-6','-9'
'000000003089','3760','2','-9'
'000000003090','1520','-6','-9'
'000000003091','3760','-6','-9'
'000000003092','3760','-6','-9'
'000000003092','6440','-6','-9'
'000000003093','5000','-6','-9'
'000000003096','1520','-6','-9'
'000000003096','3760','-6','-9'
'000000003098','5000','-6','-9'
'000000003099','1520','-6','-9'
'000000003099','3760','-6','-9'
'000000003100','3760','2','-9'
'000000003101','3760','-6','-9'
'000000003102','1520','2','-9'
'000000003102','6440','2','-9'
'000000003103','3760','-6','-9'
'000000003104','3760','-6','-9'
'000000003105','6440','2','-9'
'000000003107','3760','-6','-9'
'000000003108','3760','2','-9'
'000000003109','3760','-6','-9'
'000000003112','3760','-6','-9'
'000000003112','6440','-6','-9'
'000000003118','3760','-6','-9'
'000000003119','1520','-6','-9'
'000000003119','3760','-6','-9'
'000000003119','6440','1','-9'
'000000003120','1520','-6','-9'
'000000003121','3760','-6','-9'
'000000003122','6440','2','-9'
'000000003124','3760','-6','-9'
'000000003125','3760','-6','-9'
'000000003126','3760','-6','-9'
'000000003126','6440','-6','-9'
'000000003127','3760','1','-9'
'000000003129','3760','1','-9'
'000000003130','6440','2','-9'
'000000003133','1520','1','-9'
'000000003133','3760','-6','-9'
'000000003134','3760','-6','-9'
'000000003134','5000','-6','-9'
'000000003134','6440','-6','-9'
'000000003136','3760','-6','-9'
'000000003137','3760','-6','-9'
'000000003138','1520','-6','-9'
'000000003138','3760','-6','-9'
'000000003138','5000','-6','-9'
'000000003139','3760','1','-9'
'000000003140','1840','-6','-9'
'000000003140','3760','-6','-9'
'000000003141','6440','1','-9'
'000000003143','3760','-6','-9'
'000000003144','3760','-6','-9'
'000000003144','5000','-6','-9'
'000000003146','1520','-6','-9'
'000000003146','3760','-6','-9'
'000000003147','1520','-6','-9'
'000000003148','3760','-6','-9'
'000000003148','6440','-6','-9'
'000000003149','6440','-6','-9'
'000000003151','1520','-6','-9'
'000000003151','3760','-6','-9'
'000000003151','5000','-6','-9'
'000000003151','6440','-6','-9'
'000000003152','1840','-6','-9'
'000000003152','6440','1','-9'
'000000003153','3760','-6','-9'
'000000003155','3760','2','-9'
'000000003156','1840','-6','-9'
'000000003157','1840','-6','-9'
'000000003159','1840','2','-9'
'000000003159','3760','2','-9'
'000000003160','1840','-6','-9'
'000000003160','3760','-6','-9'
'000000003162','3760','-6','-9'
'000000003162','6440','2','-9'
'000000003163','1840','-6','-9'
'000000003164','1840','-6','-9'
'000000003164','3760','-6','-9'
'000000003165','1840','-6','-9'
'000000003166','1840','-6','-9'
'000000003166','3760','2','-9'
'000000003166','5000','-6','-9'
'000000003166','6440','1','-9'
'000000003167','1840','-6','-9'
'000000003168','1840','-6','-9'
'000000003168','3760','-6','-9'
'000000003170','1840','-6','-9'
'000000003170','6440','2','-9'
'000000003171','3760','-6','-9'
'000000003171','5000','-6','-9'
'000000003172','1840','-6','-9'
'000000003172','3760','-6','-9'
'000000003173','3760','-6','-9'
'000000003173','6440','-6','-9'
'000000003174','1520','-6','-9'
'000000003175','1520','-6','-9'
'000000003175','1840','-6','-9'
'000000003175','3760','2','-9'
'000000003176','3760','1','-9'
'000000003176','6440','-6','-9'
'000000003177','1840','-6','-9'
'000000003178','1840','2','-9'
'000000003180','3760','-6','-9'
'000000003180','6440','-6','-9'
'000000003181','3760','-6','-9'
'000000003182','1520','-6','-9'
'000000003182','3760','-6','-9'
'000000003182','5000','-6','-9'
'000000003183','3760','-6','-9'
'000000003185','6440','2','-9'
'000000003186','1840','-6','-9'
'000000003186','3760','-6','-9'
'000000003187','3760','-6','-9'
'000000003189','6440','2','-9'
'000000003190','3760','-6','-9'
'000000003190','5000','-6','-9'
'000000003191','3760','-6','-9'
'000000003192','5000','-6','-9'
'000000003193','6440','1','-9'
'000000003194','1840','-6','-9'
'000000003195','3760','2','-9'
'000000003197','1840','-6','-9'
'000000003197','6440','2','-9'
'000000003199','3760','-6','-9'
'000000003199','5000','-6','-9'
'000000003200','6440','1','-9'
'000000003202','1520','-6','-9'
'000000003204','3760','-6','-9'
'000000003205','1840','-6','-9'
'000000003205','3760','1','-9'
'000000003207','3760','2','-9'
'000000003208','1840','1','-9'
'000000003208','3760','2','-9'
'000000003208','6440','1','-9'
'000000003209','6440','-6','-9'
'000000003211','1840','-6','-9'
'000000003211','3760','-6','-9'
'000000003212','6440','-6','-9'
'000000003214','3760','-6','-9'
'000000003216','6440','1','-9'
'000000003217','1520','-6','-9'
'000000003217','1840','1','-9'
'000000003217','3760','-6','-9'
'000000003220','3760','2','-9'
'000000003221','3760','-6','-9'
'000000003222','3760','2','-9'
'000000003222','6440','2','-9'
'000000003223','1840','-6','-9'
'000000003224','1520','-6','-9'
'000000003224','3760','-6','-9'
'000000003224','6440','-6','-9'
'000000003225','3760','-6','-9'
'000000003226','1840','-6','-9'
'000000003226','6440','2','-9'
'000000003227','6440','-6','-9'
'000000003229','3760','-6','-9'
'000000003229','6440','-6','-9'
'000000003231','3760','-6','-9'
'000000003232','1840','2','-9'
'000000003232','3760','1','-9'
'000000003232','6440','2','-9'
'000000003234','1840','-6','-9'
'000000003236','1840','-6','-9'
'000000003236','6440','-6','-9'
'000000003238','3760','1','-9'
'000000003239','1840','2','-9'
'000000003241','3760','-6','-9'
'000000003241','5000','1','-9'
'000000003242','3760','-6','-9'
'000000003242','6440','2','-9'
'000000003243','1520','-6','-9'
'000000003244','3760','-6','-9'
'000000003245','1840','2','-9'
'000000003245','3760','2','-9'
'000000003245','6440','-6','-9'
'000000003246','3760','1','-9'
'000000003248','1840','1','-9'
'000000003248','3760','-6','-9'
'000000003248','6440','-6','-9'
'000000003249','1520','-6','-9'
'000000003249','3760','-6','-9'
'000000003250','1840','-6','-9'
'000000003251','1840','-6','-9'
'000000003251','3760','2','-9'
'000000003252','3760','1','-9'
'000000003252','6440','1','-9'
'000000003253','3760','2','-9'
'000000003255','1840','-6','-9'
'000000003255','3760','-6','-9'
'000000003256','3760','-6','-9'
'000000003256','6440','1','-9'
'000000003257','3760','-6','-9'
'000000003257','5000','2','2'
'000000003258','1840','-6','-9'
'000000003259','3760','-6','-9'
'000000003260','3760','1','-9'
'000000003260','6440','1','-9'
'000000003261','3760','2','-9'
'000000003262','1840','-6','-9'
'000000003262','3760','-6','-9'
'000000003263','6440','1','-9'
'000000003264','3760','-6','-9'
'000000003265','1520','-6','-9'
'000000003265','1840','2','-9'
'000000003265','3760','-6','-9'
'000000003266','1840','-6','-9'
'000000003266','3760','-6','-9'
'000000003268','1520','-6','-9'
'000000003268','3760','-6','-9'
'000000003268','5000','-6','-9'
'000000003269','1840','-6','-9'
'000000003269','3760','1','-9'
'000000003270','3760','-6','-9'
'000000003271','1840','2','-9'
'000000003271','3760','-6','-9'
'000000003271','6440','2','-9'
'000000003272','1840','-6','-9'
'000000003272','3760','-6','-9'
'000000003274','3760','-6','-9'
'000000003274','6440','-6','-9'
'000000003275','3760','1','2'
'000000003276','1840','-6','-9'
'000000003276','3760','-6','-9'
'000000003277','1840','-6','-9'
'000000003278','1840','-6','-9'
'000000003278','3760','-6','-9'
'000000003279','1840','-6','-9'
'000000003279','3760','1','-9'
'000000003280','1840','2','-9'
'000000003280','3760','-6','-9'
'000000003281','1840','1','-9'
'000000003281','3760','-6','-9'
'000000003282','3760','2','-9'
'000000003283','1520','-6','-9'
'000000003283','1840','-6','-9'
'000000003283','3760','-6','-9'
'000000003284','1840','-6','-9'
'000000003284','3760','-6','-9'
'000000003284','6440','-6','-9'
'000000003286','1520','-6','-9'
'000000003286','1840','-6','-9'
'000000003287','1840','-6','-9'
'000000003287','3760','2','-9'
'000000003287','6440','2','-9'
'000000003288','1840','-6','-9'
'000000003288','3760','-6','-9'
'000000003289','3760','-6','-9'
'000000003290','1520','-6','-9'
'000000003290','1840','-6','-9'
'000000003290','3760','-6','-9'
'000000003291','1520','-6','-9'
'000000003291','6440','-6','-9'
'000000003292','3760','-6','-9'
'000000003294','3760','-6','-9'
'000000003297','3760','-6','-9'
'000000003298','1520','-6','-9'
'000000003298','6440','-6','-9'
'000000003299','1840','-6','-9'
'000000003299','3760','-6','-9'
'000000003300','3760','-6','-9'
'000000003301','1840','-6','-9'
'000000003302','3760','-6','-9'
'000000003303','1520','-6','-9'
'000000003303','1840','-6','-9'
'000000003303','3760','-6','-9'
'000000003305','1840','-6','-9'
'000000003305','3760','1','2'
'000000003306','6440','-6','-9'
'000000003307','1840','-6','-9'
'000000003308','1840','-6','-9'
'000000003308','3760','1','-9'
'000000003310','1840','-6','-9'
'000000003310','3760','-6','-9'
'000000003311','1840','-6','-9'
'000000003312','3760','-6','-9'
'000000003312','6440','1','-9'
'000000003313','3760','-6','-9'
'000000003314','3760','-6','-9'
'000000003315','1840','-6','-9'
'000000003315','3760','2','-9'
'000000003316','3760','-6','-9'
'000000003319','1840','2','-9'
'000000003319','3760','1','-9'
'000000003320','1520','-6','-9'
'000000003320','1840','2','-9'
'000000003321','1840','1','-9'
'000000003321','3760','2','-9'
'000000003324','1840','2','-9'
'000000003324','3760','-6','-9'
'000000003324','6440','-6','-9'
'000000003325','1840','-6','-9'
'000000003327','1840','-6','-9'
'000000003327','3760','-6','-9'
'000000003327','5000','-6','-9'
'000000003327','6440','-6','-9'
'000000003328','1840','-6','-9'
'000000003328','3760','-6','-9'
'000000003329','3760','-6','-9'
'000000003330','6440','1','-9'
'000000003331','1840','-6','-9'
'000000003331','3760','-6','-9'
'000000003332','1840','-6','-9'
'000000003333','1840','2','-9'
'000000003334','1840','-6','-9'
'000000003334','3760','-6','-9'
'000000003334','6440','2','-9'
'000000003335','1520','-6','-9'
'000000003335','3760','-6','-9'
'000000003335','6440','-6','-9'
'000000003336','3760','-6','-9'
'000000003337','1840','2','-9'
'000000003338','3760','-6','-9'
'000000003338','6440','2','-9'
'000000003339','1840','2','-9'
'000000003339','3760','-6','-9'
'000000003340','1840','-6','-9'
'000000003340','3760','-6','-9'
'000000003340','6440','-6','-9'
'000000003341','1520','-6','-9'
'000000003342','1840','1','-9'
'000000003342','3760','1','-9'
'000000003342','6440','-6','-9'
'000000003343','1840','-6','-9'
'000000003343','3760','-6','-9'
'000000003344','6440','-6','-9'
'000000003345','1840','-6','-9'
'000000003345','3760','-6','-9'
'000000003346','1520','2','-9'
'000000003346','3760','-6','-9'
'000000003347','1840','2','-9'
'000000003348','1840','-6','-9'
'000000003348','5000','-6','-9'
'000000003349','3760','2','-9'
'000000003349','5000','-6','-9'
'000000003350','1840','-6','-9'
'000000003350','3760','-6','-9'
'000000003351','3760','2','-9'
'000000003351','6440','1','-9'
'000000003353','1520','-6','-9'
'000000003354','3760','1','-9'
'000000003357','1840','-6','-9'
'000000003357','3760','-6','-9'
'000000003357','6440','-6','-9'
'000000003359','1840','-6','-9'
'000000003359','3760','-6','-9'
'000000003359','6440','1','-9'
'000000003361','1840','-6','-9'
'000000003362','1520','-6','-9'
'000000003362','1840','2','2'
'000000003362','3760','-6','-9'
'000000003363','1840','-6','-9'
'000000003363','3760','-6','-9'
'000000003363','6440','1','2'
'000000003364','1840','2','-9'
'000000003364','3760','-6','-9'
'000000003365','1840','1','-9'
'000000003365','3760','2','-9'
'000000003365','6440','-6','-9'
'000000003366','1520','-6','-9'
'000000003366','1840','-6','-9'
'000000003367','1840','2','-9'
'000000003367','3760','2','-9'
'000000003368','3760','-6','-9'
'000000003368','6440','-6','-9'
'000000003369','1520','2','-9'
'000000003369','1840','-6','-9'
'000000003370','6440','2','-9'
'000000003371','1840','-6','-9'
'000000003372','1840','2','-9'
'000000003372','6440','-6','-9'
'000000003373','1840','-6','-9'
'000000003373','3760','-6','-9'
'000000003373','6440','1','-9'
'000000003374','1520','-6','-9'
'000000003374','1840','2','-9'
'000000003376','3760','-6','-9'
'000000003376','6440','1','-9'
'000000003377','1840','1','-9'
'000000003377','3760','1','-9'
'000000003378','1520','-6','-9'
'000000003379','1840','-6','-9'
'000000003379','3760','-6','-9'
'000000003380','1520','-6','-9'
'000000003380','6440','1','-9'
'000000003381','1840','-6','-9'
'000000003381','3760','-6','-9'
'000000003382','1840','-6','-9'
'000000003382','6440','1','-9'
'000000003383','1840','2','-9'
'000000003383','3760','-6','-9'
'000000003384','6440','-6','-9'
'000000003386','1840','1','-9'
'000000003387','1840','-6','-9'
'000000003388','1840','-6','-9'
'000000003388','6440','1','-9'
'000000003389','1840','-6','-9'
'000000003390','1840','2','-9'
'000000003390','6440','-6','-9'
'000000003391','1840','2','-9'
'000000003392','1840','2','-9'
'000000003392','3760','-6','-9'
'000000003392','6440','2','-9'
'000000003393','1840','-6','-9'
'000000003393','3760','-6','-9'
'000000003394','1520','-6','-9'
'000000003395','1840','-6','-9'
'000000003395','3760','-6','-9'
'000000003396','1840','-6','-9'
'000000003396','3760','-6','-9'
'000000003397','1840','2','-9'
'000000003397','6440','-6','-9'
'000000003398','6440','-6','-9'
'000000003399','1840','-6','-9'
'000000003400','1840','2','-9'
'000000003400','6440','-6','-9'
'000000003401','1840','-6','-9'
'000000003401','3760','-6','-9'
'000000003405','1840','-6','-9'
'000000003405','6440','-6','-9'
'000000003406','3760','2','-9'
'000000003406','6440','-6','-9'
'000000003407','3760','1','-9'
'000000003408','3760','1','-9'
'000000003408','6440','-6','-9'
'000000003409','1520','-6','-9'
'000000003409','1840','-6','-9'
'000000003410','6440','-6','-9'
'000000003411','1840','-6','-9'
'000000003412','1840','-6','-9'
'000000003413','1840','1','-9'
'000000003413','3760','-6','-9'
'000000003414','1840','-6','-9'
'000000003414','5000','-6','-9'
'000000003415','5000','-6','-9'
'000000003415','6440','1','-9'
'000000003416','1840','-6','-9'
'000000003416','3760','-6','-9'
'000000003417','1840','2','-9'
'000000003417','3760','-6','-9'
'000000003417','6440','-6','-9'
'000000003419','3760','2','-9'
'000000003420','1840','-6','-9'
'000000003422','1520','-6','-9'
'000000003422','1840','-6','-9'
'000000003422','5000','2','-9'
'000000003424','5000','-6','-9'
'000000003426','1840','-6','-9'
'000000003426','3760','-6','-9'
'000000003426','6440','2','-9'
'000000003427','3760','2','-9'
'000000003428','1840','-6','-9'
'000000003428','3760','-6','-9'
'000000003429','1840','-6','-9'
'000000003430','3760','1','-9'
'000000003430','5000','-6','-9'
'000000003430','6440','1','-9'
'000000003431','3760','-6','-9'
'000000003431','6440','-6','-9'
'000000003432','3760','-6','-9'
'000000003432','6440','-6','-9'
'000000003433','1520','-6','-9'
'000000003434','3760','2','-9'
'000000003434','6440','1','-9'
'000000003435','1840','-6','-9'
'000000003437','1840','-6','-9'
'000000003438','1840','-6','-9'
'000000003438','3760','-6','-9'
'000000003438','6440','1','-9'
'000000003440','1840','-6','-9'
'000000003440','3760','-6','-9'
'000000003440','6440','1','-9'
'000000003442','3760','1','-9'
'000000003442','6440','-6','-9'
'000000003444','1840','-6','-9'
'000000003444','3760','1','2'
'000000003444','5000','2','-9'
'000000003444','6440','1','-9'
'000000003445','1840','1','-9'
'000000003446','3760','-6','-9'
'000000003446','5000','-6','-9'
'000000003446','6440','2','-9'
'000000003447','1840','-6','-9'
'000000003447','3760','1','2'
'000000003448','1840','2','-9'
'000000003448','3760','-6','-9'
'000000003448','5000','-6','-9'
'000000003448','6440','2','-9'
'000000003449','1520','-6','-9'
'000000003449','3760','-6','-9'
'000000003450','5000','-6','-9'
'000000003452','1520','-6','-9'
'000000003452','1840','-6','-9'
'000000003452','3760','-6','-9'
'000000003452','6440','2','-9'
'000000003453','1840','1','-9'
'000000003453','3760','-6','-9'
'000000003455','5000','-6','-9'
'000000003456','1840','2','-9'
'000000003456','3760','-6','-9'
'000000003457','1840','1','-9'
'000000003457','3760','2','-9'
'000000003458','5000','-6','-9'
'000000003458','6440','1','-9'
'000000003460','1840','2','-9'
'000000003460','3760','1','-9'
'000000003461','1840','2','-9'
'000000003461','3760','2','2'
'000000003462','6440','-6','-9'
'000000003463','1840','2','-9'
'000000003463','3760','2','-9'
'000000003464','5000','-6','-9'
'000000003466','1840','2','2'
'000000003466','3760','1','-9'
'000000003467','3760','1','-9'
'000000003469','1840','-6','-9'
'000000003470','3760','2','-9'
'000000003470','6440','-6','-9'
'000000003471','1840','2','-9'
'000000003472','3760','-6','-9'
'000000003473','6440','2','-9'
'000000003474','1840','2','-9'
'000000003474','3760','2','-9'
'000000003474','5000','-6','-9'
'000000003475','6440','2','-9'
'000000003476','1520','-6','-9'
'000000003476','1840','2','-9'
'000000003476','3760','-6','-9'
'000000003477','6440','1','-9'
'000000003478','3760','-6','-9'
'000000003479','1840','-6','-9'
'000000003479','5000','2','-9'
'000000003480','1840','1','-9'
'000000003480','5000','-6','-9'
'000000003481','1520','-6','-9'
'000000003481','3760','-6','-9'
'000000003481','6440','2','-9'
'000000003483','1520','-6','-9'
'000000003483','3760','-6','-9'
'000000003483','6440','-6','-9'
'000000003484','1840','2','-9'
'000000003485','3760','2','2'
'000000003485','6440','1','-9'
'000000003486','3760','2','-9'
'000000003487','3760','-6','-9'
'000000003488','1840','1','-9'
'000000003488','3760','1','-9'
'000000003489','3760','-6','-9'
'000000003492','5000','-6','-9'
'000000003492','6440','1','-9'
'000000003493','1840','-6','-9'
'000000003493','3760','-6','-9'
'000000003493','5000','-6','-9'
'000000003494','1840','2','-9'
'000000003494','3760','-6','-9'
'000000003494','5000','-6','-9'
'000000003494','6440','-6','-9'
'000000003495','3760','-6','-9'
'000000003496','1840','2','-9'
'000000003496','6440','1','-9'
'000000003498','1840','1','-9'
'000000003498','3760','1','-9'
'000000003498','6440','-6','-9'
'000000003500','5000','-6','-9'
'000000003500','6440','1','-9'
'000000003501','1840','2','-9'
'000000003502','1520','2','-9'
'000000003502','1840','2','-9'
'000000003502','3760','2','-9'
'000000003502','5000','-6','-9'
'000000003502','6440','-6','-9'
'000000003503','3760','-6','-9'
'000000003504','1840','-6','-9'
'000000003504','6440','1','-9'
'000000003505','1840','2','-9'
'000000003505','6440','1','-9'
'000000003507','5000','-6','-9'
'000000003507','6440','2','-9'
'000000003508','3760','-6','-9'
'000000003510','5000','-6','-9'
'000000003510','6440','2','-9'
'000000003511','1840','-6','-9'
'000000003511','3760','-6','-9'
'000000003512','1840','-6','-9'
'000000003512','3760','-6','-9'
'000000003512','5000','1','-9'
'000000003513','3760','2','-9'
'000000003513','6440','-6','-9'
'000000003514','5000','-6','-9'
'000000003515','6440','-6','-9'
'000000003516','1840','2','-9'
'000000003516','3760','2','2'
'000000003517','6440','2','-9'
'000000003519','1840','-6','-9'
'000000003519','6440','-6','-9'
'000000003521','3760','-6','-9'
'000000003522','1520','-6','-9'
'000000003523','5000','1','-9'
'000000003523','6440','1','-9'
'000000003525','1520','-6','-9'
'000000003525','3760','-6','-9'
'000000003525','5000','2','-9'
'000000003525','6440','1','-9'
'000000003526','3760','-6','-9'
'000000003527','6440','-6','-9'
'000000003528','3760','-6','-9'
'000000003529','1840','-6','-9'
'000000003529','3760','-6','-9'
'000000003529','6440','1','-9'
'000000003530','3760','-6','-9'
'000000003530','5000','-6','-9'
'000000003531','3760','1','-9'
'000000003531','6440','-6','-9'
'000000003532','1840','-6','-9'
'000000003533','1520','-6','-9'
'000000003534','3760','2','-9'
'000000003534','5000','-6','-9'
'000000003535','3760','-6','-9'
'000000003536','5000','-6','-9'
'000000003536','6440','2','-9'
'000000003537','1520','-6','-9'
'000000003537','6440','-6','-9'
'000000003538','5000','-6','-9'
'000000003538','6440','2','-9'
'000000003539','1520','-6','-9'
'000000003539','1840','-6','-9'
'000000003539','3760','2','-9'
'000000003539','6440','-6','-9'
'000000003540','3760','2','-9'
'000000003540','5000','-6','-9'
'000000003540','6440','2','-9'
'000000003541','3760','-6','-9'
'000000003541','5000','-6','-9'
'000000003542','3760','-6','-9'
'000000003542','6440','1','-9'
'000000003543','5000','-6','-9'
'000000003543','6440','-6','-9'
'000000003544','1520','-6','-9'
'000000003546','6440','1','-9'
'000000003547','1840','-6','-9'
'000000003547','3760','-6','-9'
'000000003547','6440','1','-9'
'000000003548','3760','2','2'
'000000003548','6440','1','-9'
'000000003549','1520','-6','-9'
'000000003550','5000','-6','-9'
'000000003550','6440','1','-9'
'000000003551','3760','1','-9'
'000000003552','1520','-6','-9'
'000000003552','5000','-6','-9'
'000000003552','6440','-6','-9'
'000000003554','3760','-6','-9'
'000000003555','3760','-6','-9'
'000000003555','6440','1','-9'
'000000003556','3760','2','-9'
'000000003557','1520','-6','-9'
'000000003557','6440','-6','-9'
'000000003558','3760','1','-9'
'000000003558','5000','1','-9'
'000000003559','3760','1','-9'
'000000003559','5000','-6','-9'
'000000003559','6440','1','-9'
'000000003560','6440','-6','-9'
'000000003561','5000','-6','-9'
'000000003562','6440','-6','-9'
'000000003564','1520','-6','-9'
'000000003564','3760','1','-9'
'000000003564','6440','2','-9'
'000000003566','3760','-6','-9'
'000000003566','5000','2','-9'
'000000003568','1520','-6','-9'
'000000003568','6440','2','-9'
'000000003569','6440','-6','-9'
'000000003570','1840','-6','-9'
'000000003570','5000','-6','-9'
'000000003571','1840','-6','-9'
'000000003571','3760','-6','-9'
'000000003571','6440','1','-9'
'000000003572','5000','-6','-9'
'000000003573','3760','2','-9'
'000000003573','5000','1','-9'
'000000003573','6440','1','-9'
'000000003574','5000','-6','-9'
'000000003574','6440','-6','-9'
'000000003576','1840','1','-9'
'000000003577','6440','1','-9'
'000000003578','1520','-6','-9'
'000000003578','3760','1','-9'
'000000003579','5000','1','-9'
'000000003580','1840','-6','-9'
'000000003581','3760','-6','-9'
'000000003581','6440','1','-9'
'000000003582','3760','-6','-9'
'000000003583','1840','-6','-9'
'000000003584','5000','-6','-9'
'000000003585','1520','-6','-9'
'000000003586','1840','-6','-9'
'000000003586','3760','1','-9'
'000000003586','6440','2','-9'
'000000003587','3760','1','-9'
'000000003587','6440','-6','-9'
'000000003588','5000','-6','-9'
'000000003588','6440','-6','-9'
'000000003589','1520','-6','-9'
'000000003589','6440','1','-9'
'000000003590','1520','-6','-9'
'000000003590','3760','-6','-9'
'000000003590','6440','1','-9'
'000000003591','3760','-6','-9'
'000000003591','6440','-6','-9'
'000000003592','3760','-6','-9'
'000000003592','5000','-6','-9'
'000000003592','6440','-6','-9'
'000000003593','1520','-6','-9'
'000000003593','1840','-6','-9'
'000000003594','3760','-6','-9'
'000000003595','3760','2','-9'
'000000003596','3760','-6','-9'
'000000003597','1840','2','-9'
'000000003597','3760','2','-9'
'000000003597','5000','2','-9'
'000000003597','6440','-6','-9'
'000000003600','1840','2','-9'
'000000003600','3760','2','-9'
'000000003601','3760','-6','-9'
'000000003601','5000','-6','-9'
'000000003602','5000','2','-9'
'000000003602','6440','1','2'
'000000003603','3760','2','-9'
'000000003604','1840','2','-9'
'000000003604','5000','2','-9'
'000000003605','1520','-6','-9'
'000000003605','6440','1','-9'
'000000003606','6440','-6','-9'
'000000003607','3760','2','-9'
'000000003607','6440','-6','-9'
'000000003608','5000','2','-9'
'000000003609','6440','2','-9'
'000000003610','3760','2','-9'
'000000003610','6440','2','-9'
'000000003611','1840','-6','-9'
'000000003613','1840','-6','-9'
'000000003613','5000','-6','-9'
'000000003614','6440','2','-9'
'000000003615','3760','-6','-9'
'000000003615','5000','-6','-9'
'000000003615','6440','-6','-9'
'000000003616','3760','-6','-9'
'000000003617','6440','-6','-9'
'000000003618','1840','2','-9'
'000000003618','6440','1','-9'
'000000003620','3760','-6','-9'
'000000003620','5000','-6','-9'
'000000003621','1840','-6','-9'
'000000003621','3760','-6','-9'
'000000003621','6440','-6','-9'
'000000003622','6440','-6','-9'
'000000003623','6440','-6','-9'
'000000003624','5000','-6','-9'
'000000003624','6440','2','-9'
'000000003625','1840','2','-9'
'000000003625','3760','-6','-9'
'000000003626','3760','-6','-9'
'000000003626','5000','-6','-9'
'000000003626','6440','2','-9'
'000000003627','1520','-6','-9'
'000000003627','3760','2','-9'
'000000003627','6440','-6','-9'
'000000003629','1840','-6','-9'
'000000003630','6440','1','-9'
'000000003631','3760','-6','-9'
'000000003632','3760','-6','-9'
'000000003632','6440','2','-9'
'000000003633','3760','-6','-9'
'000000003633','6440','2','-9'
'000000003634','3760','-6','-9'
'000000003636','1840','-6','-9'
'000000003636','5000','2','-9'
'000000003636','6440','-6','-9'
'000000003637','6440','2','-9'
'000000003639','3760','1','-9'
'000000003639','6440','1','-9'
'000000003640','1840','2','-9'
'000000003640','5000','-6','-9'
'000000003641','1520','-6','-9'
'000000003642','3760','-6','-9'
'000000003643','1840','2','-9'
'000000003643','6440','-6','-9'
'000000003644','3760','2','-9'
'000000003644','5000','2','-9'
'000000003645','3760','-6','-9'
'000000003645','6440','-6','-9'
'000000003646','3760','-6','-9'
'000000003647','3760','2','-9'
'000000003647','6440','2','-9'
'000000003648','1840','2','-9'
'000000003648','5000','-6','-9'
'000000003649','6440','-6','-9'
'000000003650','6440','-6','-9'
'000000003651','5000','-6','-9'
'000000003652','6440','1','2'
'000000003653','1840','2','-9'
'000000003653','6440','1','-9'
'000000003654','3760','2','-9'
'000000003654','5000','1','-9'
'000000003657','3760','2','-9'
'000000003657','6440','-6','-9'
'000000003658','5000','-6','-9'
'000000003658','6440','-6','-9'
'000000003659','3760','-6','-9'
'000000003659','5000','-6','-9'
'000000003661','1840','-6','-9'
'000000003661','3760','2','-9'
'000000003661','5000','-6','-9'
'000000003662','5000','-6','-9'
'000000003662','6440','-6','-9'
'000000003663','6440','2','-9'
'000000003664','1520','-6','-9'
'000000003664','6440','2','-9'
'000000003665','1840','-6','-9'
'000000003665','6440','-6','-9'
'000000003666','3760','2','-9'
'000000003666','5000','-6','-9'
'000000003666','6440','-6','-9'
'000000003667','3760','-6','-9'
'000000003667','5000','2','-9'
'000000003668','1840','1','-9'
'000000003668','3760','-6','-9'
'000000003668','6440','2','-9'
'000000003669','1520','-6','-9'
'000000003669','5000','1','-9'
'000000003669','6440','2','-9'
'000000003670','5000','2','2'
'000000003670','6440','-6','-9'
'000000003672','1840','-6','-9'
'000000003672','3760','2','2'
'000000003672','5000','-6','-9'
'000000003673','1840','-6','-9'
'000000003673','3760','-6','-9'
'000000003674','5000','2','-9'
'000000003674','6440','-6','-9'
'000000003675','3760','-6','-9'
'000000003675','5000','2','-9'
'000000003675','6440','2','-9'
'000000003676','5000','2','-9'
'000000003677','5000','-6','-9'
'000000003677','6440','1','-9'
'000000003678','5000','-6','-9'
'000000003678','6440','1','-9'
'000000003679','1520','-6','-9'
'000000003679','3760','1','-9'
'000000003679','5000','-6','-9'
'000000003679','6440','1','-9'
'000000003680','3760','-6','-9'
'000000003680','5000','2','-9'
'000000003681','5000','2','-9'
'000000003682','3760','2','-9'
'000000003682','5000','2','-9'
'000000003682','6440','-6','-9'
'000000003683','1520','-6','-9'
'000000003683','5000','-6','-9'
'000000003684','5000','2','-9'
'000000003684','6440','-6','-9'
'000000003685','5000','2','-9'
'000000003685','6440','2','-9'
'000000003686','5000','2','-9'
