"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"06","05800","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",105080,1 
"06","05900","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",107323,1 
"06","06000","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",103298,1 
"06","06101","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",122141,1 
"06","06102","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",142241,1 
"06","06103","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",110116,1 
"06","06104","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",172377,1 
"06","06105","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",159524,1 
"06","06106","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",163104,1 
"06","06107","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",114547,1 
"06","06108","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",110972,1 
"06","06109","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",126720,1 
"06","06110","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",166971,1 
"06","06111","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",128245,1 
"06","06112","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",122051,1 
"06","06113","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",145553,1 
"06","06114","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",137816,1 
"06","06115","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",168966,1 
"06","06116","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",128144,1 
"06","06117","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",130374,1 
"06","06118","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",163666,1 
"06","06119","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",149972,1 
"06","06120","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",110297,1 
"06","06121","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",100797,1 
"06","06122","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",131712,1 
"06","06123","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",140665,1 
"06","06124","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",116546,1 
"06","06125","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",218389,1 
"06","06126","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",108804,1 
"06","06200","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",170358,1 
"06","06300","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",100916,1 
"06","06400","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",111351,1 
"06","06500","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",117005,1 
"06","06601","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",126049,1 
"06","06602","37100","CA","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",127518,1 
"06","06701","42060","CA","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",198345,1 
"06","06702","42060","CA","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",201002,1 
"06","06801","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",191282,1 
"06","06802","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",137014,1 
"06","06900","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",108724,1 
"06","07000","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",126003,1 
"06","07100","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",165198,1 
"06","07200","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",189594,1 
"06","07300","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",143072,1 
"06","07400","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",128919,1 
"06","07501","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",156600,1 
"06","07502","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",181377,1 
"06","07601","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",172917,1 
"06","07602","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",168193,1 
"06","07603","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",187462,1 
"06","07604","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",205563,1 
"06","07605","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",188133,1 
"06","07606","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",200540,1 
"06","07607","31100","CA","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",195698,1 
"06","07700","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",124966,1 
"06","07801","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",111647,1 
"06","07802","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",143519,1 
"06","07900","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",142381,1 
"06","08001","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",288783,1 
"06","08002","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",196134,1 
"06","08003","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",182040,1 
"06","08004","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",196172,1 
"06","08005","40140","CA","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",159745,1 
"06","08101","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",241025,1 
"06","08102","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",124020,1 
"06","08103","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",149147,1 
"06","08104","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",183293,1 
"06","08105","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",210139,1 
"06","08106","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",107380,1 
"06","08107","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",168125,1 
"06","08108","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",227240,1 
"06","08109","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",230212,1 
"06","08110","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",125132,1 
"06","08111","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",139299,1 
"06","08112","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",164234,1 
"06","08113","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",176440,1 
"06","08114","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",172344,1 
"06","08115","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",208114,1 
"06","08116","41740","CA","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",187689,1 
"06","08200","20940","CA","El Centro, CA Metropolitan Statistical Area",142361,1 
"08","00101"," ","CO"," ",84228,0.842 
"08","00101","22660","CO","Fort Collins-Loveland, CO Metropolitan Statistical Area",12749,0.127 
"08","00101","24300","CO","Grand Junction, CO Metropolitan Statistical Area",3112,0.031 
"08","00102","22660","CO","Fort Collins-Loveland, CO Metropolitan Statistical Area",120093,1 
"08","00103","24300","CO","Grand Junction, CO Metropolitan Statistical Area",113143,1 
"08","00200","22660","CO","Fort Collins-Loveland, CO Metropolitan Statistical Area",118652,1 
"08","00300","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",10,0 
"08","00300","24540","CO","Greeley, CO Metropolitan Statistical Area",180926,1 
"08","00400"," ","CO"," ",65944,0.494 
"08","00400","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",19872,0.149 
"08","00400","22820","CO","Fort Morgan, CO Micropolitan Statistical Area",27171,0.204 
"08","00400","44540","CO","Sterling, CO Micropolitan Statistical Area",20504,0.154 
"08","00501"," ","CO"," ",93256,0.926 
"08","00501","39380","CO","Pueblo, CO Metropolitan Statistical Area",7499,0.074 
"08","00502","39380","CO","Pueblo, CO Metropolitan Statistical Area",133973,1 
"08","00600"," ","CO"," ",70558,0.477 
"08","00600","20420","CO","Durango, CO Micropolitan Statistical Area",43941,0.297 
"08","00600","33940","CO","Montrose, CO Micropolitan Statistical Area",33432,0.226 
"08","00700"," ","CO"," ",46633,0.39 
"08","00700","20780","CO","Edwards, CO Micropolitan Statistical Area",49471,0.413 
"08","00700","43540","CO","Silverthorne, CO Micropolitan Statistical Area",23548,0.197 
"08","00801","14500","CO","Boulder, CO Metropolitan Statistical Area",15998,0.149 
"08","00801","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",91468,0.851 
"08","00802","14500","CO","Boulder, CO Metropolitan Statistical Area",113092,1 
"08","00803","14500","CO","Boulder, CO Metropolitan Statistical Area",107227,1 
"08","00804","14500","CO","Boulder, CO Metropolitan Statistical Area",33497,0.329 
"08","00804","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",68301,0.671 
"08","00805","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",105982,1 
"08","00806","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",110684,1 
"08","00807","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",101408,1 
"08","00808","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",112814,1 
"08","00809","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",103816,1 
"08","00810","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",113602,1 
"08","00811","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",102959,1 
"08","00812","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",117406,1 
"08","00813","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",100089,1 
"08","00814","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",100910,1 
"08","00815","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",142364,1 
"08","00816","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",114985,1 
"08","00817","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",109722,1 
"08","00818","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",100888,1 
"08","00819","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",135315,1 
"08","00820","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",104775,1 
"08","00821","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",106540,1 
"08","00822","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",100807,1 
"08","00901","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",102268,1 
"08","00902","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",101808,1 
"08","00903","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",101046,1 
"08","00904","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",109251,1 
"08","00905","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",102556,1 
"08","01000"," ","CO"," ",19745,0.196 
"08","01000","15860","CO","Canon City, CO Micropolitan Statistical Area",46145,0.457 
"08","01000","17820","CO","Colorado Springs, CO Metropolitan Statistical Area",20555,0.204 
"08","01000","19740","CO","Denver-Aurora, CO Metropolitan Statistical Area",14523,0.144 
"09","00100","45860","CT","Torrington, CT Micropolitan Statistical Area",182193,1 
"09","00200","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",150378,1 
"09","00300","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",104315,1 
"09","00400","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",154723,1 
"09","00500","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",107980,1 
"09","00600","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",107081,1 
"09","00700","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",111128,1 
"09","00800","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",121578,1 
"09","00900","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",136364,1 
"09","01000","48740","CT","Willimantic, CT Micropolitan Statistical Area",109091,1 
"09","01100","35980","CT","Norwich-New London, CT Metropolitan Statistical Area",128912,1 
"09","01200","35980","CT","Norwich-New London, CT Metropolitan Statistical Area",130176,1 
"09","01300","25540","CT","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",155071,1 
"09","01400","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",123539,1 
"09","01500","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",124305,1 
"09","01600","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",117335,1 
"09","01700","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",117898,1 
"09","01800","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",110034,1 
"09","01900","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",107271,1 
"09","02000","35300","CT","New Haven-Milford, CT Metropolitan Statistical Area",123626,1 
"09","02100","14860","CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",183303,1 
"09","02200","14860","CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",206179,1 
"09","02300","14860","CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",236473,1 
"09","02400","14860","CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",139529,1 
"09","02500","14860","CT","Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",117083,1 
"10","00101","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",150716,1 
"10","00102","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",125253,1 
"10","00103","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",122063,1 
"10","00104","37980","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",102233,1 
"10","00200","20100","DE","Dover, DE Metropolitan Statistical Area",126697,1 
"10","00300","42580","DE","Seaford, DE Micropolitan Statistical Area",156638,1 
"11","00101","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",101578,1 
"11","00102","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",106159,1 
"11","00103","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",117201,1 
"11","00104","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",139614,1 
"11","00105","47900","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",107507,1 
"12","00101","37860","FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",193053,1 
"12","00102","37860","FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",101357,1 
"12","00200","37860","FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",117743,1 
"12","00300","23020","FL","Fort Walton Beach-Crestview-Destin, FL Metropolitan Statistical Area",170498,1 
"12","00400"," ","FL"," ",126893,1 
"12","00500","37460","FL","Panama City-Lynn Haven, FL Metropolitan Statistical Area",148217,1 
"12","00600"," ","FL"," ",82416,0.697 
"12","00600","45220","FL","Tallahassee, FL Metropolitan Statistical Area",35765,0.303 
"12","00701","45220","FL","Tallahassee, FL Metropolitan Statistical Area",171782,1 
"12","00702","45220","FL","Tallahassee, FL Metropolitan Statistical Area",112757,1 
"12","00800"," ","FL"," ",103470,0.878 
"12","00800","23540","FL","Gainesville, FL Metropolitan Statistical Area",14437,0.122 
"12","00900"," ","FL"," ",39530,0.334 
"12","00900","27260","FL","Jacksonville, FL Metropolitan Statistical Area",22259,0.188 
"12","00900","29380","FL","Lake City, FL Micropolitan Statistical Area",56513,0.478 
"12","01001","23540","FL","Gainesville, FL Metropolitan Statistical Area",107751,1 
"12","01002","23540","FL","Gainesville, FL Metropolitan Statistical Area",110204,1 
"12","01101","27260","FL","Jacksonville, FL Metropolitan Statistical Area",106695,1 
"12","01102","27260","FL","Jacksonville, FL Metropolitan Statistical Area",136875,1 
