CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000002268','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002268','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002268','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002269','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002270','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002270','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002270','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002271','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002272','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002272','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002274','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002274','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002275','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002275','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002275','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002276','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002276','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002276','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002277','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002277','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002277','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002278','5120','-9','-9','-9','-9','-9','-9','-9'
'000000002278','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002279','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002279','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002279','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002280','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002280','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002281','5120','-9','-9','-9','-9','-9','-9','-9'
'000000002281','7160','-9','-9','-9','-9','-9','-9','-9'
'000000002281','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002282','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002282','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002282','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002283','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002283','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002283','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002284','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002284','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002284','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002285','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002285','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002285','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002286','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002286','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002286','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002287','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002288','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002288','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002288','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002289','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002289','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002289','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002289','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002290','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002290','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002291','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002291','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002292','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002292','6480','-9','-9','-9','-9','-9','-9','-9'
'000000002292','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002292','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002293','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002293','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002294','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002294','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002294','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002295','7400','-9','1','1','1','-9','-9','-9'
'000000002296','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002296','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002297','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002298','6840','-9','-9','-9','-9','-9','-9','-9'
'000000002299','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002300','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002300','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002301','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002302','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002302','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002302','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002302','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002303','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002303','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002304','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002304','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002305','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002306','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002306','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002307','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002308','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002308','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002309','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002309','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002309','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002310','3360','-9','-9','1','1','-9','-9','1'
'000000002310','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002310','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002312','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002312','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002312','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002312','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002312','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002313','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002314','5680','-9','-9','1','1','-9','1','1'
'000000002314','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002315','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002315','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002315','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002315','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002316','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002318','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002319','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002319','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002320','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002320','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002320','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002320','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002321','0720','-9','-9','-9','1','-9','1','-9'
'000000002321','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002322','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002322','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002323','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002323','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002323','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002324','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002324','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002324','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002325','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002326','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002327','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002328','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002328','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002329','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002330','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002330','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002331','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002332','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002332','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002332','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002332','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002333','5120','-9','-9','-9','-9','-9','-9','-9'
'000000002333','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002334','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002334','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002335','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002336','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002336','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002336','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002337','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002338','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002338','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002339','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002339','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002339','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002340','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002340','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002340','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002341','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002341','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002342','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002342','1640','1','1','1','1','-9','-9','1'
'000000002342','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002342','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002343','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002344','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002344','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002344','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002344','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002345','6840','-9','-9','-9','-9','-9','-9','-9'
'000000002345','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002346','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002346','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002347','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002347','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002348','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002348','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002348','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002348','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002349','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002349','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002349','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002350','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002350','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002350','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002351','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002351','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002351','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002351','6840','-9','-9','-9','-9','-9','-9','-9'
'000000002351','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002352','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002352','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002354','0720','-9','-9','-9','-9','-9','1','1'
'000000002354','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002354','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002354','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002355','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002355','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002356','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002356','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002356','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002357','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002357','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002357','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002358','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002358','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002359','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002359','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002360','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002360','1640','-9','1','-9','1','-9','-9','-9'
'000000002360','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002360','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002361','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002361','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002361','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002362','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002362','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002363','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002363','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002363','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002364','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002364','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002364','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002364','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002365','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002366','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002366','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002366','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002366','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002367','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002367','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002367','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002368','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002368','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002368','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002368','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002369','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002370','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002371','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002372','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002373','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002374','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002374','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002374','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002374','7360','1','-9','-9','-9','-9','-9','-9'
'000000002374','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002375','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002375','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002375','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002376','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002376','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002377','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002377','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002378','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002378','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002378','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002378','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002379','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002379','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002380','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002380','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002380','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002381','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002381','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002382','5680','-9','-9','-9','1','1','-9','-9'
'000000002382','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002384','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002384','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002384','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002384','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002385','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002386','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002386','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002387','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002387','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002388','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002388','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002389','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002389','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002389','7160','-9','-9','1','1','-9','-9','1'
'000000002389','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002389','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002390','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002391','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002391','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002392','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002392','8840','-9','-9','-9','-9','-9','1','-9'
'000000002393','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002394','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002394','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002395','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002395','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002395','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002396','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002396','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002396','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002396','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002398','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002398','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002400','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002400','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002400','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002400','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002400','8840','-9','-9','-9','-9','-9','-9','-9'
'000000002401','1000','-9','-9','-9','-9','-9','-9','-9'
'000000002401','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002401','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002402','0720','-9','-9','-9','-9','-9','1','-9'
'000000002402','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002403','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002403','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002403','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002403','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002403','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002404','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002404','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002404','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002405','0720','-9','-9','1','-9','-9','1','-9'
'000000002405','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002405','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002405','7160','-9','-9','-9','-9','-9','-9','-9'
'000000002406','1120','-9','-9','-9','-9','-9','-9','-9'
'000000002406','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002406','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002407','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002407','5775','-9','-9','-9','-9','-9','-9','-9'
'000000002408','5680','-9','-9','-9','-9','-9','-9','-9'
'000000002408','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002408','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002408','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002409','1120','-9','-9','-9','-9','-9','1','-9'
'000000002409','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002410','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002410','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002410','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002410','8280','-9','-9','-9','-9','-9','-9','-9'
'000000002411','0720','-9','-9','-9','-9','-9','-9','-9'
'000000002411','1640','-9','-9','-9','-9','-9','-9','-9'
'000000002411','3360','-9','-9','-9','-9','-9','-9','-9'
'000000002411','7400','-9','-9','-9','-9','-9','-9','-9'
'000000002412','7360','-9','-9','-9','-9','-9','-9','-9'
'000000002412','7400','-9','-9','-9','-9','-9','-9','-9'
