CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000004155','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004155','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004155','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004155','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004156','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004156','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004156','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004157','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004157','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004157','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004157','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004157','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004157','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004157','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004158','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004158','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004159','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004159','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004159','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004159','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004159','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004160','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004160','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004160','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004160','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004161','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004161','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004161','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004161','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004161','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004161','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004161','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004162','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004162','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004162','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004162','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004162','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004163','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004163','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004163','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004163','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004163','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004164','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004164','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004164','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004164','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004164','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004164','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004165','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004165','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004165','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004165','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004166','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004166','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004166','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004166','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004166','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004167','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004167','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004167','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004167','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004168','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004168','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004168','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004168','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004168','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004168','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004168','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004169','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004169','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004169','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004169','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004169','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004170','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004170','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004170','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004170','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004170','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004170','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004171','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004172','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004172','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004172','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004172','7160','-9','-9','-9','1','-9','1','-9'
'000000004172','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004172','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004172','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004172','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004173','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004173','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004173','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004173','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004174','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004174','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004174','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004174','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004174','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004174','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004175','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004175','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004175','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004175','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004175','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004176','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004176','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004176','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004176','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004176','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004176','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004176','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004177','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004177','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004177','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004177','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004178','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004178','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004178','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004178','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004178','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004178','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004179','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004179','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004179','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004179','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004180','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004180','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004180','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004180','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004180','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004180','8280','-9','-9','-9','1','-9','1','-9'
'000000004180','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004181','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004181','6840','-9','-9','1','1','-9','-9','1'
'000000004181','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004181','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004182','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004182','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004182','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004182','5775','-9','-9','-9','-9','-9','1','-9'
'000000004182','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004182','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004182','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004182','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004183','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004183','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004183','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004183','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004183','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004184','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004184','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004184','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004184','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004184','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004184','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004185','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004185','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004185','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004186','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004186','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004186','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004186','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004186','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004186','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004187','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004187','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004187','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004187','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004187','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004188','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004188','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004188','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004188','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004189','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004189','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004189','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004189','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004189','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004190','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004190','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004190','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004190','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004191','1000','-9','-9','-9','-9','-9','-9','-9'
'000000004191','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004191','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004191','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004191','5680','-9','-9','-9','-9','1','1','-9'
'000000004191','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004191','6840','-9','-9','1','-9','-9','-9','1'
'000000004191','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004191','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004192','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004192','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004192','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004192','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004192','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004192','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004192','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004193','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004193','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004193','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004193','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004193','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004194','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004194','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004194','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004194','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004194','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004194','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004194','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004194','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004194','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004195','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004195','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004196','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004196','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004196','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004196','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004196','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004197','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004197','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004197','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004197','7360','-9','-9','-9','-9','-9','1','-9'
'000000004197','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004198','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004198','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004198','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004198','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004198','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004198','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004199','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004199','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004199','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004199','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004199','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004200','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004200','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004200','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004200','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004201','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004201','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004201','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004201','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004201','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004201','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004202','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004202','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004202','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004202','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004202','7400','-9','-9','-9','1','-9','-9','-9'
'000000004202','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004202','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004203','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004203','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004203','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004203','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004203','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004203','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004204','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004204','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004204','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004204','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004204','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004205','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004205','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004205','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004205','7160','-9','1','-9','-9','-9','-9','-9'
'000000004205','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004205','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004205','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004206','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004206','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004206','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004206','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004206','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004207','1000','-9','-9','-9','-9','-9','-9','-9'
'000000004207','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004207','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004207','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004207','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004207','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004207','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004208','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004208','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004208','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004208','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004208','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004208','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004208','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004208','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004209','1640','1','1','-9','1','-9','-9','-9'
'000000004209','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004209','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004209','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004209','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004209','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004209','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004210','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004210','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004210','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004210','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004210','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004210','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004210','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004210','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004211','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004211','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004211','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004211','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004212','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004212','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004212','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004212','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004212','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004212','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004212','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004212','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004212','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004213','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004213','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004213','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004213','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004213','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004213','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004214','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004214','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004214','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004214','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004215','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004215','5680','-9','-9','-9','-9','-9','1','-9'
'000000004215','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004215','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004215','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004215','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004216','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004216','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004216','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004216','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004216','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004216','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004217','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004217','1000','-9','-9','-9','-9','-9','-9','-9'
'000000004217','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004217','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004217','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004217','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004217','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004217','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004217','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004218','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004218','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004218','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004218','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004218','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004218','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004218','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004218','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004219','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004219','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004219','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004219','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004219','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004219','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004220','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004220','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004220','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004220','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004220','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004220','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004221','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004221','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004221','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004221','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004221','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004222','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004222','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004222','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004222','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004222','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004222','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004222','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004223','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004223','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004223','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004223','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004223','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004223','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004224','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004224','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004224','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004224','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004224','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004225','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004225','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004225','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004225','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004225','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004226','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004226','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004226','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004226','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004226','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004226','7360','-9','-9','-9','-9','1','1','-9'
'000000004226','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004226','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004227','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004227','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004227','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004227','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004227','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004227','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004228','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004228','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004228','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004228','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004228','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004229','0720','-9','-9','-9','-9','-9','1','-9'
'000000004229','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004229','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004229','6840','-9','-9','-9','-9','1','-9','-9'
'000000004229','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004229','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004229','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004229','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004230','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004230','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004230','3360','-9','-9','1','-9','-9','-9','1'
'000000004230','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004230','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004230','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004230','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004230','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004230','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004231','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004231','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004231','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004231','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004231','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004232','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004232','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004232','7360','-9','-9','-9','-8','-9','-9','-9'
'000000004232','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004233','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004233','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004233','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004233','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004233','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004234','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004234','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004234','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004234','5775','-9','-9','-9','-9','-9','-9','-9'
