CONTROL,SMSA,PWT,WEIGHT
'000000000051','7160',138.31276005,148.04942952
'000000000051','7360',150.6233,146.03974626
'000000000051','7400',123.1232,151.86074201
'000000000051','8280',238.897,268.04284436
'000000000051','8840',385.0634,396.37285538
'000000000052','0720',223.5291,223.45411322
'000000000052','1000',80.0639,87.150710167
'000000000052','1640',130.8343,141.02818703
'000000000052','3360',322.27002,0
'000000000052','5120',246.0386,278.39681174
'000000000052','5680',131.9648,141.23927626
'000000000052','5775',47.22925,0
'000000000052','6480',90.5129,95.789484474
'000000000052','6840',72.5802,83.296430388
'000000000052','7160',69.156380025,0
'000000000052','7360',150.6233,173.88467889
'000000000052','7400',123.1232,157.07172723
'000000000052','8280',238.897,270.29015479
'000000000052','8840',385.0634,0
'000000000053','0720',223.5291,0
'000000000053','1000',20.015975,21.787677542
'000000000053','1120',152.880075,154.8449785
'000000000053','1640',130.8343,138.54133677
'000000000053','3360',322.27002,357.08819429
'000000000053','5120',123.0193,140.75292879
'000000000053','5680',98.9736,103.64474088
'000000000053','5775',188.917,194.23964199
'000000000053','6480',67.884675,71.842113356
'000000000053','6840',48.3868,55.530953592
'000000000053','7160',92.2085067,0
'000000000053','7360',112.967475,136.40637014
'000000000053','7400',123.1232,157.07172723
'000000000053','8280',238.897,268.04284436
'000000000053','8840',385.0634,428.21960732
'000000000054','0720',223.5291,293.41561552
'000000000054','1000',20.015975,21.787677542
'000000000054','1640',130.8343,0
'000000000054','3360',161.13501,178.54409714
'000000000054','5120',246.0386,281.50585757
'000000000054','5680',131.9648,142.5148446
'000000000054','5775',188.917,234.12475843
'000000000054','6480',90.5129,95.789484474
'000000000054','6840',96.7736,111.06190718
'000000000054','7160',92.2085067,99.082039962
'000000000054','7360',150.6233,0
'000000000054','7400',123.1232,127.43540021
'000000000054','8280',238.897,270.29015479
'000000000054','8840',385.0634,410.05179881
'000000000055','0720',223.5291,274.19974182
'000000000055','1000',20.015975,21.787677542
'000000000055','1120',305.76015,362.74563205
'000000000055','1640',130.8343,0
'000000000055','5120',246.0386,281.50585757
'000000000055','5680',98.9736,105.69157351
'000000000055','5775',188.917,214.13571507
'000000000055','6480',90.5129,95.789484474
'000000000055','6840',24.1934,24.483555372
'000000000055','7160',92.2085067,98.699619679
'000000000055','7360',75.31165,86.942339444
'000000000055','7400',123.1232,127.43540021
'000000000055','8280',238.897,239.32134473
'000000000055','8840',385.0634,442.84424863
'000000000056','0720',223.5291,268.66951133
'000000000056','1000',80.0639,0
'000000000056','1120',229.3201125,272.05922404
'000000000056','1640',130.8343,141.02818703
'000000000056','3360',322.27002,357.08819429
'000000000056','5120',246.0386,0
'000000000056','5680',131.9648,137.88214592
'000000000056','5775',188.917,219.53925457
'000000000056','6480',67.884675,71.842113356
'000000000056','6840',24.1934,26.77470322
'000000000056','7160',92.2085067,98.699619679
'000000000056','7360',150.6233,0
'000000000056','7400',123.1232,151.86074201
'000000000056','8280',238.897,0
'000000000056','8840',385.0634,399.231542
'000000000057','0720',223.5291,260.36652045
'000000000057','1000',60.047925,0
'000000000057','1640',130.8343,141.02818703
'000000000057','5120',246.0386,281.50585757
'000000000057','5680',131.9648,150.76914273
'000000000057','5775',188.917,214.13571507
'000000000057','6480',90.5129,95.789484474
'000000000057','6840',72.5802,83.296430388
'000000000057','7160',92.2085067,0
'000000000057','7360',112.967475,121.98250395
'000000000057','7400',123.1232,157.07172723
'000000000057','8280',238.897,268.04284436
'000000000057','8840',288.79755,299.36404179
'000000000058','0720',223.5291,272.3558441
'000000000058','1000',40.03195,43.575355083
'000000000058','1120',229.3201125,0
'000000000058','1640',130.8343,138.54133677
'000000000058','5120',246.0386,281.50585757
'000000000058','5680',131.9648,138.37698342
'000000000058','5775',141.68775,164.65444093
'000000000058','6480',90.5129,95.789484474
'000000000058','6840',24.1934,27.765476796
'000000000058','7160',92.2085067,98.699619679
'000000000058','7360',75.31165,90.937580095
'000000000058','7400',123.1232,0
'000000000058','8280',238.897,270.29015479
'000000000058','8840',385.0634,399.231542
'000000000059','0720',223.5291,240.50438635
'000000000059','1000',40.03195,43.575355083
'000000000059','1120',305.76015,347.15191566
'000000000059','1640',130.8343,141.02818703
'000000000059','3360',322.27002,357.08819429
'000000000059','5120',246.0386,281.50585757
'000000000059','5680',131.9648,0
'000000000059','5775',188.917,0
'000000000059','6480',45.25645,47.894742237
'000000000059','6840',24.1934,27.765476796
'000000000059','7160',92.2085067,94.429917822
'000000000059','7360',150.6233,162.6433386
'000000000059','7400',123.1232,157.07172723
'000000000059','8280',238.897,239.32134473
'000000000059','8840',385.0634,410.05179881
'000000000060','0720',223.5291,274.19974182
'000000000060','1000',80.0639,87.150710167
'000000000060','1120',305.76015,362.74563205
'000000000060','1640',130.8343,0
'000000000060','3360',322.27002,0
'000000000060','5120',246.0386,252.07155639
'000000000060','5680',131.9648,142.34857142
'000000000060','5775',188.917,219.53925457
'000000000060','6480',22.628225,23.947371119
'000000000060','6840',96.7736,107.09881288
'000000000060','7160',92.2085067,94.429917822
'000000000060','7360',150.6233,173.88467889
'000000000060','7400',123.1232,0
'000000000060','8280',238.897,270.29015479
'000000000060','8840',385.0634,399.15205572
'000000000061','0720',223.5291,0
'000000000061','1000',80.0639,91.566848047
'000000000061','1640',130.8343,140.75243041
'000000000061','3360',241.702515,0
'000000000061','5120',246.0386,277.04511405
'000000000061','5680',131.9648,0
'000000000061','5775',188.917,214.13571507
'000000000061','6480',90.5129,95.789484474
'000000000061','6840',72.5802,82.989713664
'000000000061','7160',92.2085067,94.429917822
'000000000061','7360',150.6233,0
'000000000061','7400',123.1232,157.07172723
'000000000061','8280',238.897,239.32134473
'000000000061','8840',385.0634,421.09652089
'000000000062','0720',223.5291,0
'000000000062','1000',20.015975,20.880341863
'000000000062','1120',305.76015,362.74563205
'000000000062','1640',130.8343,0
'000000000062','3360',322.27002,411.13641483
'000000000062','5120',246.0386,281.50585757
'000000000062','5680',131.9648,140.92209802
'000000000062','5775',188.917,219.53925457
'000000000062','6480',90.5129,95.789484474
'000000000062','6840',24.1934,26.77470322
'000000000062','7160',92.2085067,0
'000000000062','7360',150.6233,162.6433386
'000000000062','7400',123.1232,151.86074201
'000000000062','8280',238.897,270.29015479
'000000000062','8840',385.0634,437.03383946
'000000000063','0720',223.5291,268.66951133
'000000000063','1000',20.015975,21.787677542
'000000000063','1120',305.76015,362.74563205
'000000000063','1640',130.8343,132.21500849
'000000000063','3360',322.27002,358.8119332
'000000000063','5120',246.0386,281.50585757
'000000000063','5680',131.9648,0
'000000000063','5775',188.917,214.13571507
'000000000063','6480',90.5129,0
'000000000063','6840',72.5802,83.296430388
'000000000063','7360',150.6233,173.88467889
'000000000063','7400',123.1232,157.07172723
'000000000063','8280',238.897,268.04284436
'000000000063','8840',385.0634,0
'000000000064','0720',223.5291,0
'000000000064','1000',60.047925,65.363032625
'000000000064','1120',305.76015,347.15191566
'000000000064','1640',130.8343,141.02818703
'000000000064','5120',246.0386,278.39681174
'000000000064','5680',131.9648,140.92209802
'000000000064','5775',188.917,0
'000000000064','6480',67.884675,71.842113356
'000000000064','6840',24.1934,27.765476796
'000000000064','7160',92.2085067,99.082039962
'000000000064','7360',150.6233,0
'000000000064','7400',123.1232,157.07172723
'000000000064','8280',238.897,270.29015479
'000000000064','8840',385.0634,463.94949631
'000000000065','0720',223.5291,268.66951133
'000000000065','1000',20.015975,21.787677542
'000000000065','1120',229.3201125,0
'000000000065','1640',130.8343,138.54133677
'000000000065','5120',123.0193,140.75292879
'000000000065','5680',98.9736,105.95277396
'000000000065','5775',188.917,214.13571507
'000000000065','6480',45.25645,47.894742237
'000000000065','6840',96.7736,111.06190718
'000000000065','7160',92.2085067,99.082039962
'000000000065','7360',150.6233,162.6433386
'000000000065','7400',123.1232,157.07172723
'000000000065','8280',238.897,239.32134473
'000000000065','8840',385.0634,373.26751996
'000000000066','0720',223.5291,0
'000000000066','1000',60.047925,65.363032625
'000000000066','1640',130.8343,132.21500849
'000000000066','3360',322.27002,357.08819429
'000000000066','5120',246.0386,279.85372458
'000000000066','5680',131.9648,140.0110958
'000000000066','5775',188.917,219.53925457
'000000000066','6480',90.5129,95.789484474
'000000000066','6840',96.7736,111.06190718
'000000000066','7160',92.2085067,99.082039962
'000000000066','7360',37.655825,43.471169722
'000000000066','7400',123.1232,148.81378141
'000000000066','8280',238.897,270.29015479
'000000000066','8840',385.0634,0
'000000000067','0720',223.5291,272.3558441
'000000000067','1000',60.047925,65.363032625
'000000000067','1120',305.76015,362.74563205
'000000000067','1640',130.8343,138.8127615
'000000000067','5120',246.0386,281.50585757
'000000000067','5680',131.9648,141.23927626
'000000000067','5775',188.917,228.3622246
'000000000067','6480',90.5129,95.789484474
'000000000067','6840',24.1934,0
'000000000067','7160',92.2085067,99.825913126
'000000000067','7360',150.6233,181.87516019
'000000000067','7400',123.1232,0
'000000000067','8280',238.897,239.32134473
'000000000067','8840',385.0634,373.26751996
'000000000068','0720',223.5291,0
'000000000068','1000',80.0639,87.150710167
'000000000068','1120',229.3201125,260.36393675
'000000000068','1640',32.708575,35.257046757
'000000000068','5120',246.0386,0
'000000000068','5680',98.9736,103.64474088
'000000000068','5775',188.917,219.53925457
'000000000068','6480',90.5129,95.789484474
'000000000068','6840',96.7736,111.06190718
'000000000068','7160',92.2085067,98.699619679
'000000000068','7360',150.6233,0
'000000000068','7400',123.1232,148.81378141
'000000000068','8280',238.897,0
'000000000068','8840',385.0634,428.21960732
'000000000069','0720',223.5291,0
'000000000069','1000',20.015975,21.787677542
'000000000069','1640',130.8343,134.93734247
'000000000069','3360',322.27002,552.29210062
'000000000069','5120',184.52895,205.47572768
'000000000069','5680',131.9648,141.97447897
'000000000069','5775',188.917,228.3622246
'000000000069','6480',45.25645,47.894742237
'000000000069','6840',48.3868,55.530953592
'000000000069','7160',92.2085067,98.699619679
'000000000069','7360',75.31165,0
'000000000069','7400',123.1232,0
'000000000069','8280',238.897,268.04284436
'000000000069','8840',385.0634,388.00246453
'000000000070','0720',223.5291,274.19974182
'000000000070','1000',80.0639,0
'000000000070','1640',130.8343,141.02818703
'000000000070','3360',322.27002,357.08819429
'000000000070','5120',123.0193,140.75292879
'000000000070','5680',131.9648,140.0110958
'000000000070','5775',188.917,219.53925457
'000000000070','6480',90.5129,95.789484474
'000000000070','6840',48.3868,53.549406441
'000000000070','7160',92.2085067,98.699619679
'000000000070','7360',150.6233,181.87516019
'000000000070','7400',30.7808,0
'000000000070','8280',238.897,270.29015479
'000000000070','8840',385.0634,0
'000000000071','0720',223.5291,268.66951133
'000000000071','1000',60.047925,65.363032625
'000000000071','1640',130.8343,141.02818703
'000000000071','5120',246.0386,255.50231547
'000000000071','5680',131.9648,137.88214592
'000000000071','5775',188.917,214.13571507
'000000000071','6480',67.884675,71.842113356
'000000000071','6840',48.3868,55.530953592
'000000000071','7160',92.2085067,98.699619679
'000000000071','7360',150.6233,0
'000000000071','7400',410.40656256,424.60876561
'000000000071','8280',59.72425,0
'000000000071','8840',385.0634,399.231542
'000000000072','0720',223.5291,0
'000000000072','1000',40.03195,43.575355083
'000000000072','1640',98.125725,103.90600258
'000000000072','3360',322.27002,411.13641483
'000000000072','5120',184.52895,211.12939318
'000000000072','5680',131.9648,150.76914273
'000000000072','5775',188.917,234.12475843
'000000000072','6480',90.5129,98.953416164
'000000000072','6840',96.7736,110.65295155
'000000000072','7160',92.2085067,95.233576697
'000000000072','7360',150.6233,173.88467889
'000000000072','7400',92.3424,111.61033605
'000000000072','8280',238.897,270.29015479
'000000000072','8840',385.0634,399.15205572
'000000000073','0720',223.5291,221.18595824
'000000000073','1000',60.047925,65.363032625
'000000000073','1120',305.76015,362.74563205
'000000000073','1640',130.8343,141.02818703
'000000000073','3360',322.27002,357.08819429
'000000000073','5120',246.0386,252.07155639
'000000000073','5680',131.9648,137.85230709
'000000000073','5775',188.917,214.13571507
'000000000073','6480',67.884675,71.842113356
'000000000073','6840',72.5802,83.296430388
'000000000073','7160',92.2085067,98.699619679
'000000000073','7360',150.6233,181.87516019
'000000000073','7400',92.3424,111.61033605
'000000000073','8280',179.17275,210.05406315
'000000000073','8840',385.0634,399.231542
'000000000074','0720',223.5291,240.50438635
'000000000074','1000',60.047925,65.363032625
'000000000074','1640',130.8343,138.8127615
'000000000074','5120',246.0386,277.04511405
'000000000074','5680',131.9648,142.70036399
'000000000074','5775',188.917,0
'000000000074','6480',67.884675,71.842113356
'000000000074','6840',96.7736,107.09881288
'000000000074','7160',92.2085067,98.699619679
'000000000074','7360',150.6233,162.6433386
'000000000074','7400',123.1232,148.81378141
'000000000074','8280',238.897,270.29015479
'000000000074','8840',385.0634,0
'000000000075','0720',223.5291,268.66951133
'000000000075','1000',40.03195,43.575355083
'000000000075','1640',130.8343,141.02818703
'000000000075','5120',61.50965,70.376464394
'000000000075','5680',131.9648,140.92209802
'000000000075','5775',188.917,214.13571507
'000000000075','6480',90.5129,95.789484474
'000000000075','6840',96.7736,0
'000000000075','7160',92.2085067,94.429917822
'000000000075','7360',150.6233,0
'000000000075','7400',92.3424,0
'000000000075','8280',238.897,270.29015479
'000000000075','8840',385.0634,409.97015824
'000000000076','0720',167.646825,205.64980636
'000000000076','1000',40.03195,76.605268235
'000000000076','1120',305.76015,0
'000000000076','1640',130.8343,134.93734247
'000000000076','3360',241.702515,0
