CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000000054','1000',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000054','5680',1,'1','1','3','-6',-7,'1','-6','3','-9','1','-9','-9','-9','1','-9'
'000000000054','5775',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000054','6840',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000054','7160',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000054','8840',1,'-8','2','-8','-6',-8,'-8','-6','1','-9','1','-9','1','-9','-9','-9'
'000000000055','1000',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000055','5680',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000055','7160',1,'1','1','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000055','7360',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000055','8840',1,'-8','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000056','0720',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000056','0720',2,'1','1','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000000056','1120',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000056','1640',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000056','7160',1,'1','1','3','-6',8,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000056','8840',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000057','0720',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000057','7400',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000057','8280',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000058','5680',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000058','5775',1,'1','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000058','7160',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000058','8280',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000059','0720',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000059','7360',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000059','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000059','8840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000000060','1000',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000060','5680',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000060','5775',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000061','1000',1,'3','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000061','5120',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000061','7160',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000061','7400',1,'1','2','4','-6',8,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000061','8840',1,'1','2','2','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000062','1120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000062','3360',1,'2','1','1','1',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000062','3360',2,'1','1','3','-6',4,'2','2','3','-9','2','-9','-9','-9','-9','-9'
'000000000062','6840',1,'3','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000063','3360',1,'1','2','3','-6',8,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000063','5775',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000064','6480',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000065','1640',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000065','1640',2,'1','2','3','-6',2,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000000065','5120',1,'2','2','4','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000065','5775',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000065','8840',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000065','8840',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000000065','8840',3,'1','1','3','-6',3,'2','1','1','-9','3','-9','-9','-9','-9','-9'
'000000000066','1000',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000066','5120',1,'1','1','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000066','5680',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000066','5775',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000066','6480',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000066','7160',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000066','7360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000066','7400',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000067','0720',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000067','7160',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000067','7360',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000068','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000068','1120',1,'1','1','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000068','5775',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000068','6480',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000068','7160',1,'1','1','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000068','7160',2,'1','1','3','-6',5,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000000069','1000',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000069','5775',1,'2','2','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000069','8840',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000069','8840',2,'1','1','3','-6',5,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000000070','0720',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000070','1640',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000070','3360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000070','5680',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000070','7360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000071','1000',1,'3','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000071','6480',1,'1','1','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000071','6480',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000000071','6840',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000072','1640',1,'1','1','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000072','5120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000072','5680',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000072','6480',1,'1','1','3','-6',6,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000000072','7360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000073','5120',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000073','7160',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000073','8280',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000074','0720',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000074','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000074','6480',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000074','6840',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000074','7160',1,'1','1','3','-6',-7,'2','2','1','-9','1','-9','-9','-9','1','-9'
'000000000074','7360',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000074','7400',1,'1','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000075','7160',1,'1','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000075','7160',2,'2','2','3','-6',2,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000000075','8840',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000076','0720',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000076','1640',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000000076','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000076','7160',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000000076','7400',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000077','3360',1,'2','2','3','-6',-7,'1','-6','3','-9','1','-9','-9','-9','1','-9'
'000000000077','5775',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000077','7160',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000077','8840',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000078','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000078','1640',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000078','5775',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000078','7160',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000078','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000079','1640',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000079','1640',2,'2','2','3','-6',4,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000079','6480',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000079','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000079','7360',1,'2','3','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000080','1120',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000080','5775',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000080','6480',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000080','6480',2,'1','2','4','-6',-7,'-7','-6','4','-9','2','-9','1','-9','-9','-9'
'000000000080','6840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000080','6840',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000000080','7160',1,'1','1','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000080','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000080','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000000080','8840',1,'3','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000081','1000',1,'3','1','3','-6',6,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000081','1640',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000081','3360',1,'1','1','3','-6',3,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000000081','3360',2,'3','2','3','-6',4,'2','2','2','-9','2','-9','-9','-9','-9','-9'
'000000000081','5680',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000081','7160',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000081','7360',1,'1','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000082','5775',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000082','7160',1,'1','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000083','5775',1,'1','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000083','6480',1,'2','1','2','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000083','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000083','8840',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000084','1000',1,'1','1','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000084','1120',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000084','6480',1,'1','1','4','-6',-7,'-7','-6','4','-9','1','-9','1','1','-9','-9'
'000000000084','7160',1,'1','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000085','0720',1,'1','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000085','5680',1,'-7','2','4','-6',-7,'-7','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000085','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000085','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000085','7400',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000086','5680',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000086','6480',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000086','7160',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000086','7400',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000087','7160',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000087','7160',2,'1','1','3','-6',6,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000000089','1120',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000089','7160',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000090','5680',1,'1','3','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000090','5775',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000090','7160',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000090','7360',1,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','-9','1','-9','1','-9'
'000000000091','5775',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000091','7160',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000091','7360',1,'2','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000092','1000',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000092','3360',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000092','6480',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000092','7160',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000092','8840',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000093','1640',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000093','5120',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000094','1000',1,'1','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000094','5120',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000094','6480',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000094','6480',2,'1','1','3','-6',2,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000000094','7400',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000095','1640',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000096','0720',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000096','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000096','7160',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000096','8280',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000096','8280',2,'1','1','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000000096','8840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000097','0720',1,'1','1','4','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000097','1120',1,'1','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000097','8840',1,'1','1','3','-6',7,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000097','8840',2,'4','-6','-6','-6',-6,'-6','-6','-6','-9','2','-9','-9','-9','1','-9'
'000000000098','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000099','1000',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000099','1640',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000099','1640',2,'1','3','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000099','3360',1,'2','2','1','1',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000099','5775',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000000099','8840',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000100','7400',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000101','1000',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000101','1640',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000102','1640',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000102','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000102','5775',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000102','8280',1,'1','1','4','-6',2,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000000103','1000',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000103','1120',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000103','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000103','8280',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000104','6840',1,'1','1','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000104','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000105','1000',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000000105','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000000105','8840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000106','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000106','5120',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000106','5680',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000106','6480',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000106','8840',1,'1','1','3','-6',4,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000000107','0720',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000000107','1120',1,'-7','2','4','-6',2,'1','-6','4','-9','1','-9','1','-9','-9','-9'
'000000000107','5680',1,'3','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000108','1640',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000108','6480',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000000108','6480',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000000108','6840',1,'1','1','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000108','7360',1,'2','1','2','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000108','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000108','8280',1,'1','2','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000109','1120',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000109','1640',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000109','5680',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000109','5775',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000109','6480',1,'2','1','2','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000110','0720',1,'3','1','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000000110','7360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000110','7400',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000110','7400',2,'1','1','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000000111','0720',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000111','3360',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000000111','5680',1,'2','2','4','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000000111','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000000111','6480',1,'1','1','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000111','7360',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000000111','8280',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000000111','8280',2,'1','1','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
