CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000004584','1000',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004584','5680',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004584','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004584','6480',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004584','6840',1,'1','2','3','-6',6,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004584','6840',2,'1','3','3','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000004584','8280',1,'3','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004585','0720',1,'2','2','3','-6',2,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004585','7400',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004585','7400',2,'2','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004586','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004586','3360',1,'1','2','3','-6',8,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000004586','6840',1,'1','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004586','7160',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004587','1640',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004587','1640',2,'1','3','3','-6',4,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000004587','5775',1,'1','1','3','-6',7,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004587','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004587','7400',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004587','8280',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004588','1120',1,'3','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004588','1640',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004588','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004588','5775',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004588','6840',1,'2','2','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004588','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004588','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004588','8840',1,'1','1','4','-6',5,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004589','0720',1,'1','2','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004589','1640',1,'1','1','3','-6',12,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004589','5680',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004589','5775',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004589','5775',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000004589','7360',1,'1','3','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004590','5680',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004590','6840',1,'3','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004590','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004591','0720',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004591','0720',2,'2','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000004591','1640',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004591','1640',2,'1','1','3','-6',2,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004591','5775',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004591','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004591','7360',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000004591','8280',1,'3','1','3','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004591','8840',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004592','0720',1,'1','2','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004592','3360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004592','5680',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004592','6840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004592','7160',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004593','0720',1,'2','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004593','5120',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004593','5775',1,'1','2','3','-6',12,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004593','8840',1,'1','1','3','-6',1,'1','-6','4','-9','1','-9','-9','-9','-9','1'
'000000004594','3360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004594','3360',2,'2','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000004594','5680',1,'1','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004594','5680',2,'1','2','3','-6',4,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004594','5775',1,'2','3','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004594','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004594','7360',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000004594','8280',1,'1','2','3','-6',8,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004595','0720',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004595','5680',1,'1','1','3','-6',7,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004595','5775',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004595','6840',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004595','7160',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004595','7400',1,'1','1','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004595','8840',1,'1','1','3','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004596','0720',1,'1','1','4','-6',3,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004596','1120',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004596','5680',1,'1','3','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004596','5775',1,'1','2','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004596','5775',2,'1','2','3','-6',6,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004596','5775',3,'2','2','3','-6',5,'2','1','3','-9','3','-9','-9','-9','-9','-9'
'000000004596','6840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004596','8280',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004597','1120',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004597','1640',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004597','3360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004597','3360',2,'1','2','3','-6',4,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000004597','3360',3,'1','1','3','-6',2,'2','2','1','-9','3','-9','-9','-9','-9','-9'
'000000004598','1000',1,'1','2','3','-6',3,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004598','1640',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004598','6840',1,'1','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004598','7160',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004598','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004599','1000',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004599','1640',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004599','6840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004599','7400',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004600','0720',1,'2','2','1','1',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004600','5680',1,'1','2','4','-6',-7,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004600','7360',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004600','7400',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004600','8280',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004600','8840',1,'1','1','4','-6',4,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004601','0720',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004601','1000',1,'3','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004601','1120',1,'2','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004601','3360',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004601','8280',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004602','1120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004602','5120',1,'1','3','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004602','5680',1,'-7','2','4','-6',2,'1','-6','4','-9','1','-9','1','-9','-9','-9'
'000000004602','6840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004603','5120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004603','7160',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004603','7360',1,'2','2','2','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004603','7400',1,'2','2','3','-6',5,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004604','0720',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004604','7160',1,'1','2','2','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004604','7360',1,'-8','2','3','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000004604','8280',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004605','5120',1,'1','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004605','5775',1,'1','3','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004605','7160',1,'1','1','4','-6',-7,'-7','-6','4','-9','1','-9','1','1','-9','-9'
'000000004606','1640',1,'2','2','3','-6',2,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004606','5680',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004606','5775',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004606','6840',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004606','7360',1,'1','2','3','-6',14,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004607','5120',1,'1','1','3','-6',7,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004607','5120',2,'2','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000004607','5775',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004607','6480',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004607','6840',1,'1','1','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004607','7160',1,'1','2','3','-6',3,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004607','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004607','8280',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004608','3360',1,'1','1','3','-6',9,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004608','5680',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004608','7400',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004608','7400',2,'1','2','3','-6',4,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004608','8280',1,'1','2','3','-6',2,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000004609','0720',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004609','6840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004609','7400',1,'1','2','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004610','1640',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004610','6840',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004610','7360',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004610','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004610','8840',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004611','1640',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004611','5775',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004611','6840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004612','3360',1,'2','2','3','-6',5,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004612','5680',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004612','6840',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004612','8840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004613','1640',1,'3','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004613','6840',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004613','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004614','5120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004614','5680',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004615','5680',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004615','6840',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004615','8840',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004616','0720',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004616','6480',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004616','6840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004617','5680',1,'2','2','3','-6',10,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004617','6480',1,'1','1','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004617','8280',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004618','1120',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004618','5680',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004618','5775',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004618','6480',1,'1','1','3','-6',1,'1','-6','4','-9','1','-9','-9','-9','-9','1'
'000000004619','0720',1,'2','3','3','-6',-7,'-9','-6','3','-9','1','-9','-9','-9','1','-9'
'000000004619','5775',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004619','6840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004619','7160',1,'2','2','2','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004619','7160',2,'1','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000004619','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004619','8280',1,'1','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004619','8840',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004620','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004620','3360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004620','5680',1,'2','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004620','6480',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004620','7360',1,'2','3','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004620','8280',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004620','8840',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004621','1000',1,'1','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004621','1640',1,'1','1','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004621','5120',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004621','5775',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004621','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004621','7400',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004622','5120',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004622','5120',2,'4','-6','-6','-6',-6,'-6','-6','-6','-9','2','-9','-9','-9','1','-9'
'000000004622','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004622','6840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004622','6840',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004622','7160',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004622','7160',2,'1','1','3','-6',6,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004622','7360',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004622','7400',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004622','7400',2,'2','2','3','-6',-7,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004623','0720',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004623','1640',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004623','3360',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004623','5680',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004623','5775',1,'2','2','2','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004624','1640',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004624','6840',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004624','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004624','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004624','7400',1,'1','1','4','-6',7,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004624','8840',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004624','8840',2,'2','2','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000004625','0720',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004625','1120',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004625','1640',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004625','5775',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004625','7160',1,'2','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004625','7360',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004625','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004625','8840',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004625','8840',2,'1','3','3','-6',5,'1','-6','3','-9','2','-9','-9','-9','-9','-9'
'000000004625','8840',3,'1','1','3','-6',1,'1','-6','2','-9','3','-9','-9','-9','-9','1'
'000000004626','5120',1,'2','2','3','-6',6,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004626','5775',1,'1','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004626','6480',1,'2','2','3','-6',-7,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004626','6480',2,'2','2','3','-6',-7,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000004626','7400',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004626','8280',1,'1','1','3','-6',-7,'1','-6','2','-9','1','-9','1','1','-9','-9'
'000000004626','8840',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004627','5120',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004627','5680',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004627','5775',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004627','6480',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004627','7360',1,'3','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004627','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004627','8280',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004627','8840',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004628','1640',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004628','5775',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004628','7160',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004628','7400',1,'-8','2','4','-6',-8,'-8','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004628','8840',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004629','3360',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004629','5680',1,'1','2','4','-6',5,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004629','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004630','1000',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004630','6480',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004630','7160',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004630','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004630','7400',1,'2','2','2','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004630','8280',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004630','8840',1,'3','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004631','0720',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004631','1640',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004631','5680',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004631','5775',1,'2','2','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004631','7160',1,'2','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004631','7360',1,'1','1','4','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004631','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004631','7400',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000004631','8280',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004631','8840',1,'1','1','4','-6',12,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004631','8840',2,'2','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000004632','0720',1,'1','1','2','-6',3,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004632','1640',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004632','3360',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
