CONTROL,SMSA,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000001016','7600',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001017','3480',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001017','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001017','7240',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001017','6920',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001018','0520',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001018','2080',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000001018','2080',2,'3','-6','3','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000001018','7600',1,'4','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001019','7600',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001019','7040',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001020','2080',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001020','3280',1,'3','-6','1','2','-9',10,'1','3','2','1','-9','-9','-9','-9','-9'
'000000001020','4920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001020','7600',1,'4','-6','-7','1','-9',1,'-6','2','-7','1','-9','1','-9','-9','1'
'000000001020','7040',1,'2','-6','2','2','-9',-7,'2','1','1','1','-9','-9','-9','1','-9'
'000000001021','7240',1,'3','-6','2','2','-9',10,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001023','2080',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001023','2080',2,'3','-6','1','2','-9',3,'2','2','1','2','-9','-9','-9','-9','-9'
'000000001023','6920',1,'4','-6','1','2','-9',3,'2','3','2','1','-9','-9','-9','-9','-9'
'000000001024','2080',1,'3','-6','3','2','-9',2,'2','3','2','1','-9','-9','-9','-9','-9'
'000000001024','6920',1,'4','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001025','3480',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001025','4920',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000001026','0520',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001026','4920',1,'3','-6','1','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000001026','7600',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001027','5560',1,'3','-6','2','2','-9',5,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001029','3280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001029','7240',1,'2','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001029','7240',2,'3','-6','3','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'000000001030','6920',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000001031','2080',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001031','3280',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001031','3280',2,'3','-6','1','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'000000001031','4920',1,'3','-6','3','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'000000001032','3480',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001032','7040',1,'2','-6','2','2','-9',2,'2','3','1','1','-9','-9','-9','-9','-9'
'000000001033','3480',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001033','4920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001033','4920',2,'3','-6','1','2','-9',5,'1','3','1','2','-9','-9','-9','-9','-9'
'000000001033','4920',3,'3','-6','-7','1','-9',-7,'-6','2','2','3','-9','-9','-9','-9','-9'
'000000001034','7240',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001035','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000001035','5560',1,'3','-6','3','2','-9',5,'1','2','2','1','-9','-9','-9','-9','-9'
'000000001036','2080',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001036','5560',1,'3','-6','3','2','-9',11,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001036','5880',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001037','1680',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001038','3280',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001038','3480',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001038','5880',1,'3','-6','3','1','-9',9,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001038','7240',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001038','7040',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001039','7600',1,'4','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001040','3280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001040','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001040','5560',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'000000001040','7040',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001041','0520',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001041','3280',1,'3','-6','2','1','-9',1,'-6','3','2','1','-9','-9','-9','-9','1'
'000000001041','3480',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001041','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001041','7600',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001041','6920',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001043','4920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001044','3480',1,'3','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001044','4920',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001045','3280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001045','4920',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001045','4920',2,'3','-6','3','2','-9',2,'1','2','2','2','-9','-9','-9','-9','-9'
'000000001045','6920',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001046','3280',1,'3','-6','2','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'000000001047','7040',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001048','3280',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001048','3480',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001048','6280',1,'3','-6','2','1','-9',-7,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001049','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001049','2080',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001049','6280',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001049','7600',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001049','7600',2,'3','-6','3','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000001049','7040',1,'3','-6','1','2','-9',6,'2','2','1','1','-9','-9','-9','-9','-9'
'000000001050','0520',1,'2','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001050','3280',1,'3','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001051','3280',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','-9','-9','-9','-9'
'000000001051','3280',2,'4','-6','-7','-7','-9',-7,'-6','2','-7','2','-9','-9','-9','-9','-9'
'000000001051','3480',1,'3','-6','1','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'000000001051','3480',2,'3','-6','1','2','-9',8,'1','1','1','2','-9','-9','-9','-9','-9'
'000000001051','6280',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001051','7600',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001052','5880',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001052','6280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001052','6280',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000001053','3280',1,'2','-6','2','1','-9',1,'-6','1','2','1','-9','-9','-9','-9','1'
'000000001053','7040',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001054','0520',1,'3','-6','3','2','-9',5,'1','2','3','1','-9','-9','-9','-9','-9'
'000000001054','1680',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001054','7240',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001054','7240',2,'3','-6','1','1','-9',5,'-6','2','1','2','-9','-9','-9','-9','-9'
'000000001055','3280',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001055','6280',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001056','5880',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001056','7240',1,'3','-6','-7','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001056','7600',1,'3','-6','1','-9','-9',-7,'-6','3','1','1','-9','-9','-9','1','-9'
'000000001056','6920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001058','7600',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001058','7600',2,'3','-6','1','2','-9',3,'2','1','1','2','-9','-9','-9','-9','-9'
'000000001059','1680',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001059','3280',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001060','3280',1,'2','-6','1','2','-9',4,'1','2','2','1','-9','-9','-9','-9','-9'
'000000001061','5880',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001062','2080',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001062','3480',1,'3','-6','3','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'000000001062','5560',1,'3','-6','2','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000001062','5880',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001062','7240',1,'3','-6','3','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'000000001063','2080',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001063','2080',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000001063','5880',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001063','7240',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001064','0520',1,'3','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001064','4920',1,'3','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001066','1680',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001066','3280',1,'3','-6','2','2','-9',-8,'2','2','2','1','-9','-9','-9','-9','-9'
'000000001066','3480',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001066','4920',1,'3','-6','1','2','-9',2,'2','2','1','1','-9','-9','-9','-9','-9'
'000000001066','7600',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001067','0520',1,'3','-6','1','2','-9',7,'1','3','1','1','-9','-9','-9','-9','-9'
'000000001067','7240',1,'2','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001068','3280',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001068','5880',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001069','3480',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001069','5560',1,'3','-6','1','2','-9',-7,'2','2','3','1','-9','-9','-9','1','-9'
'000000001070','5880',1,'3','-6','2','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000001070','7600',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001071','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001071','6280',1,'3','-6','3','2','-9',6,'1','3','1','1','-9','-9','-9','-9','-9'
'000000001071','7600',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001072','1680',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001072','7240',1,'3','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001072','6920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001073','3280',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001074','5560',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001074','7600',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001074','6920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001075','5880',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001075','7600',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001076','5560',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001077','7600',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001077','7040',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001078','2080',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001078','7240',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001078','7600',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001080','2080',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001080','3480',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001081','0520',1,'2','-6','2','1','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'000000001081','2080',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001081','6280',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001082','3280',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001082','3280',2,'3','-6','1','2','-9',6,'1','1','1','2','-9','-9','-9','-9','-9'
'000000001082','4920',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001082','7240',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001083','3280',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000001083','7240',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001084','3280',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001084','5560',1,'3','-6','3','2','-9',7,'1','2','2','1','-9','-9','-9','-9','-9'
'000000001084','5560',2,'3','-6','3','2','-9',7,'1','2','2','2','-9','-9','-9','-9','-9'
'000000001084','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001084','7240',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001086','0520',1,'3','-6','1','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'000000001087','1680',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001087','5560',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001087','7040',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001088','0520',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001088','3280',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001088','5560',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001089','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001089','5880',1,'3','-6','2','2','-9',-7,'2','1','1','1','-9','-9','-9','1','-9'
'000000001090','6920',1,'3','-6','2','1','-9',4,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000001091','5880',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001092','5880',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000001092','6280',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001092','7040',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001092','6920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001093','6280',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001094','3280',1,'4','-6','-7','1','-9',1,'-6','3','-7','1','-9','1','-9','-9','1'
'000000001094','5880',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001095','1680',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000001095','1680',2,'3','-6','1','1','-9',3,'-6','3','1','2','-9','-9','-9','-9','-9'
'000000001095','3280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001095','3280',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000001095','4920',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001095','4920',2,'4','-6','1','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000001095','6280',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001095','7240',1,'3','-6','2','2','-9',8,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001096','2080',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001096','5880',1,'2','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001096','5880',2,'2','-6','2','1','-9',2,'-6','1','1','2','-9','-9','-9','-9','-9'
'000000001096','7240',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001097','2080',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001097','2080',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000001097','2080',3,'3','-6','2','1','-9',1,'-6','2','2','3','-9','-9','-9','-9','1'
'000000001097','4920',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001098','2080',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001098','5880',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001098','7600',1,'3','-6','-7','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001098','6920',1,'2','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001098','6920',2,'3','-6','1','2','-9',3,'2','2','1','2','-9','-9','-9','-9','-9'
'000000001099','3280',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001099','3480',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001099','4920',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001099','4920',2,'3','-6','1','2','-9',5,'1','1','1','2','-9','-9','-9','-9','-9'
'000000001100','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000001100','5560',1,'4','-6','-7','-7','-9',-7,'-6','1','1','1','-9','1','1','-9','-9'
'000000001100','7600',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000001101','2080',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001101','5880',1,'3','-6','3','1','-9',7,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001101','6280',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001101','7600',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001101','7600',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'000000001102','1680',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000001102','3280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001102','4920',1,'2','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001102','6920',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'000000001103','3280',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000001103','3480',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001103','3480',2,'1','1','3','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000001103','6280',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001104','1680',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001105','0520',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001105','5880',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001105','7600',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001105','6920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001105','6920',2,'3','-6','1','2','-9',6,'1','3','1','2','-9','-9','-9','-9','-9'
'000000001106','1680',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001106','3280',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001106','4920',1,'2','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001107','3280',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001107','4920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001108','5880',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001108','7040',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001108','6920',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001109','1680',1,'1','1','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001109','3280',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001110','5880',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001110','6280',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001111','3480',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001111','5560',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000001111','7240',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001111','6920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001112','2080',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001112','7600',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001113','2080',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000001113','5880',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000001114','3280',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001114','6920',1,'3','-6','1','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'000000001116','1680',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001116','7240',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000001117','2080',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001117','3480',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000001117','5880',1,'3','-6','2','2','-9',4,'2','1','1','1','-9','-9','-9','-9','-9'
'000000001119','3280',1,'1','1','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000001119','7600',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000001119','7600',2,'3','-6','1','1','-9',2,'-6','1','1','2','-9','-9','-9','-9','-9'
'000000001120','3280',1,'4','-6','1','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
