CONTROL,SMSA,PERSON,PASS,TRAN,TIMEJ,DISTJ,WHHRW,WHHRB,AMPM,HJOB,VEHCL,WHDY,WHOME,WINUS,WTIME,JTRAN,JVEHCL,JPASS,JTIMEJ,JDISTJ,JWTIME,JWHHRW,JWHHRB,JWHDY
'000000000717','5120',3,-6,1,10,6,-6,0,'2','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000717','5120',4,-6,1,20,12,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000717','8280',1,-6,12,996,996,-6,50,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000718','1120',1,-6,1,20,8,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000718','1120',2,-6,1,20,8,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000718','8840',1,-6,1,40,26,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000719','8840',1,-6,1,40,30,20,0,'1','1','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000720','8840',1,-6,1,10,10,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000720','8840',2,-6,1,45,45,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000721','5000',1,-6,1,45,18,-6,-8,'-8','-8','1','-6','-8','-9','-8','2','1','-9','2','2','-9','-9','-9','-9'
'000000000721','5000',2,-6,1,20,8,-6,-8,'-8','1','1','-6','-8','-9','-8','-9','1','-9','2','2','-9','-9','-9','-9'
'000000000722','5000',6,3,1,25,15,-6,0,'1','1','2','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000723','5120',1,-6,2,20,15,3,0,'1','1','1','5','1','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000723','5120',2,-6,2,50,30,-6,0,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000723','8840',1,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000723','8840',2,-6,1,10,3,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000725','1120',1,-6,2,20,20,-6,0,'1','2','1','-6','2','-9','0930','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000726','5120',1,-6,1,50,22,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000726','5120',2,-6,1,30,17,-6,0,'1','2','1','-6','-7','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000726','8840',1,2,1,105,100,-6,0,'1','1','2','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000726','8840',2,-6,1,15,10,-6,20,'-7','2','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000727','5120',1,-6,1,25,17,-6,0,'1','1','1','-6','2','-9','0330','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000727','5120',2,-6,1,3,1,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000727','5120',3,2,1,20,10,-6,0,'2','1','2','-6','2','-9','0120','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000727','5120',4,2,1,20,10,-6,0,'2','1','2','-6','2','-9','0120','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000728','8840',1,-6,1,30,4,10,0,'1','1','1','1','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000728','8840',2,-6,1,5,2,-6,0,'1','1','1','-6','2','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000728','8840',5,-6,12,996,996,40,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000730','8840',1,-6,1,60,35,-6,0,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000730','8840',2,-6,1,15,7,-6,0,'1','1','1','-6','2','-9','0710','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000730','8840',4,-6,11,10,0,-6,0,'1','1','-6','-6','2','-9','-7','-9','-9','-9','-9','4','-9','-9','-9','-9'
'000000000730','8840',5,2,1,15,7,-6,0,'1','1','2','-6','2','-9','0710','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000731','5000',1,-6,1,30,20,-6,0,'2','1','1','-6','2','-9','0720','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000732','3360',1,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000732','5000',1,-6,4,40,8,-6,0,'1','1','-6','-6','2','-9','0530','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000732','5000',2,2,1,20,13,-6,0,'1','2','2','-6','2','-9','0800','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000732','5000',3,-6,1,15,3,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','0720',1,-6,2,20,20,-6,20,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','0720',2,-6,12,996,996,25,0,'-6','1','-6','4','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000735','0720',4,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','1120',1,-6,1,30,25,5,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','1120',2,-6,1,10,3,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','8280',1,-6,2,30,22,-6,0,'1','1','1','-6','2','-9','0510','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','8280',3,-6,2,15,10,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000735','8280',4,-6,1,20,13,-6,0,'2','1','1','-6','2','-9','0130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000736','5120',2,-6,2,45,32,-6,0,'1','1','1','-6','2','-9','0415','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000737','3360',2,-6,1,15,12,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000737','8280',1,-6,1,15,6,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000738','5120',2,-6,2,30,18,-6,0,'1','2','1','-6','2','-9','0600','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000739','0720',1,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','0720',2,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','1120',3,-6,1,20,5,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','3360',1,-6,1,10,4,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','3360',2,-6,1,25,10,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','8280',1,-6,12,996,996,15,0,'-6','1','-6','0','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000739','8840',1,2,1,30,15,-6,0,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','8840',2,-6,11,2,0,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000739','8840',4,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000740','0720',1,-6,1,10,2,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000740','8840',2,-6,1,60,27,25,25,'1','1','1','1','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000741','8840',1,-6,1,15,7,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000743','8280',1,-6,2,15,15,-6,65,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000743','8280',2,-6,3,5,3,55,0,'1','1','1','3','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000743','8280',5,-6,2,15,11,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000745','1120',1,-6,9,25,3,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000745','1120',2,-6,11,10,0,-6,0,'1','1','-6','-6','2','-9','0830','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000745','5000',1,2,1,8,2,-6,0,'1','1','2','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000746','0720',2,-6,1,15,10,-6,0,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000747','5000',1,-6,1,20,5,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000748','0720',1,2,1,15,7,-6,0,'1','1','2','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000748','0720',2,2,1,15,7,-6,0,'1','1','2','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000748','5000',1,-6,1,20,12,10,0,'1','1','1','1','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000748','8840',1,-6,4,60,27,-6,0,'1','1','-6','-6','2','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000748','8840',2,-6,4,60,27,-6,0,'1','1','-6','-6','2','-9','0730','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000750','5120',1,-6,2,10,10,10,0,'1','1','1','0','1','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000751','0720',1,-6,2,20,18,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000751','0720',2,2,1,30,27,-6,0,'1','2','2','-6','2','-9','0700','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000753','8840',1,-6,1,60,32,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000753','8840',2,-6,1,15,15,-6,0,'2','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000754','0720',1,-6,2,25,15,-6,0,'2','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000754','0720',2,-6,2,10,3,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000754','1120',2,-6,1,15,4,-6,-7,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000754','8280',1,-6,1,5,5,-6,2,'2','1','1','-6','2','-9','1200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000755','0720',1,-6,1,40,36,8,8,'-7','2','1','2','1','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000755','1120',1,-6,1,10,3,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000755','1120',2,-6,12,996,996,35,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000755','8840',1,-6,1,35,29,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000755','8840',2,-6,3,60,50,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000756','5120',1,-6,1,10,6,-6,0,'1','1','1','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000756','5120',2,-6,1,30,15,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000757','3360',1,-6,3,20,5,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000758','5000',1,2,1,15,10,-6,0,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000758','5000',2,2,1,15,10,-6,0,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000758','5000',3,2,1,15,10,-6,0,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000760','3360',1,-6,2,40,30,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000760','5000',1,-6,2,15,3,-6,0,'2','1','1','-6','2','-9','0130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','1120',1,-6,3,30,30,-6,0,'1','2','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','1120',2,-6,1,20,15,4,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','1120',3,-6,1,15,15,-6,2,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','1120',4,-6,3,30,30,-6,0,'1','2','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','1120',5,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','5000',1,-6,3,15,2,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','5000',3,-6,1,15,2,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000761','8840',1,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000762','8840',2,2,1,24,4,-6,0,'1','1','2','-6','2','-9','0620','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000762','8840',3,2,1,24,4,-6,0,'1','1','2','-6','2','-9','0620','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000763','1120',1,-6,1,15,6,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000763','1120',2,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000763','1120',3,-6,1,25,20,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000763','5120',2,2,1,45,27,-6,2,'2','1','2','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000764','3360',1,-6,1,10,3,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000764','3360',2,-6,1,15,3,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000764','8840',1,-6,5,25,3,-6,0,'1','1','-6','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000764','8840',2,-6,1,25,8,2,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000765','5120',3,-6,2,10,8,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000765','5120',4,-6,1,35,30,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000766','8840',2,-6,1,10,2,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000767','5120',1,-6,1,5,2,-6,3,'1','1','1','-6','2','-9','0607','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000767','5120',2,-6,1,5,2,-6,0,'1','1','1','-6','2','-9','0607','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000769','5120',1,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000769','5120',2,-6,2,5,3,-6,0,'1','2','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000770','1120',1,5,3,30,24,-6,0,'2','2','2','-6','2','-9','0700','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000000770','1120',2,-6,1,20,7,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000770','8280',1,2,2,60,35,-6,0,'1','1','2','-6','2','-9','0520','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000770','8280',2,-6,4,30,3,-6,0,'1','1','-6','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000770','8840',2,-6,12,996,996,-6,70,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000000771','1120',1,-6,2,30,10,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000771','1120',4,-6,1,20,8,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000771','5120',1,2,2,40,40,-6,0,'1','2','2','-6','2','-9','0630','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000772','5120',1,-6,11,1,0,10,10,'1','1','-6','5','1','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','1120',1,-6,1,25,6,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','1120',2,-6,1,20,5,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','3360',1,-6,1,10,3,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','5000',5,-6,1,5,2,-6,40,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','5000',7,-6,1,10,5,-6,40,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000773','8840',1,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','-8','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000777','5120',2,-6,1,50,38,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','5120',1,-6,1,25,15,-6,2,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','5120',2,-6,2,25,25,-6,2,'1','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','8840',1,-6,4,20,2,-6,0,'1','1','-6','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','8840',3,-6,5,35,5,-6,0,'1','1','-6','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','8840',4,-6,5,25,2,-6,0,'1','1','-6','-6','2','-9','0910','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000778','8840',6,-6,5,50,18,-6,0,'1','1','-6','-6','2','-9','0810','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000779','1120',1,-6,1,20,12,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000780','3360',1,-6,1,45,28,5,2,'1','1','1','0','1','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000781','1120',1,-6,11,15,1,10,0,'1','1','-6','3','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000781','5120',3,-6,2,60,50,-6,0,'2','1','1','-6','2','-9','0850','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000782','5120',1,-6,11,1,0,-6,0,'-7','2','-6','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000782','8840',1,-6,1,30,7,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000783','8280',1,-6,8,2,0,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000783','8280',2,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000784','1120',2,-6,5,45,1,-6,0,'1','1','-6','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000784','5120',1,-6,1,40,24,9,5,'2','1','1','0','1','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000784','5120',2,-6,1,20,12,10,15,'1','1','1','0','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000785','8280',1,-6,9,25,5,-6,0,'1','1','-6','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000786','3360',1,-6,2,5,5,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000786','5000',1,-6,1,15,6,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000786','8280',1,-6,1,15,3,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000787','5000',1,-6,2,1,1,-6,50,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000787','5000',3,-6,5,60,15,-6,2,'2','1','-6','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000787','5000',5,-6,11,2,0,-6,2,'2','2','-6','-6','2','-9','1200','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000787','5120',1,-6,1,10,6,-6,0,'2','1','1','-6','2','-9','0230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000787','8840',1,-6,1,20,2,-6,-8,'-8','2','1','-6','-8','-9','-8','-9','1','-9','2','2','-9','-9','-9','-9'
'000000000788','0720',1,-6,2,10,2,-6,10,'1','1','1','-6','2','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000788','0720',3,-6,11,1,0,40,40,'1','1','-6','5','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000789','5120',1,-6,1,30,22,-6,2,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000789','5120',2,-6,1,20,12,-6,2,'1','1','1','-6','2','-9','0101','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000791','8280',1,-6,1,20,15,-6,10,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000793','8840',1,-6,1,20,17,-6,2,'2','1','1','-6','2','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000796','8280',2,-6,1,25,14,-6,2,'2','1','1','-6','2','-9','1130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000796','8280',3,-6,1,25,14,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000797','5120',1,-6,2,90,57,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000799','3360',1,-6,2,10,10,-6,0,'1','1','1','-6','2','-9','0550','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000799','3360',2,-6,2,15,15,3,0,'1','1','1','0','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000800','5000',1,-6,1,15,9,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000800','8840',1,-6,1,35,28,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000801','8840',1,3,1,90,32,-6,0,'1','1','2','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000801','8840',2,2,1,15,4,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000801','8840',3,2,1,30,8,-6,0,'1','1','2','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000802','0720',1,2,1,20,15,-6,0,'1','1','2','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000803','5120',1,-6,2,32,28,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000803','5120',2,-6,2,35,16,-6,0,'1','1','1','-6','2','-9','0710','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000803','8840',1,-6,1,40,40,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000803','8840',2,-6,1,30,25,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000804','0720',2,-6,1,45,30,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000804','0720',3,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0430','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000000804','0720',4,-6,4,25,12,-6,0,'1','1','-6','-6','2','-9','0645','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000000804','8840',1,-6,1,10,5,2,60,'1','1','1','1','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000000805','8840',1,-6,1,5,3,-6,-8,'1','1','1','-6','2','-9','1100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
