CONTROL,SMSA,PERSON,PASS,TRAN,TIMEJ,DISTJ,WHHRW,WHHRB,AMPM,HJOB,VEHCL,WHDY,WHOME,WINUS,WTIME,JTRAN,JVEHCL,JPASS,JTIMEJ,JDISTJ,JWTIME,JWHHRW,JWHHRB,JWHDY
'000000003162','3360',3,-6,2,20,20,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003164','3360',1,-6,1,15,15,35,35,'1','1','1','-7','1','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003164','8280',2,-6,1,5,3,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003166','8280',1,-6,1,45,28,-6,2,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003166','8280',2,-6,1,15,7,-6,2,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003168','0720',1,-6,1,50,25,-6,0,'1','1','1','-6','2','-9','0810','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003168','3360',2,-6,3,5,5,-6,-9,'-9','1','1','-6','-9','-9','-9','2','1','-9','2','2','-9','-9','-9','-9'
'000000003168','8280',1,-6,1,5,3,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003168','8280',3,-6,1,10,4,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003169','5120',1,-6,2,10,5,-6,0,'1','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003169','5120',2,-6,2,15,8,-7,-7,'-7','2','1','4','1','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003170','0720',1,-6,1,75,40,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003170','5000',2,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','3360',1,-6,1,25,15,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','3360',5,-6,1,30,25,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','5120',1,-6,1,5,5,-6,2,'1','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','5120',2,-6,1,20,20,-6,1,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003171','8280',1,-6,1,30,8,-6,0,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','8280',2,-6,2,10,6,-6,2,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003171','8840',1,-6,5,40,15,-6,0,'1','1','-6','-6','2','-9','0740','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003172','5120',3,-6,1,5,2,1,0,'1','1','1','0','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003172','5120',4,-6,11,2,0,-6,2,'1','1','-6','-6','2','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003173','5120',1,-6,2,30,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003173','8280',3,-6,1,30,10,-6,2,'1','1','1','-6','2','-9','0720','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003174','1120',1,-6,5,20,7,-6,0,'1','1','-6','-6','2','-9','0630','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003174','5000',1,-6,12,996,996,40,40,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003174','5000',3,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003174','5120',1,-6,1,25,15,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003174','8280',1,-6,2,30,22,60,0,'-7','2','1','3','1','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003175','0720',1,-6,2,10,8,-6,0,'2','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003175','0720',2,-6,3,1,1,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003175','0720',4,-6,2,1,1,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003175','0720',5,-6,1,10,7,-6,0,'1','2','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5000',1,-6,1,25,25,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5000',2,-6,1,15,15,1,20,'1','2','1','-7','1','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5000',3,-6,1,15,7,-6,2,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5000',4,-6,1,20,8,-6,0,'2','1','1','-6','2','-9','0100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5000',6,-6,1,45,40,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','5120',1,-6,1,12,3,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003176','8280',1,-6,1,15,5,-6,0,'2','1','1','-6','2','-9','0200','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003176','8280',2,-6,1,15,5,-6,0,'-8','1','1','-6','2','-9','-8','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003178','0720',3,-6,1,35,35,40,0,'1','1','1','0','1','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003178','5120',1,-6,1,30,30,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003178','5120',2,-6,1,10,5,-6,2,'2','1','1','-6','2','-9','0430','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003179','5120',1,-6,1,20,20,-6,-8,'-8','-8','1','-6','-8','-9','-8','2','1','-9','2','2','-9','-9','-9','-9'
'000000003179','8280',2,-6,1,35,13,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003179','8280',3,-6,1,4,2,-6,0,'2','1','1','-6','2','-9','0230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003179','8280',5,-6,1,35,13,-6,0,'2','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003181','5000',1,-6,1,15,10,-6,2,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003181','5000',2,-6,12,996,996,40,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003181','5000',3,-6,4,60,12,-6,0,'1','1','-6','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003181','5000',4,-6,1,30,6,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003181','5000',6,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003182','5120',1,-6,2,10,10,10,0,'1','1','1','0','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003182','5120',2,2,1,50,50,-6,0,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003182','8840',1,-6,1,20,10,-6,0,'1','1','1','-6','2','-9','1100','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003182','8840',3,-6,1,35,22,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003183','0720',1,-6,1,20,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003183','0720',2,-6,1,5,5,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003184','5120',1,-6,12,996,996,40,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003185','0720',1,-6,1,30,17,3,0,'1','1','1','0','1','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003185','1120',2,-6,1,15,7,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003185','5120',2,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003185','5120',3,-6,2,30,20,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003187','1120',1,-6,1,5,1,10,45,'1','1','1','7','1','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003187','5000',2,-6,1,10,10,-6,2,'2','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003187','5000',3,-6,1,10,3,-6,2,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003187','8280',1,-6,2,20,15,-6,0,'2','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003187','8280',2,-6,1,15,8,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003187','8840',2,-6,1,20,6,-6,0,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003187','8840',3,-6,1,45,14,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003188','5120',1,-6,2,5,0,-6,0,'1','1','1','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003188','5120',2,-6,2,15,10,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003188','5120',4,-6,2,30,25,-6,0,'1','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003188','8840',1,-6,1,30,6,-6,0,'1','1','1','-6','2','-9','1015','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003189','0720',1,-6,3,30,18,-6,19,'1','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003189','8840',1,-6,1,5,1,-6,0,'2','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003190','0720',2,-6,2,15,3,-6,-7,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003191','1120',1,-6,6,60,25,-6,0,'1','1','-6','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003191','1120',2,-6,1,20,8,6,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003191','5000',1,-6,1,45,20,30,72,'1','1','1','4','1','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003191','8840',1,-6,1,45,14,-6,2,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003192','0720',1,-6,1,25,17,15,0,'1','1','1','0','1','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003192','5120',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003192','5120',2,-6,1,30,20,-6,0,'2','1','1','-6','2','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003192','8840',1,-6,1,40,30,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003192','8840',2,-6,1,10,8,-6,0,'2','1','1','-6','2','-9','0300','-9','-9','-9','-9','2','-9','-9','-9','-9'
