CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000008744','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008751','3360','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008752','3360','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008759','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008761','3360','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000008764','3360','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008769','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008774','3360','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008776','3360','-9',-7,'3','-6','3','-9','-6','1','2',1,'1','-9','-9','-9','1','-9'
'000000008781','3360','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008786','3360','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008786','3360','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000008788','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000008788','3360','-9',8,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000008819','3360','-9',4,'4','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008825','3360','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008826','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008826','3360','-9',6,'3','-6','4','2','1','2','1',2,'2','-9','-9','-9','-9','-9'
'000000008827','3360','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008829','3360','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000008834','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008837','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008845','3360','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008846','3360','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008847','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008848','3360','-9',-7,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'000000008850','3360','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008854','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008855','3360','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000008860','3360','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008862','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008865','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008873','3360','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000008882','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008883','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008884','3360','-9',3,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008888','3360','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000008889','3360','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008891','3360','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008892','3360','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008902','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000008903','3360','-9',5,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000008909','3360','-9',5,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008913','3360','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008918','3360','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000008925','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008937','3360','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000008941','3360','-9',-7,'2','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000008960','3360','-9',3,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000008960','3360','-9',1,'3','-6','1','1','-6','2','1',2,'2','-9','-9','-9','-9','1'
'000000008961','3360','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008967','3360','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000008969','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008970','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008972','3360','-9',-7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000008973','3360','-9',7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008974','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008976','3360','-9',-7,'-9','-6','-9','-9','-6','3','-9',-9,'1','1','1','-9','1','-9'
'000000008977','3360','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008978','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000008979','3360','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008983','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000008985','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000008986','3360','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000008992','3360','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000008994','3360','-9',6,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009001','3360','-9',4,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000009002','3360','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009006','3360','-9',5,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009013','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009016','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009020','3360','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009021','3360','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009022','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009026','3360','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000009028','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009032','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009036','3360','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009038','3360','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009040','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009042','3360','-9',2,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009044','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009056','3360','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009058','3360','-9',3,'3','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000009058','3360','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009059','3360','-9',2,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000009066','3360','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009067','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009068','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009069','3360','-9',3,'3','-6','3','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009070','3360','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000009072','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009073','3360','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009076','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009078','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009079','3360','-9',-7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000009080','3360','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009081','3360','-9',5,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000009083','3360','-9',2,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009084','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009086','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009087','3360','-9',5,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009089','3360','-9',4,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009091','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009093','3360','-9',5,'4','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009093','3360','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009094','3360','-9',-7,'2','-6','1','2','2','1','1',1,'1','-9','-9','-9','1','-9'
'000000009095','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009096','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009097','3360','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009098','3360','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009099','3360','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009100','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009103','3360','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000009104','3360','-9',5,'4','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009104','3360','-9',4,'3','-6','1','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'000000009106','3360','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009107','3360','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009108','3360','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009109','3360','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009111','3360','-9',-8,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009112','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009112','3360','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000009113','3360','-9',7,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009115','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009117','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009120','3360','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009122','3360','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009124','3360','-9',3,'2','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009125','3360','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009128','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009132','3360','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009133','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009133','3360','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000009134','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009136','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000009137','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009139','3360','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000009143','3360','-9',-7,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000009146','3360','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009150','3360','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009156','3360','-9',3,'3','-6','3','2','1','3','2',1,'1','-9','-9','-9','-9','-9'
'000000009156','3360','-9',3,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000009158','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009160','3360','-9',8,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009162','3360','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009163','3360','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009165','3360','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009169','3360','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009175','3360','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009180','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009185','3360','-9',4,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009188','3360','-9',2,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009199','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009199','3360','-9',2,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000009202','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009203','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009207','3360','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009212','3360','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000009213','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000009217','3360','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000009218','3360','-9',6,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009220','3360','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009224','3360','-9',3,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009225','3360','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009229','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009234','3360','-9',7,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009257','3360','-9',6,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009258','3360','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009267','3360','-9',6,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009267','3360','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000009275','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009276','3360','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009277','3360','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009278','3360','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009278','3360','-9',3,'3','-6','4','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009281','3360','-9',3,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009281','3360','-9',3,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009282','3360','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009288','3360','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009289','3360','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009293','3360','-9',4,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009300','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009301','3360','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000009305','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000009306','3360','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009309','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009310','3360','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009312','3360','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000009317','3360','-9',4,'2','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009317','3360','-9',-7,'-7','-6','-7','-7','-6','2','-7',2,'2','-9','1','-9','-9','-9'
'000000009319','3360','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009322','3360','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009325','3360','-9',5,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009328','3360','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009331','3360','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009332','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009334','3360','-9',4,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009337','3360','-9',7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009342','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009344','3360','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000009345','3360','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009354','3360','-9',-7,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009358','3360','-9',5,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000009361','3360','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009364','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009367','3360','-9',3,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009375','3360','-9',-7,'3','-6','1','-9','-6','1','3',1,'1','-9','-9','-9','1','-9'
'000000009378','3360','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009381','3360','-9',4,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009383','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009384','3360','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009385','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009386','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000009397','3360','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009411','3360','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009416','3360','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009417','3360','-9',8,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009422','3360','-9',1,'4','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000009429','3360','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009438','3360','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009442','3360','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009448','3360','-9',2,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009449','3360','-9',2,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009451','3360','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009455','3360','-9',1,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009460','3360','-9',-7,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000009461','3360','-9',5,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009464','3360','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009464','3360','-9',2,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000009465','3360','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009471','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009472','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009472','3360','-9',4,'3','-6','1','2','2','3','1',2,'2','-9','-9','-9','-9','-9'
'000000009481','3360','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009485','3360','-9',2,'4','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009489','3360','-9',4,'3','-6','2','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000009491','3360','-9',-7,'3','-6','2','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000009497','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009505','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009513','3360','-9',2,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009525','3360','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009536','3360','-9',4,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009537','3360','-9',5,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000009541','3360','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009542','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009552','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009554','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009557','3360','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000009559','3360','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009560','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009564','3360','-9',7,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000009566','3360','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000009568','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009570','3360','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009571','3360','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009579','3360','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009582','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009583','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009590','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000009591','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009592','3360','-9',-7,'4','-6','-7','2','1','1','1',1,'1','-9','1','-9','-9','-9'
'000000009592','3360','-9',1,'3','-6','3','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000009595','3360','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000009597','3360','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000009598','3360','-9',4,'3','-6','1','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'000000009600','3360','-9',4,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
