CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000003928','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003930','0720','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003930','1120','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003930','5120','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003932','3360','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003932','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003934','0720','-9',3,'3','-6','3','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003935','8280','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003936','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003938','8280','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003940','8840','-9',2,'4','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003941','0720','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003942','0720','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003945','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003945','8280','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000003947','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003948','8840','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003949','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003949','3360','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000003951','8280','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003953','0720','-9',2,'3','-6','-9','2','-9','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003954','3360','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003954','5120','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003954','5120','-9',2,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003954','5120','-9',4,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'000000003955','8280','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003956','8840','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003958','5120','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003959','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003961','8840','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003961','8840','-9',1,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000003963','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003965','8840','-9',1,'3','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000003965','8840','-9',-7,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','1','-9'
'000000003968','8840','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003969','8840','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000003970','1120','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003970','8840','-9',3,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003972','8280','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003974','0720','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003974','0720','-9',1,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000003974','1120','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003974','3360','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003974','5120','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003974','5120','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000003974','5120','-9',2,'2','-6','2','1','-6','2','1',3,'3','-9','-9','-9','-9','-9'
'000000003974','8840','-9',4,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003975','0720','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003976','3360','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003976','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003977','8840','-9',4,'3','-6','1','-7','-6','3','2',1,'1','-9','-9','-9','-9','-9'
'000000003978','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003978','1120','-9',2,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003978','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003979','3360','-9',-7,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003980','5000','-9',-7,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003980','5000','-9',2,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'000000003981','3360','-9',5,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003982','1120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003984','5000','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003984','8840','-9',4,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003985','8840','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003986','5000','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000003989','5000','-9',3,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003989','5000','-9',1,'4','-6','1','1','-6','3','1',2,'2','-9','-9','-9','-9','1'
'000000003991','1120','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003993','5120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003993','8280','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003993','8280','-9',4,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000003993','8280','-9',5,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'000000003994','5120','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003994','8280','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000003995','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003996','8280','-9',7,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003998','5120','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000003999','8280','-9',4,'4','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004003','3360','-9',1,'3','-6','-8','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000004004','3360','-9',3,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000004005','8280','-9',2,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000004006','8840','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004008','8280','-9',9,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004008','8840','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000004013','8280','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004015','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004015','8280','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004016','5000','-9',4,'2','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004019','8280','-9',2,'2','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004021','3360','-9',3,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004021','5000','-9',3,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004021','5120','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004021','8280','-9',2,'3','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004023','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000004023','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004023','8280','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004024','8280','-9',4,'2','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004024','8280','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004024','8280','-9',3,'3','-6','1','2','1','1','2',3,'3','-9','-9','-9','-9','-9'
'000000004026','0720','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004026','0720','-9',3,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000004028','5000','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004028','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004037','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000004039','5120','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004040','1120','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000004042','0720','-9',3,'4','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004043','1120','-9',3,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004043','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000004044','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004048','3360','-9',9,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004050','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000004056','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004056','8280','-9',2,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004058','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004061','8280','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004062','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004062','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004062','5120','-9',6,'4','-6','3','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004063','5000','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'000000004065','8840','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004067','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004068','0720','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004068','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004069','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000004070','5000','-9',1,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004070','8280','-9',2,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000004070','8280','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000004071','1120','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004072','0720','-9',-7,'4','-6','4','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000004072','1120','-9',-7,'-9','-6','-9','-9','-6','3','-9',-9,'1','1','1','-9','1','-9'
'000000004073','5000','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004075','5000','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004077','5120','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004078','0720','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004078','1120','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004078','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004078','8840','-9',1,'4','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000004079','1120','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000004079','1120','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000004079','5000','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004083','0720','-9',4,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004085','0720','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004085','8840','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000004088','5000','-9',1,'4','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000004088','8280','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004089','5120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004090','5000','-9',-7,'3','-6','4','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004090','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004091','0720','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004091','8280','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000004091','8840','-9',5,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004092','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004093','3360','-9',2,'3','-6','1','1','-6','3','3',1,'1','-9','-9','-9','-9','-9'
'000000004093','5000','-9',3,'2','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004094','3360','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004094','5000','-9',-7,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000004096','0720','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004096','8840','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004097','0720','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000004098','8280','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004099','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004100','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000004101','5120','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004101','5120','-9',3,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004101','8840','-9',4,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004101','8840','-9',-7,'3','-6','1','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'000000004102','5000','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004103','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004103','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004108','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004109','8840','-9',6,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004112','5000','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000004114','8280','-9',3,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004118','3360','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004118','5120','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004120','5000','-9',3,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004121','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004121','8840','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004123','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004123','8840','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004124','8280','-9',2,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004125','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004126','0720','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004127','3360','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004127','5000','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004128','8280','-9',2,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000004128','8840','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004131','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000004131','8280','-9',6,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004139','3360','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004140','5000','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004141','3360','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004141','5120','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004142','8280','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000004142','8840','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004144','5120','-9',3,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000004146','0720','-9',2,'4','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004146','8280','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004146','8280','-9',6,'3','-6','3','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004146','8280','-9',2,'3','-6','3','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'000000004148','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004148','5000','-9',3,'3','-6','3','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000004150','3360','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000004152','8280','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004156','8280','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000004156','8280','-9',-7,'3','-6','3','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'000000004160','5120','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004160','8280','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004161','8280','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000004162','8840','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004163','5120','-9',26,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004163','8840','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004164','8840','-9',1,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004165','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004166','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004168','0720','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004168','0720','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004168','5120','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004168','8280','-9',2,'3','-6','-8','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004170','1120','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004170','8840','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004172','1120','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004173','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004174','5120','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004174','5120','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000004175','5000','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004175','5000','-9',5,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000004175','5000','-9',5,'3','-6','1','1','-6','2','2',3,'3','-9','-9','-9','-9','-9'
'000000004177','5000','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004178','1120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004179','8280','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000004180','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000004180','5120','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000004181','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000004181','5000','-9',3,'3','-6','1','2','1','3','2',2,'2','-9','-9','-9','-9','-9'
'000000004186','1120','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
