"county","pmsa","cntyname","pmsaname","pop2k","afact"
"25011"," ","Franklin MA"," ",71535,1 
"25013","9240","Hampden MA","Worcester, MA-CT (P)",2407,0.005 
"25013"," ","Hampden MA"," ",453821,0.995 
"25015"," ","Hampshire MA"," ",152251,1 
"25017","1120","Middlesex MA","Boston, MA-NH (P)",1171779,0.8 
"25017","2600","Middlesex MA","Fitchburg-Leominster, MA (P)",2845,0.002 
"25017","4560","Middlesex MA","Lowell, MA-NH (P)",290772,0.198 
"25019"," ","Nantucket MA"," ",9520,1 
"25021","1120","Norfolk MA","Boston, MA-NH (P)",645865,0.993 
"25021","1200","Norfolk MA","Brockton, MA (P)",4443,0.007 
"25023","1120","Plymouth MA","Boston, MA-NH (P)",239872,0.507 
"25023","1200","Plymouth MA","Brockton, MA (P)",216978,0.459 
"25023","5400","Plymouth MA","New Bedford, MA (P)",15972,0.034 
"25025","1120","Suffolk MA","Boston, MA-NH (P)",689807,1 
"25027","1120","Worcester MA","Boston, MA-NH (P)",83832,0.112 
"25027","2600","Worcester MA","Fitchburg-Leominster, MA (P)",139439,0.186 
"25027","9240","Worcester MA","Worcester, MA-CT (P)",500104,0.666 
"25027"," ","Worcester MA"," ",27588,0.037 
"26001"," ","Alcona MI"," ",11719,1 
"26003"," ","Alger MI"," ",9862,1 
"26005"," ","Allegan MI"," ",105665,1 
"26007"," ","Alpena MI"," ",31314,1 
"26009"," ","Antrim MI"," ",23110,1 
"26011"," ","Arenac MI"," ",17269,1 
"26013"," ","Baraga MI"," ",8746,1 
"26015"," ","Barry MI"," ",56755,1 
"26017"," ","Bay MI"," ",110157,1 
"26019"," ","Benzie MI"," ",15998,1 
"26021"," ","Berrien MI"," ",162453,1 
"26023"," ","Branch MI"," ",45787,1 
"26025"," ","Calhoun MI"," ",137985,1 
"26027"," ","Cass MI"," ",51104,1 
"26029"," ","Charlevoix MI"," ",26090,1 
"26031"," ","Cheboygan MI"," ",26448,1 
"26033"," ","Chippewa MI"," ",38543,1 
"26035"," ","Clare MI"," ",31252,1 
"26037"," ","Clinton MI"," ",64753,1 
"26039"," ","Crawford MI"," ",14273,1 
"26041"," ","Delta MI"," ",38520,1 
"26043"," ","Dickinson MI"," ",27472,1 
"26045"," ","Eaton MI"," ",103655,1 
"26047"," ","Emmet MI"," ",31437,1 
"26049","2640","Genesee MI","Flint, MI (P)",436141,1 
"26051"," ","Gladwin MI"," ",26023,1 
"26053"," ","Gogebic MI"," ",17370,1 
"26055"," ","Grand Traverse MI"," ",77654,1 
"26057"," ","Gratiot MI"," ",42285,1 
"26059"," ","Hillsdale MI"," ",46527,1 
"26061"," ","Houghton MI"," ",36016,1 
"26063"," ","Huron MI"," ",36079,1 
"26065"," ","Ingham MI"," ",279320,1 
"26067"," ","Ionia MI"," ",61518,1 
"26069"," ","Iosco MI"," ",27339,1 
"26071"," ","Iron MI"," ",13138,1 
"26073"," ","Isabella MI"," ",63351,1 
"26075"," ","Jackson MI"," ",158422,1 
"26077"," ","Kalamazoo MI"," ",238603,1 
"26079"," ","Kalkaska MI"," ",16571,1 
"26081"," ","Kent MI"," ",574335,1 
"26083"," ","Keweenaw MI"," ",2301,1 
"26085"," ","Lake MI"," ",11333,1 
"26087","2160","Lapeer MI","Detroit, MI (P)",87904,1 
"26089"," ","Leelanau MI"," ",21119,1 
"26091","0440","Lenawee MI","Ann Arbor, MI (P)",98890,1 
"26093","0440","Livingston MI","Ann Arbor, MI (P)",156951,1 
"26095"," ","Luce MI"," ",7024,1 
"26097"," ","Mackinac MI"," ",11943,1 
"26099","2160","Macomb MI","Detroit, MI (P)",788149,1 
"26101"," ","Manistee MI"," ",24527,1 
"26103"," ","Marquette MI"," ",64634,1 
"26105"," ","Mason MI"," ",28274,1 
"26107"," ","Mecosta MI"," ",40553,1 
"26109"," ","Menominee MI"," ",25326,1 
"26111"," ","Midland MI"," ",82874,1 
"26113"," ","Missaukee MI"," ",14478,1 
"26115","2160","Monroe MI","Detroit, MI (P)",145945,1 
"26117"," ","Montcalm MI"," ",61266,1 
"26119"," ","Montmorency MI"," ",10315,1 
"26121"," ","Muskegon MI"," ",170200,1 
"26123"," ","Newaygo MI"," ",47874,1 
"26125","2160","Oakland MI","Detroit, MI (P)",1194156,1 
"26127"," ","Oceana MI"," ",26873,1 
"26129"," ","Ogemaw MI"," ",21645,1 
"26131"," ","Ontonagon MI"," ",7818,1 
"26133"," ","Osceola MI"," ",23197,1 
"26135"," ","Oscoda MI"," ",9418,1 
"26137"," ","Otsego MI"," ",23301,1 
"26139"," ","Ottawa MI"," ",238314,1 
"26141"," ","Presque Isle MI"," ",14411,1 
"26143"," ","Roscommon MI"," ",25469,1 
"26145"," ","Saginaw MI"," ",210039,1 
"26147","2160","St. Clair MI","Detroit, MI (P)",164235,1 
"26149"," ","St. Joseph MI"," ",62422,1 
"26151"," ","Sanilac MI"," ",44547,1 
"26153"," ","Schoolcraft MI"," ",8903,1 
"26155"," ","Shiawassee MI"," ",71687,1 
"26157"," ","Tuscola MI"," ",58266,1 
"26159"," ","Van Buren MI"," ",76263,1 
"26161","0440","Washtenaw MI","Ann Arbor, MI (P)",322895,1 
"26163","2160","Wayne MI","Detroit, MI (P)",2061162,1 
"26165"," ","Wexford MI"," ",30484,1 
"27001"," ","Aitkin MN"," ",15301,1 
"27003"," ","Anoka MN"," ",298084,1 
"27005"," ","Becker MN"," ",30000,1 
"27007"," ","Beltrami MN"," ",39650,1 
"27009"," ","Benton MN"," ",34226,1 
"27011"," ","Big Stone MN"," ",5820,1 
"27013"," ","Blue Earth MN"," ",55941,1 
"27015"," ","Brown MN"," ",26911,1 
"27017"," ","Carlton MN"," ",31671,1 
"27019"," ","Carver MN"," ",70205,1 
"27021"," ","Cass MN"," ",27150,1 
"27023"," ","Chippewa MN"," ",13088,1 
"27025"," ","Chisago MN"," ",41101,1 
"27027"," ","Clay MN"," ",51229,1 
"27029"," ","Clearwater MN"," ",8423,1 
"27031"," ","Cook MN"," ",5168,1 
"27033"," ","Cottonwood MN"," ",12167,1 
"27035"," ","Crow Wing MN"," ",55099,1 
"27037"," ","Dakota MN"," ",355904,1 
"27039"," ","Dodge MN"," ",17731,1 
"27041"," ","Douglas MN"," ",32821,1 
"27043"," ","Faribault MN"," ",16181,1 
"27045"," ","Fillmore MN"," ",21122,1 
"27047"," ","Freeborn MN"," ",32584,1 
"27049"," ","Goodhue MN"," ",44127,1 
"27051"," ","Grant MN"," ",6289,1 
"27053"," ","Hennepin MN"," ",1116200,1 
"27055"," ","Houston MN"," ",19718,1 
"27057"," ","Hubbard MN"," ",18376,1 
"27059"," ","Isanti MN"," ",31287,1 
"27061"," ","Itasca MN"," ",43992,1 
"27063"," ","Jackson MN"," ",11268,1 
"27065"," ","Kanabec MN"," ",14996,1 
"27067"," ","Kandiyohi MN"," ",41203,1 
"27069"," ","Kittson MN"," ",5285,1 
"27071"," ","Koochiching MN"," ",14355,1 
"27073"," ","Lac qui Parle MN"," ",8067,1 
"27075"," ","Lake MN"," ",11058,1 
"27077"," ","Lake of the Woods MN"," ",4522,1 
"27079"," ","Le Sueur MN"," ",25426,1 
"27081"," ","Lincoln MN"," ",6429,1 
"27083"," ","Lyon MN"," ",25425,1 
"27085"," ","McLeod MN"," ",34898,1 
"27087"," ","Mahnomen MN"," ",5190,1 
"27089"," ","Marshall MN"," ",10155,1 
"27091"," ","Martin MN"," ",21802,1 
"27093"," ","Meeker MN"," ",22644,1 
"27095"," ","Mille Lacs MN"," ",22330,1 
"27097"," ","Morrison MN"," ",31712,1 
"27099"," ","Mower MN"," ",38603,1 
"27101"," ","Murray MN"," ",9165,1 
"27103"," ","Nicollet MN"," ",29771,1 
"27105"," ","Nobles MN"," ",20832,1 
"27107"," ","Norman MN"," ",7442,1 
"27109"," ","Olmsted MN"," ",124277,1 
"27111"," ","Otter Tail MN"," ",57159,1 
"27113"," ","Pennington MN"," ",13584,1 
"27115"," ","Pine MN"," ",26530,1 
"27117"," ","Pipestone MN"," ",9895,1 
"27119"," ","Polk MN"," ",31369,1 
"27121"," ","Pope MN"," ",11236,1 
"27123"," ","Ramsey MN"," ",511035,1 
"27125"," ","Red Lake MN"," ",4299,1 
"27127"," ","Redwood MN"," ",16815,1 
"27129"," ","Renville MN"," ",17154,1 
"27131"," ","Rice MN"," ",56665,1 
"27133"," ","Rock MN"," ",9721,1 
"27135"," ","Roseau MN"," ",16338,1 
"27137"," ","St. Louis MN"," ",200528,1 
"27139"," ","Scott MN"," ",89498,1 
"27141"," ","Sherburne MN"," ",64417,1 
"27143"," ","Sibley MN"," ",15356,1 
"27145"," ","Stearns MN"," ",133166,1 
"27147"," ","Steele MN"," ",33680,1 
"27149"," ","Stevens MN"," ",10053,1 
"27151"," ","Swift MN"," ",11956,1 
"27153"," ","Todd MN"," ",24426,1 
"27155"," ","Traverse MN"," ",4134,1 
"27157"," ","Wabasha MN"," ",21610,1 
"27159"," ","Wadena MN"," ",13713,1 
"27161"," ","Waseca MN"," ",19526,1 
"27163"," ","Washington MN"," ",201130,1 
"27165"," ","Watonwan MN"," ",11876,1 
"27167"," ","Wilkin MN"," ",7138,1 
"27169"," ","Winona MN"," ",49985,1 
"27171"," ","Wright MN"," ",89986,1 
"27173"," ","Yellow Medicine MN"," ",11080,1 
"28001"," ","Adams MS"," ",34340,1 
"28003"," ","Alcorn MS"," ",34558,1 
"28005"," ","Amite MS"," ",13599,1 
"28007"," ","Attala MS"," ",19661,1 
"28009"," ","Benton MS"," ",8026,1 
"28011"," ","Bolivar MS"," ",40633,1 
"28013"," ","Calhoun MS"," ",15069,1 
"28015"," ","Carroll MS"," ",10769,1 
"28017"," ","Chickasaw MS"," ",19440,1 
"28019"," ","Choctaw MS"," ",9758,1 
"28021"," ","Claiborne MS"," ",11831,1 
"28023"," ","Clarke MS"," ",17955,1 
"28025"," ","Clay MS"," ",21979,1 
"28027"," ","Coahoma MS"," ",30622,1 
"28029"," ","Copiah MS"," ",28757,1 
"28031"," ","Covington MS"," ",19407,1 
"28033"," ","DeSoto MS"," ",107199,1 
"28035"," ","Forrest MS"," ",72604,1 
"28037"," ","Franklin MS"," ",8448,1 
"28039"," ","George MS"," ",19144,1 
"28041"," ","Greene MS"," ",13299,1 
"28043"," ","Grenada MS"," ",23263,1 
"28045"," ","Hancock MS"," ",42967,1 
"28047"," ","Harrison MS"," ",189601,1 
"28049"," ","Hinds MS"," ",250800,1 
"28051"," ","Holmes MS"," ",21609,1 
"28053"," ","Humphreys MS"," ",11206,1 
"28055"," ","Issaquena MS"," ",2274,1 
"28057"," ","Itawamba MS"," ",22770,1 
"28059"," ","Jackson MS"," ",131420,1 
"28061"," ","Jasper MS"," ",18149,1 
"28063"," ","Jefferson MS"," ",9740,1 
"28065"," ","Jefferson Davis MS"," ",13962,1 
"28067"," ","Jones MS"," ",64958,1 
"28069"," ","Kemper MS"," ",10453,1 
"28071"," ","Lafayette MS"," ",38744,1 
"28073"," ","Lamar MS"," ",39070,1 
"28075"," ","Lauderdale MS"," ",78161,1 
"28077"," ","Lawrence MS"," ",13258,1 
"28079"," ","Leake MS"," ",20940,1 
"28081"," ","Lee MS"," ",75755,1 
"28083"," ","Leflore MS"," ",37947,1 
"28085"," ","Lincoln MS"," ",33166,1 
"28087"," ","Lowndes MS"," ",61586,1 
"28089"," ","Madison MS"," ",74674,1 
"28091"," ","Marion MS"," ",25595,1 
"28093"," ","Marshall MS"," ",34993,1 
"28095"," ","Monroe MS"," ",38014,1 
"28097"," ","Montgomery MS"," ",12189,1 
"28099"," ","Neshoba MS"," ",28684,1 
"28101"," ","Newton MS"," ",21838,1 
"28103"," ","Noxubee MS"," ",12548,1 
"28105"," ","Oktibbeha MS"," ",42902,1 
"28107"," ","Panola MS"," ",34274,1 
"28109"," ","Pearl River MS"," ",48621,1 
"28111"," ","Perry MS"," ",12138,1 
"28113"," ","Pike MS"," ",38940,1 
"28115"," ","Pontotoc MS"," ",26726,1 
"28117"," ","Prentiss MS"," ",25556,1 
"28119"," ","Quitman MS"," ",10117,1 
"28121"," ","Rankin MS"," ",115327,1 
"28123"," ","Scott MS"," ",28423,1 
"28125"," ","Sharkey MS"," ",6580,1 
"28127"," ","Simpson MS"," ",27639,1 
"28129"," ","Smith MS"," ",16182,1 
"28131"," ","Stone MS"," ",13622,1 
"28133"," ","Sunflower MS"," ",34369,1 
"28135"," ","Tallahatchie MS"," ",14903,1 
"28137"," ","Tate MS"," ",25370,1 
"28139"," ","Tippah MS"," ",20826,1 
"28141"," ","Tishomingo MS"," ",19163,1 
"28143"," ","Tunica MS"," ",9227,1 
"28145"," ","Union MS"," ",25362,1 
"28147"," ","Walthall MS"," ",15156,1 
"28149"," ","Warren MS"," ",49644,1 
"28151"," ","Washington MS"," ",62977,1 
"28153"," ","Wayne MS"," ",21216,1 
"28155"," ","Webster MS"," ",10294,1 
"28157"," ","Wilkinson MS"," ",10312,1 
"28159"," ","Winston MS"," ",20160,1 
"28161"," ","Yalobusha MS"," ",13051,1 
"28163"," ","Yazoo MS"," ",28149,1 
"29001"," ","Adair MO"," ",24977,1 
"29003"," ","Andrew MO"," ",16492,1 
"29005"," ","Atchison MO"," ",6430,1 
"29007"," ","Audrain MO"," ",25853,1 
"29009"," ","Barry MO"," ",34010,1 
"29011"," ","Barton MO"," ",12541,1 
"29013"," ","Bates MO"," ",16653,1 
"29015"," ","Benton MO"," ",17180,1 
"29017"," ","Bollinger MO"," ",12029,1 
"29019"," ","Boone MO"," ",135454,1 
"29021"," ","Buchanan MO"," ",85998,1 
"29023"," ","Butler MO"," ",40867,1 
"29025"," ","Caldwell MO"," ",8969,1 
"29027"," ","Callaway MO"," ",40766,1 
"29029"," ","Camden MO"," ",37051,1 
"29031"," ","Cape Girardeau MO"," ",68693,1 
"29033"," ","Carroll MO"," ",10285,1 
"29035"," ","Carter MO"," ",5941,1 
"29037"," ","Cass MO"," ",82092,1 
"29039"," ","Cedar MO"," ",13733,1 
"29041"," ","Chariton MO"," ",8438,1 
"29043"," ","Christian MO"," ",54285,1 
"29045"," ","Clark MO"," ",7416,1 
"29047"," ","Clay MO"," ",184006,1 
"29049"," ","Clinton MO"," ",18979,1 
"29051"," ","Cole MO"," ",71397,1 
"29053"," ","Cooper MO"," ",16670,1 
"29055"," ","Crawford MO"," ",22804,1 
"29057"," ","Dade MO"," ",7923,1 
"29059"," ","Dallas MO"," ",15661,1 
"29061"," ","Daviess MO"," ",8016,1 
"29063"," ","DeKalb MO"," ",11597,1 
"29065"," ","Dent MO"," ",14927,1 
"29067"," ","Douglas MO"," ",13084,1 
"29069"," ","Dunklin MO"," ",33155,1 
"29071"," ","Franklin MO"," ",93807,1 
"29073"," ","Gasconade MO"," ",15342,1 
"29075"," ","Gentry MO"," ",6861,1 
"29077"," ","Greene MO"," ",240391,1 
"29079"," ","Grundy MO"," ",10432,1 
"29081"," ","Harrison MO"," ",8850,1 
"29083"," ","Henry MO"," ",21997,1 
"29085"," ","Hickory MO"," ",8940,1 
"29087"," ","Holt MO"," ",5351,1 
"29089"," ","Howard MO"," ",10212,1 
"29091"," ","Howell MO"," ",37238,1 
"29093"," ","Iron MO"," ",10697,1 
"29095"," ","Jackson MO"," ",654880,1 
"29097"," ","Jasper MO"," ",104686,1 
"29099"," ","Jefferson MO"," ",198099,1 
"29101"," ","Johnson MO"," ",48258,1 
"29103"," ","Knox MO"," ",4361,1 
"29105"," ","Laclede MO"," ",32513,1 
"29107"," ","Lafayette MO"," ",32960,1 
"29109"," ","Lawrence MO"," ",35204,1 
"29111"," ","Lewis MO"," ",10494,1 
"29113"," ","Lincoln MO"," ",38944,1 
"29115"," ","Linn MO"," ",13754,1 
"29117"," ","Livingston MO"," ",14558,1 
"29119"," ","McDonald MO"," ",21681,1 
"29121"," ","Macon MO"," ",15762,1 
"29123"," ","Madison MO"," ",11800,1 
"29125"," ","Maries MO"," ",8903,1 
"29127"," ","Marion MO"," ",28289,1 
"29129"," ","Mercer MO"," ",3757,1 
"29131"," ","Miller MO"," ",23564,1 
"29133"," ","Mississippi MO"," ",13427,1 
"29135"," ","Moniteau MO"," ",14827,1 
"29137"," ","Monroe MO"," ",9311,1 
"29139"," ","Montgomery MO"," ",12136,1 
"29141"," ","Morgan MO"," ",19309,1 
"29143"," ","New Madrid MO"," ",19760,1 
"29145"," ","Newton MO"," ",52636,1 
"29147"," ","Nodaway MO"," ",21912,1 
"29149"," ","Oregon MO"," ",10344,1 
"29151"," ","Osage MO"," ",13062,1 
"29153"," ","Ozark MO"," ",9542,1 
"29155"," ","Pemiscot MO"," ",20047,1 
"29157"," ","Perry MO"," ",18132,1 
"29159"," ","Pettis MO"," ",39403,1 
"29161"," ","Phelps MO"," ",39825,1 
"29163"," ","Pike MO"," ",18351,1 
"29165"," ","Platte MO"," ",73781,1 
"29167"," ","Polk MO"," ",26992,1 
"29169"," ","Pulaski MO"," ",41165,1 
"29171"," ","Putnam MO"," ",5223,1 
"29173"," ","Ralls MO"," ",9626,1 
"29175"," ","Randolph MO"," ",24663,1 
"29177"," ","Ray MO"," ",23354,1 
"29179"," ","Reynolds MO"," ",6689,1 
"29181"," ","Ripley MO"," ",13509,1 
"29183"," ","St. Charles MO"," ",283883,1 
"29185"," ","St. Clair MO"," ",9652,1 
"29186"," ","Ste. Genevieve MO"," ",17842,1 
"29187"," ","St. Francois MO"," ",55641,1 
"29189"," ","St. Louis MO"," ",1016315,1 
"29195"," ","Saline MO"," ",23756,1 
"29197"," ","Schuyler MO"," ",4170,1 
"29199"," ","Scotland MO"," ",4983,1 
"29201"," ","Scott MO"," ",40422,1 
"29203"," ","Shannon MO"," ",8324,1 
"29205"," ","Shelby MO"," ",6799,1 
"29207"," ","Stoddard MO"," ",29705,1 
"29209"," ","Stone MO"," ",28658,1 
"29211"," ","Sullivan MO"," ",7219,1 
"29213"," ","Taney MO"," ",39703,1 
"29215"," ","Texas MO"," ",23003,1 
"29217"," ","Vernon MO"," ",20454,1 
"29219"," ","Warren MO"," ",24525,1 
"29221"," ","Washington MO"," ",23344,1 
"29223"," ","Wayne MO"," ",13259,1 
"29225"," ","Webster MO"," ",31045,1 
"29227"," ","Worth MO"," ",2382,1 
"29229"," ","Wright MO"," ",17955,1 
"29510"," ","St. Louis city MO"," ",348189,1 
"30001"," ","Beaverhead MT"," ",9202,1 
"30003"," ","Big Horn MT"," ",12671,1 
"30005"," ","Blaine MT"," ",7009,1 
"30007"," ","Broadwater MT"," ",4385,1 
"30009"," ","Carbon MT"," ",9552,1 
"30011"," ","Carter MT"," ",1360,1 
"30013"," ","Cascade MT"," ",80357,1 
"30015"," ","Chouteau MT"," ",5970,1 
"30017"," ","Custer MT"," ",11696,1 
"30019"," ","Daniels MT"," ",2017,1 
"30021"," ","Dawson MT"," ",9059,1 
"30023"," ","Deer Lodge MT"," ",9417,1 
"30025"," ","Fallon MT"," ",2837,1 
"30027"," ","Fergus MT"," ",11893,1 
"30029"," ","Flathead MT"," ",74471,1 
"30031"," ","Gallatin MT"," ",67831,1 
"30033"," ","Garfield MT"," ",1279,1 
"30035"," ","Glacier MT"," ",13247,1 
"30037"," ","Golden Valley MT"," ",1042,1 
"30039"," ","Granite MT"," ",2830,1 
"30041"," ","Hill MT"," ",16673,1 
"30043"," ","Jefferson MT"," ",10049,1 
"30045"," ","Judith Basin MT"," ",2329,1 
"30047"," ","Lake MT"," ",26507,1 
"30049"," ","Lewis and Clark MT"," ",55716,1 
"30051"," ","Liberty MT"," ",2158,1 
"30053"," ","Lincoln MT"," ",18837,1 
"30055"," ","McCone MT"," ",1977,1 
"30057"," ","Madison MT"," ",6851,1 
"30059"," ","Meagher MT"," ",1932,1 
"30061"," ","Mineral MT"," ",3884,1 
"30063"," ","Missoula MT"," ",95802,1 
"30065"," ","Musselshell MT"," ",4497,1 
"30067"," ","Park MT"," ",15694,1 
"30069"," ","Petroleum MT"," ",493,1 
"30071"," ","Phillips MT"," ",4601,1 
"30073"," ","Pondera MT"," ",6424,1 
"30075"," ","Powder River MT"," ",1858,1 
"30077"," ","Powell MT"," ",7180,1 
"30079"," ","Prairie MT"," ",1199,1 
"30081"," ","Ravalli MT"," ",36070,1 
"30083"," ","Richland MT"," ",9667,1 
"30085"," ","Roosevelt MT"," ",10620,1 
"30087"," ","Rosebud MT"," ",9383,1 
"30089"," ","Sanders MT"," ",10227,1 
"30091"," ","Sheridan MT"," ",4105,1 
"30093"," ","Silver Bow MT"," ",34606,1 
"30095"," ","Stillwater MT"," ",8195,1 
"30097"," ","Sweet Grass MT"," ",3609,1 
"30099"," ","Teton MT"," ",6445,1 
"30101"," ","Toole MT"," ",5267,1 
"30103"," ","Treasure MT"," ",861,1 
"30105"," ","Valley MT"," ",7675,1 
"30107"," ","Wheatland MT"," ",2259,1 
"30109"," ","Wibaux MT"," ",1068,1 
"30111"," ","Yellowstone MT"," ",129352,1 
"31001"," ","Adams NE"," ",31151,1 
"31003"," ","Antelope NE"," ",7452,1 
"31005"," ","Arthur NE"," ",444,1 
"31007"," ","Banner NE"," ",819,1 
"31009"," ","Blaine NE"," ",583,1 
"31011"," ","Boone NE"," ",6259,1 
"31013"," ","Box Butte NE"," ",12158,1 
"31015"," ","Boyd NE"," ",2438,1 
"31017"," ","Brown NE"," ",3525,1 
"31019"," ","Buffalo NE"," ",42259,1 
"31021"," ","Burt NE"," ",7791,1 
"31023"," ","Butler NE"," ",8767,1 
"31025"," ","Cass NE"," ",24334,1 
"31027"," ","Cedar NE"," ",9615,1 
"31029"," ","Chase NE"," ",4068,1 
"31031"," ","Cherry NE"," ",6148,1 
"31033"," ","Cheyenne NE"," ",9830,1 
"31035"," ","Clay NE"," ",7039,1 
"31037"," ","Colfax NE"," ",10441,1 
"31039"," ","Cuming NE"," ",10203,1 
"31041"," ","Custer NE"," ",11793,1 
"31043"," ","Dakota NE"," ",20253,1 
"31045"," ","Dawes NE"," ",9060,1 
"31047"," ","Dawson NE"," ",24365,1 
"31049"," ","Deuel NE"," ",2098,1 
"31051"," ","Dixon NE"," ",6339,1 
"31053"," ","Dodge NE"," ",36160,1 
"31055"," ","Douglas NE"," ",463585,1 
"31057"," ","Dundy NE"," ",2292,1 
"31059"," ","Fillmore NE"," ",6634,1 
"31061"," ","Franklin NE"," ",3574,1 
"31063"," ","Frontier NE"," ",3099,1 
"31065"," ","Furnas NE"," ",5324,1 
"31067"," ","Gage NE"," ",22993,1 
"31069"," ","Garden NE"," ",2292,1 
"31071"," ","Garfield NE"," ",1902,1 
"31073"," ","Gosper NE"," ",2143,1 
"31075"," ","Grant NE"," ",747,1 
"31077"," ","Greeley NE"," ",2714,1 
"31079"," ","Hall NE"," ",53534,1 
"31081"," ","Hamilton NE"," ",9403,1 
"31083"," ","Harlan NE"," ",3786,1 
"31085"," ","Hayes NE"," ",1068,1 
"31087"," ","Hitchcock NE"," ",3111,1 
"31089"," ","Holt NE"," ",11551,1 
"31091"," ","Hooker NE"," ",783,1 
"31093"," ","Howard NE"," ",6567,1 
"31095"," ","Jefferson NE"," ",8333,1 
"31097"," ","Johnson NE"," ",4488,1 
"31099"," ","Kearney NE"," ",6882,1 
"31101"," ","Keith NE"," ",8875,1 
"31103"," ","Keya Paha NE"," ",983,1 
"31105"," ","Kimball NE"," ",4089,1 
"31107"," ","Knox NE"," ",9374,1 
"31109"," ","Lancaster NE"," ",250291,1 
"31111"," ","Lincoln NE"," ",34632,1 
"31113"," ","Logan NE"," ",774,1 
"31115"," ","Loup NE"," ",712,1 
"31117"," ","McPherson NE"," ",533,1 
"31119"," ","Madison NE"," ",35226,1 
"31121"," ","Merrick NE"," ",8204,1 
"31123"," ","Morrill NE"," ",5440,1 
"31125"," ","Nance NE"," ",4038,1 
"31127"," ","Nemaha NE"," ",7576,1 
"31129"," ","Nuckolls NE"," ",5057,1 
"31131"," ","Otoe NE"," ",15396,1 
"31133"," ","Pawnee NE"," ",3087,1 
"31135"," ","Perkins NE"," ",3200,1 
"31137"," ","Phelps NE"," ",9747,1 
"31139"," ","Pierce NE"," ",7857,1 
"31141"," ","Platte NE"," ",31662,1 
"31143"," ","Polk NE"," ",5639,1 
"31145"," ","Red Willow NE"," ",11448,1 
"31147"," ","Richardson NE"," ",9531,1 
"31149"," ","Rock NE"," ",1756,1 
"31151"," ","Saline NE"," ",13843,1 
"31153"," ","Sarpy NE"," ",122595,1 
"31155"," ","Saunders NE"," ",19830,1 
"31157"," ","Scotts Bluff NE"," ",36951,1 
"31159"," ","Seward NE"," ",16496,1 
"31161"," ","Sheridan NE"," ",6198,1 
"31163"," ","Sherman NE"," ",3318,1 
"31165"," ","Sioux NE"," ",1475,1 
"31167"," ","Stanton NE"," ",6455,1 
"31169"," ","Thayer NE"," ",6055,1 
"31171"," ","Thomas NE"," ",729,1 
"31173"," ","Thurston NE"," ",7171,1 
"31175"," ","Valley NE"," ",4647,1 
"31177"," ","Washington NE"," ",18780,1 
"31179"," ","Wayne NE"," ",9851,1 
"31181"," ","Webster NE"," ",4061,1 
"31183"," ","Wheeler NE"," ",886,1 
"31185"," ","York NE"," ",14598,1 
"32001"," ","Churchill NV"," ",23982,1 
"32003"," ","Clark NV"," ",1375765,1 
"32005"," ","Douglas NV"," ",41259,1 
"32007"," ","Elko NV"," ",45291,1 
"32009"," ","Esmeralda NV"," ",971,1 
"32011"," ","Eureka NV"," ",1651,1 
"32013"," ","Humboldt NV"," ",16106,1 
"32015"," ","Lander NV"," ",5794,1 
"32017"," ","Lincoln NV"," ",4165,1 
"32019"," ","Lyon NV"," ",34501,1 
"32021"," ","Mineral NV"," ",5071,1 
"32023"," ","Nye NV"," ",32485,1 
"32027"," ","Pershing NV"," ",6693,1 
"32029"," ","Storey NV"," ",3399,1 
"32031"," ","Washoe NV"," ",339486,1 
"32033"," ","White Pine NV"," ",9181,1 
"32510"," ","Carson City NV"," ",52457,1 
"33001"," ","Belknap NH"," ",56325,1 
"33003"," ","Carroll NH"," ",43666,1 
"33005"," ","Cheshire NH"," ",73825,1 
"33007"," ","Coos NH"," ",33111,1 
"33009"," ","Grafton NH"," ",81743,1 
"33011","4560","Hillsborough NH","Lowell, MA-NH (P)",10914,0.029 
"33011","4760","Hillsborough NH","Manchester, NH (P)",149985,0.394 
"33011","5350","Hillsborough NH","Nashua, NH (P)",190949,0.501 
"33011"," ","Hillsborough NH"," ",28993,0.076 
"33013","4760","Merrimack NH","Manchester, NH (P)",16564,0.122 
"33013"," ","Merrimack NH"," ",119661,0.878 
"33015","1120","Rockingham NH","Boston, MA-NH (P)",8778,0.032 
"33015","4160","Rockingham NH","Lawrence, MA-NH (P)",131357,0.474 
"33015","4760","Rockingham NH","Manchester, NH (P)",31829,0.115 
"33015","6450","Rockingham NH","Portsmouth-Rochester, NH-ME (P)",94376,0.34 
"33015"," ","Rockingham NH"," ",11019,0.04 
"33017","6450","Strafford NH","Portsmouth-Rochester, NH-ME (P)",104947,0.935 
"33017"," ","Strafford NH"," ",7286,0.065 
"33019"," ","Sullivan NH"," ",40458,1 
"34001","0560","Atlantic NJ","Atlantic-Cape May, NJ (P)",252552,1 
"34003","0875","Bergen NJ","Bergen-Passaic, NJ (P)",884118,1 
"34005","6160","Burlington NJ","Philadelphia, PA-NJ (P)",423394,1 
"34007","6160","Camden NJ","Philadelphia, PA-NJ (P)",508932,1 
"34009","0560","Cape May NJ","Atlantic-Cape May, NJ (P)",102326,1 
"34011","8760","Cumberland NJ","Vineland-Millville-Bridgeton, NJ (P)",146438,1 
"34013","5640","Essex NJ","Newark, NJ (P)",793633,1 
"34015","6160","Gloucester NJ","Philadelphia, PA-NJ (P)",254673,1 
"34017","3640","Hudson NJ","Jersey City, NJ (P)",608975,1 
