"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Grand Junction","CO MSA",114,114,0,0,0,7,2002
"Grand Rapids-Muskegon- Holland","MI MSA",635,574,12,14,35,7,2002
"Great Falls","MT MSA",11,11,0,0,0,7,2002
"Green Bay","WI MSA",232,83,8,0,141,7,2002
"Greensboro--Winston-Salem-- High Point","NC MSA",718,655,4,11,48,7,2002
"Greenville","NC MSA",194,60,6,0,128,7,2002
"Greenville-Spartanburg- Anderson","SC MSA",571,492,8,7,64,7,2002
"Harrisburg-Lebanon- Carlisle","PA MSA",143,143,0,0,0,7,2002
"Hartford","CT MSA",394,317,8,0,69,7,2002
"Hattiesburg","MS MSA",19,9,0,0,10,7,2002
"Hickory-Morganton-Lenoir","NC MSA",163,150,0,0,13,7,2002
"Honolulu","HI MSA",100,96,4,0,0,7,2002
"Houma","LA MSA",68,66,2,0,0,7,2002
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",3827,3232,12,16,567,7,2002
"Huntington-Ashland","WV-KY- OH MSA",2,2,0,0,0,7,2002
"Huntsville","AL MSA",153,94,0,4,55,7,2002
"Indianapolis","IN MSA",2069,1203,38,12,816,7,2002
"Iowa City","IA MSA",73,53,0,0,20,7,2002
"Jackson","MI MSA",32,7,0,17,8,7,2002
"Jackson","MS MSA",206,202,0,4,0,7,2002
"Jackson","TN MSA",53,53,0,0,0,7,2002
"Jacksonville","FL MSA",1437,1066,0,23,348,7,2002
"Jacksonville","NC MSA",85,81,0,4,0,7,2002
"Jamestown","NY MSA",2,2,0,0,0,7,2002
"Janesville-Beloit","WI MSA",35,27,2,0,6,7,2002
"Johnson City-Kingsport- Bristol","TN-VA MSA",126,85,0,0,41,7,2002
"Johnstown","PA MSA",9,3,0,0,6,7,2002
"Jonesboro","AR MSA",54,42,8,4,0,7,2002
"Joplin","MO MSA",17,17,0,0,0,7,2002
"Kalamazoo-Battle Creek","MI MSA",119,104,0,4,11,7,2002
"Kansas City","MO-KS MSA",1212,945,40,10,217,7,2002
"Killeen-Temple","TX MSA",288,156,100,32,0,7,2002
"Knoxville","TN MSA",349,278,4,7,60,7,2002
"Kokomo","IN MSA",33,31,2,0,0,7,2002
"La Crosse","WI-MN MSA",37,33,0,4,0,7,2002
"Lafayette","LA MSA",113,99,2,12,0,7,2002
"Lafayette","IN MSA",66,58,8,0,0,7,2002
"Lake Charles","LA MSA",38,20,0,0,18,7,2002
"Lakeland-Winter Haven","FL MSA",386,382,4,0,0,7,2002
"Lancaster","PA MSA",99,99,0,0,0,7,2002
"Lansing-East Lansing","MI MSA",143,133,0,0,10,7,2002
"Laredo","TX MSA",166,140,0,0,26,7,2002
"Las Cruces","NM MSA",165,81,0,0,84,7,2002
"Las Vegas","NV-AZ MSA",2499,2021,10,27,441,7,2002
"Lawrence","KS MSA",132,41,20,0,71,7,2002
"Lawton","OK MSA",13,13,0,0,0,7,2002
"Lewiston-Auburn","ME MSA",20,20,0,0,0,7,2002
"Lexington","KY MSA",340,310,10,3,17,7,2002
"Lima","OH MSA",9,9,0,0,0,7,2002
"Lincoln","NE MSA",160,125,6,0,29,7,2002
"Little Rock-North Little Rock","AR MSA",280,226,2,4,48,7,2002
"Longview-Marshall","TX MSA",26,26,0,0,0,7,2002
"Los Angeles-Riverside- Orange County","CA CMSA",6050,4607,44,46,1353,7,2002
"Louisville","KY-IN MSA",598,564,16,0,18,7,2002
"Lubbock","TX MSA",159,139,20,0,0,7,2002
"Lynchburg","VA MSA",128,90,0,32,6,7,2002
"Macon","GA MSA",279,205,0,28,46,7,2002
"Madison","WI MSA",342,204,18,38,82,7,2002
"Mansfield","OH MSA",46,33,4,3,6,7,2002
"McAllen-Edinburg-Mission","TX MSA",590,530,14,27,19,7,2002
"Medford-Ashland","OR MSA",162,139,2,16,5,7,2002
"Melbourne-Titusville-Palm Bay","FL MSA",532,457,6,8,61,7,2002
"Memphis","TN-AR-MS MSA",601,601,0,0,0,7,2002
"Merced","CA MSA",135,135,0,0,0,7,2002
"Miami-Fort Lauderdale","FL CMSA",2277,913,20,18,1326,7,2002
"Milwaukee-Racine","WI CMSA",493,356,24,7,106,7,2002
"Minneapolis-St. Paul","MN-WI MSA",2024,1471,48,93,412,7,2002
"Missoula","MT MSA",35,33,2,0,0,7,2002
"Mobile","AL MSA",342,316,2,0,24,7,2002
"Modesto","CA MSA",422,405,0,12,5,7,2002
"Monroe","LA MSA",31,31,0,0,0,7,2002
"Montgomery","AL MSA",111,106,0,0,5,7,2002
"Muncie","IN MSA",20,20,0,0,0,7,2002
"Myrtle Beach","SC MSA",221,174,2,0,45,7,2002
"Naples","FL MSA",840,352,28,120,340,7,2002
"Nashville","TN MSA",981,944,6,12,19,7,2002
"New London-Norwich","CT-RI MSA",123,112,2,3,6,7,2002
"New Orleans","LA MSA",746,419,2,3,322,7,2002
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",5869,2800,598,320,2151,7,2002
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",722,657,2,0,63,7,2002
"Ocala","FL MSA",468,458,2,8,0,7,2002
"Odessa-Midland","TX MSA",10,10,0,0,0,7,2002
"Oklahoma City","OK MSA",453,451,2,0,0,7,2002
"Omaha","NE-IA MSA",478,408,6,0,64,7,2002
"Orlando","FL MSA",2099,1533,10,0,556,7,2002
"Owensboro","KY MSA",73,73,0,0,0,7,2002
"Panama City","FL MSA",147,57,0,0,90,7,2002
"Parkersburg-Marietta","WV-OH MSA",19,19,0,0,0,7,2002
"Pensacola","FL MSA",220,220,0,0,0,7,2002
"Peoria-Pekin","IL MSA",96,92,4,0,0,7,2002
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",2051,1750,64,28,209,7,2002
"Phoenix-Mesa","AZ MSA",4410,3575,22,27,786,7,2002
"Pine Bluff","AR MSA",16,14,2,0,0,7,2002
"Pittsburgh","PA MSA",692,479,20,37,156,7,2002
"Pittsfield","MA MSA",1,1,0,0,0,7,2002
"Pocatello","ID MSA",9,9,0,0,0,7,2002
"Portland","ME MSA",294,137,0,16,141,7,2002
"Portland-Salem","OR-WA CMSA",1433,1031,34,22,346,7,2002
"Providence-Fall River- Warwick","RI-MA MSA",215,191,8,6,10,7,2002
"Provo-Orem","UT MSA",371,232,6,11,122,7,2002
"Pueblo","CO MSA",105,97,8,0,0,7,2002
"Punta Gorda","FL MSA",139,116,4,8,11,7,2002
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1698,1152,16,3,527,7,2002
"Rapid City","SD MSA",50,45,0,0,5,7,2002
"Reading","PA MSA",109,69,14,8,18,7,2002
"Redding","CA MSA",107,107,0,0,0,7,2002
"Reno","NV MSA",754,453,0,7,294,7,2002
"Richland-Kennewick-Pasco","WA MSA",140,135,0,0,5,7,2002
"Richmond-Petersburg","VA MSA",789,645,0,35,109,7,2002
"Roanoke","VA MSA",82,82,0,0,0,7,2002
"Rochester","MN MSA",89,89,0,0,0,7,2002
"Rochester","NY MSA",173,140,2,4,27,7,2002
"Rockford","IL MSA",218,144,20,48,6,7,2002
"Rocky Mount","NC MSA",47,47,0,0,0,7,2002
"Sacramento-Yolo","CA CMSA",1777,1496,8,9,264,7,2002
"Saginaw-Bay City-Midland","MI MSA",52,35,6,6,5,7,2002
"St. Cloud","MN MSA",91,88,0,3,0,7,2002
"St. Joseph","MO MSA",19,9,10,0,0,7,2002
"St. Louis","MO-IL MSA",1411,1176,74,45,116,7,2002
"Salinas","CA MSA",124,115,0,0,9,7,2002
"Salt Lake City-Ogden","UT MSA",862,703,24,32,103,7,2002
"San Angelo","TX MSA",15,15,0,0,0,7,2002
"San Antonio","TX MSA",1446,838,2,0,606,7,2002
"San Diego","CA MSA",860,796,18,8,38,7,2002
"San Francisco-Oakland-San Jose","CA CMSA",1576,1159,24,20,373,7,2002
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",172,160,0,7,5,7,2002
"Santa Barbara-Santa Maria- Lompoc","CA MSA",84,74,2,3,5,7,2002
"Santa Fe","NM MSA",74,69,0,0,5,7,2002
"Sarasota-Bradenton","FL MSA",1032,543,0,0,489,7,2002
"Savannah","GA MSA",212,147,4,4,57,7,2002
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",78,60,0,18,0,7,2002
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2035,1641,52,59,283,7,2002
"Sharon","PA MSA",9,9,0,0,0,7,2002
"Sheboygan","WI MSA",6,6,0,0,0,7,2002
"Sherman-Denison","TX MSA",20,12,8,0,0,7,2002
"Shreveport-Bossier City","LA MSA",119,119,0,0,0,7,2002
"Sioux City","IA-NE MSA",20,13,2,0,5,7,2002
"Sioux Falls","SD MSA",154,118,0,4,32,7,2002
"South Bend","IN MSA",71,71,0,0,0,7,2002
"Spokane","WA MSA",212,140,0,0,72,7,2002
"Springfield","IL MSA",58,54,4,0,0,7,2002
"Springfield","MO MSA",291,218,6,6,61,7,2002
"Springfield","MA MSA",72,68,4,0,0,7,2002
"State College","PA MSA",36,21,0,0,15,7,2002
"Steubenville-Weirton","OH-WV MSA",6,4,2,0,0,7,2002
"Stockton-Lodi","CA MSA",669,589,0,0,80,7,2002
"Sumter","SC MSA",30,28,2,0,0,7,2002
"Syracuse","NY MSA",118,70,0,0,48,7,2002
"Tallahassee","FL MSA",146,146,0,0,0,7,2002
"Tampa-St. Petersburg- Clearwater","FL MSA",2423,1718,42,4,659,7,2002
"Terre Haute","IN MSA",14,14,0,0,0,7,2002
"Texarkana  TX-Texarkana "," AR MSA",12,12,0,0,0,7,2002
"Toledo","OH MSA",136,114,18,4,0,7,2002
"Topeka","KS MSA",71,63,0,8,0,7,2002
"Tucson","AZ MSA",381,359,10,0,12,7,2002
"Tulsa","OK MSA",359,342,0,0,17,7,2002
"Tuscaloosa","AL MSA",50,50,0,0,0,7,2002
"Tyler","TX MSA",37,30,0,0,7,7,2002
"Utica-Rome","NY MSA",8,8,0,0,0,7,2002
"Victoria","TX MSA",15,15,0,0,0,7,2002
"Visalia-Tulare-Porterville","CA MSA",127,127,0,0,0,7,2002
"Waco","TX MSA",51,49,2,0,0,7,2002
"Washington-Baltimore","DC-MD- VA-WV CMSA",4956,3584,10,0,1362,7,2002
"Waterloo-Cedar Falls","IA MSA",18,8,10,0,0,7,2002
"Wausau","WI MSA",77,63,14,0,0,7,2002
"West Palm Beach-Boca Raton","Raton FL MSA",1360,918,4,56,382,7,2002
"Wheeling","WV-OH MSA",2,2,0,0,0,7,2002
"Wichita","KS MSA",165,161,4,0,0,7,2002
"Wichita Falls","TX MSA",18,18,0,0,0,7,2002
"Wilmington","NC MSA",331,285,0,4,42,7,2002
"Yakima","WA MSA",28,22,6,0,0,7,2002
"York","PA MSA",119,109,10,0,0,7,2002
"Youngstown-Warren","OH MSA",128,106,10,0,12,7,2002
"Yuba City","CA MSA",104,102,2,0,0,7,2002
"Yuma","AZ MSA",137,137,0,0,0,7,2002
"Abilene","TX MSA",18,18,0,0,0,8,2002
"Albany","GA MSA",45,43,2,0,0,8,2002
"Albany-Schenectady-Troy","NY MSA",188,166,0,3,19,8,2002
"Albuquerque","NM MSA",628,608,0,20,0,8,2002
"Alexandria","LA MSA",32,32,0,0,0,8,2002
"Allentown-Bethlehem-Easton","PA MSA",223,168,4,3,48,8,2002
"Altoona","PA MSA",2,2,0,0,0,8,2002
"Amarillo","TX MSA",67,67,0,0,0,8,2002
"Anchorage","AK MSA",181,80,60,29,12,8,2002
"Anniston","AL MSA",29,27,2,0,0,8,2002
"Appleton-Oshkosh-Neenah","WI MSA",251,136,16,4,95,8,2002
"Asheville","NC MSA",173,159,0,4,10,8,2002
"Athens","GA MSA",92,92,0,0,0,8,2002
"Atlanta","GA MSA",4639,4424,4,15,196,8,2002
"Auburn-Opelika","AL MSA",43,43,0,0,0,8,2002
"Augusta-Aiken","GA-SC MSA",220,220,0,0,0,8,2002
"Austin-San Marcos","TX MSA",834,561,12,3,258,8,2002
"Bakersfield","CA MSA",389,389,0,0,0,8,2002
"Bangor","ME MSA",22,22,0,0,0,8,2002
"Barnstable-Yarmouth","MA MSA",86,81,0,0,5,8,2002
"Baton Rouge","LA MSA",221,109,0,0,112,8,2002
"Beaumont-Port Arthur","TX MSA",32,32,0,0,0,8,2002
"Bellingham","WA MSA",114,87,6,3,18,8,2002
"Benton Harbor","MI MSA",20,20,0,0,0,8,2002
"Billings","MT MSA",68,60,0,0,8,8,2002
"Biloxi-Gulfport-Pascagoula","MS MSA",193,193,0,0,0,8,2002
"Binghamton","NY MSA",10,8,2,0,0,8,2002
"Birmingham","AL MSA",412,401,0,0,11,8,2002
"Bismarck","ND MSA",70,64,2,4,0,8,2002
"Bloomington","IN MSA",51,51,0,0,0,8,2002
"Bloomington-Normal","IL MSA",86,64,6,0,16,8,2002
"Boise City","ID MSA",497,450,8,34,5,8,2002
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1593,1201,56,47,289,8,2002
"Brownsville-Harlingen-San Benito","TX MSA",247,202,4,36,5,8,2002
"Bryan-College Station","TX MSA",88,74,2,0,12,8,2002
"Buffalo-Niagara Falls","NY MSA",237,175,6,12,44,8,2002
"Burlington","VT MSA",59,47,4,3,5,8,2002
"Canton-Massillon","OH MSA",86,78,8,0,0,8,2002
"Casper","WY MSA",12,12,0,0,0,8,2002
"Cedar Rapids","IA MSA",241,68,4,4,165,8,2002
"Champaign-Urbana","IL MSA",76,76,0,0,0,8,2002
"Charleston-North Charleston","SC MSA",422,362,4,7,49,8,2002
"Charleston","WV MSA",30,24,6,0,0,8,2002
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1920,1579,10,12,319,8,2002
"Charlottesville","VA MSA",131,103,2,0,26,8,2002
"Chattanooga","TN-GA MSA",227,213,6,3,5,8,2002
"Cheyenne","WY MSA",32,32,0,0,0,8,2002
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",3562,2990,72,134,366,8,2002
"Chico-Paradise","CA MSA",116,96,0,20,0,8,2002
"Cincinnati-Hamilton","OH-KY- IN CMSA",1130,891,10,46,183,8,2002
"Clarksville-Hopkinsville","TN-KY MSA",132,128,0,4,0,8,2002
"Cleveland-Akron","OH CMSA",998,793,10,35,160,8,2002
"Colorado Springs","CO MSA",454,432,2,20,0,8,2002
"Columbia","MO MSA",402,90,2,44,266,8,2002
"Columbia","SC MSA",331,326,0,0,5,8,2002
"Columbus","GA-AL MSA",111,97,2,12,0,8,2002
"Columbus","OH MSA",1461,970,20,80,391,8,2002
"Corpus Christi","TX MSA",92,84,2,6,0,8,2002
"Corvallis","Corvallis OR MSA",57,29,4,0,24,8,2002
"Cumberland","MD-WV MSA",19,19,0,0,0,8,2002
"Dallas-Fort Worth","TX CMSA",4643,3715,8,8,912,8,2002
"Danville","VA MSA",29,29,0,0,0,8,2002
"Davenport-Moline-Rock Island","IA-IL MSA",30,30,0,0,0,8,2002
"Dayton-Springfield","OH MSA",255,183,0,0,72,8,2002
"Daytona Beach","FL MSA",538,520,2,0,16,8,2002
"Decatur","Al MSA",19,19,0,0,0,8,2002
"Decatur","IL MSA",81,5,0,0,76,8,2002
"Denver-Boulder-Greeley","CO CMSA",2384,1699,14,31,640,8,2002
"Des Moines","IA MSA",296,268,10,4,14,8,2002
"Detroit-Ann Arbor-Flint","MI CMSA",2542,1838,78,62,564,8,2002
"Dothan","AL MSA",33,33,0,0,0,8,2002
"Dover","DE MSA",169,169,0,0,0,8,2002
"Dubuque","IA MSA",13,11,2,0,0,8,2002
"Duluth-Superior","MN-WI MSA",72,72,0,0,0,8,2002
"Eau Claire","WI MSA",150,99,16,27,8,8,2002
"El Paso","TX MSA",310,301,0,4,5,8,2002
"Elkhart-Goshen","IN MSA",111,90,10,4,7,8,2002
"Elmira","NY MSA",5,5,0,0,0,8,2002
"Enid","OK MSA",5,5,0,0,0,8,2002
"Erie","PA MSA",32,18,0,3,11,8,2002
"Eugene-Springfield","OR MSA",136,115,10,0,11,8,2002
"Evansville-Henderson","IN-KY MSA",363,125,2,4,232,8,2002
"Fargo-Moorhead","ND-MN MSA",360,107,0,0,253,8,2002
"Fayetteville","NC MSA",307,307,0,0,0,8,2002
"Fayetteville-Springdale- Rogers","AR MSA",209,135,18,3,53,8,2002
"Flagstaff","AZ-UT MSA",79,79,0,0,0,8,2002
"Florence","AL MSA",9,9,0,0,0,8,2002
"Florence","SC MSA",5,5,0,0,0,8,2002
"Fort Collins-Loveland","CO MSA",299,237,2,7,53,8,2002
"Fort Myers-Cape Coral","FL MSA",910,575,52,78,205,8,2002
"Fort Pierce-Port St. Lucie","FL MSA",585,411,6,0,168,8,2002
"Fort Smith","AR-OK MSA",57,45,12,0,0,8,2002
"Fort Walton Beach","FL MSA",140,116,0,0,24,8,2002
"Fort Wayne","IN MSA",445,207,4,8,226,8,2002
"Fresno","CA MSA",396,396,0,0,0,8,2002
"Gadsden","AL MSA",12,12,0,0,0,8,2002
"Gainesville","FL MSA",235,94,0,0,141,8,2002
"Glens Falls","NY MSA",52,48,4,0,0,8,2002
"Goldsboro","NC MSA",29,29,0,0,0,8,2002
"Grand Forks","ND-MN MSA",29,17,0,0,12,8,2002
"Grand Junction","CO MSA",127,119,4,4,0,8,2002
"Grand Rapids-Muskegon- Holland","MI MSA",572,509,10,14,39,8,2002
"Great Falls","MT MSA",11,11,0,0,0,8,2002
"Green Bay","WI MSA",121,85,8,0,28,8,2002
"Greensboro--Winston-Salem-- High Point","NC MSA",956,692,0,8,256,8,2002
"Greenville","NC MSA",157,73,12,0,72,8,2002
"Greenville-Spartanburg- Anderson","SC MSA",873,607,2,8,256,8,2002
"Harrisburg-Lebanon- Carlisle","PA MSA",164,164,0,0,0,8,2002
"Hartford","CT MSA",385,308,8,7,62,8,2002
"Hattiesburg","MS MSA",19,9,0,0,10,8,2002
"Hickory-Morganton-Lenoir","NC MSA",166,156,2,0,8,8,2002
"Honolulu","HI MSA",207,190,0,4,13,8,2002
"Houma","LA MSA",71,69,2,0,0,8,2002
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",4647,2985,10,20,1632,8,2002
"Huntington-Ashland","WV-KY- OH MSA",12,6,0,6,0,8,2002
"Huntsville","AL MSA",127,115,4,8,0,8,2002
"Indianapolis","IN MSA",1354,1213,34,39,68,8,2002
"Iowa City","IA MSA",71,35,0,0,36,8,2002
"Jackson","MI MSA",18,14,0,4,0,8,2002
"Jackson","MS MSA",225,217,0,8,0,8,2002
"Jackson","TN MSA",69,53,12,4,0,8,2002
"Jacksonville","FL MSA",1585,904,2,12,667,8,2002
"Jacksonville","NC MSA",103,74,0,0,29,8,2002
"Jamestown","NY MSA",1,1,0,0,0,8,2002
"Janesville-Beloit","WI MSA",48,20,8,3,17,8,2002
"Johnson City-Kingsport- Bristol","TN-VA MSA",117,100,0,0,17,8,2002
"Johnstown","PA MSA",5,2,0,3,0,8,2002
"Jonesboro","AR MSA",48,48,0,0,0,8,2002
"Joplin","MO MSA",12,12,0,0,0,8,2002
"Kalamazoo-Battle Creek","MI MSA",273,115,0,0,158,8,2002
"Kansas City","MO-KS MSA",1772,916,70,95,691,8,2002
"Killeen-Temple","TX MSA",167,103,20,44,0,8,2002
"Knoxville","TN MSA",366,316,18,6,26,8,2002
"Kokomo","IN MSA",36,33,0,3,0,8,2002
"La Crosse","WI-MN MSA",33,27,0,6,0,8,2002
"Lafayette","LA MSA",90,88,2,0,0,8,2002
"Lafayette","IN MSA",93,86,0,0,7,8,2002
"Lake Charles","LA MSA",36,22,0,0,14,8,2002
"Lakeland-Winter Haven","FL MSA",373,373,0,0,0,8,2002
"Lancaster","PA MSA",117,91,2,0,24,8,2002
"Lansing-East Lansing","MI MSA",123,108,0,0,15,8,2002
"Laredo","TX MSA",163,142,0,0,21,8,2002
"Las Cruces","NM MSA",70,70,0,0,0,8,2002
"Las Vegas","NV-AZ MSA",2219,2069,24,12,114,8,2002
"Lawrence","KS MSA",85,40,34,0,11,8,2002
"Lawton","OK MSA",12,12,0,0,0,8,2002
"Lewiston-Auburn","ME MSA",34,28,6,0,0,8,2002
"Lexington","KY MSA",298,252,2,12,32,8,2002
"Lima","OH MSA",9,9,0,0,0,8,2002
"Lincoln","NE MSA",163,126,8,0,29,8,2002
"Little Rock-North Little Rock","AR MSA",268,258,10,0,0,8,2002
"Longview-Marshall","TX MSA",22,22,0,0,0,8,2002
"Los Angeles-Riverside- Orange County","CA CMSA",5856,4293,48,178,1337,8,2002
"Louisville","KY-IN MSA",787,537,2,4,244,8,2002
"Lubbock","TX MSA",137,119,18,0,0,8,2002
"Lynchburg","VA MSA",92,85,2,0,5,8,2002
"Macon","GA MSA",177,169,8,0,0,8,2002
"Madison","WI MSA",393,206,8,19,160,8,2002
"Mansfield","OH MSA",66,64,2,0,0,8,2002
"McAllen-Edinburg-Mission","TX MSA",541,510,6,11,14,8,2002
"Medford-Ashland","OR MSA",119,102,0,12,5,8,2002
"Melbourne-Titusville-Palm Bay","FL MSA",579,416,2,0,161,8,2002
"Memphis","TN-AR-MS MSA",693,569,4,0,120,8,2002
"Merced","CA MSA",132,132,0,0,0,8,2002
"Miami-Fort Lauderdale","FL CMSA",2200,865,10,59,1266,8,2002
"Milwaukee-Racine","WI CMSA",665,374,42,51,198,8,2002
"Minneapolis-St. Paul","MN-WI MSA",2286,1631,30,59,566,8,2002
"Missoula","MT MSA",81,17,12,0,52,8,2002
"Mobile","AL MSA",358,338,0,0,20,8,2002
"Modesto","CA MSA",231,203,12,16,0,8,2002
"Monroe","LA MSA",27,27,0,0,0,8,2002
"Montgomery","AL MSA",136,118,0,0,18,8,2002
"Muncie","IN MSA",24,24,0,0,0,8,2002
"Myrtle Beach","SC MSA",226,186,10,8,22,8,2002
"Naples","FL MSA",555,326,4,31,194,8,2002
"Nashville","TN MSA",908,886,8,3,11,8,2002
"New London-Norwich","CT-RI MSA",76,74,2,0,0,8,2002
"New Orleans","LA MSA",646,338,4,3,301,8,2002
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",4707,2288,736,294,1389,8,2002
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",717,670,6,0,41,8,2002
"Ocala","FL MSA",576,566,2,8,0,8,2002
"Odessa-Midland","TX MSA",33,33,0,0,0,8,2002
"Oklahoma City","OK MSA",416,416,0,0,0,8,2002
"Omaha","NE-IA MSA",492,351,8,0,133,8,2002
"Orlando","FL MSA",2204,1576,20,15,593,8,2002
"Owensboro","KY MSA",58,58,0,0,0,8,2002
"Panama City","FL MSA",93,81,8,4,0,8,2002
"Parkersburg-Marietta","WV-OH MSA",11,11,0,0,0,8,2002
"Pensacola","FL MSA",257,257,0,0,0,8,2002
"Peoria-Pekin","IL MSA",90,79,6,0,5,8,2002
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",1747,1505,30,39,173,8,2002
"Phoenix-Mesa","AZ MSA",4148,3537,14,43,554,8,2002
"Pine Bluff","AR MSA",8,6,2,0,0,8,2002
"Pittsburgh","PA MSA",663,453,6,14,190,8,2002
"Pittsfield","MA MSA",1,1,0,0,0,8,2002
"Pocatello","ID MSA",40,11,4,0,25,8,2002
"Portland","ME MSA",125,98,4,11,12,8,2002
"Portland-Salem","OR-WA CMSA",1207,1007,24,68,108,8,2002
"Providence-Fall River- Warwick","RI-MA MSA",227,199,10,8,10,8,2002
"Provo-Orem","UT MSA",324,274,10,7,33,8,2002
"Pueblo","CO MSA",122,98,4,20,0,8,2002
"Punta Gorda","FL MSA",193,144,4,39,6,8,2002
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1392,1157,14,11,210,8,2002
"Rapid City","SD MSA",48,45,0,3,0,8,2002
"Reading","PA MSA",123,95,2,0,26,8,2002
"Redding","CA MSA",124,122,2,0,0,8,2002
"Reno","NV MSA",348,318,2,3,25,8,2002
"Richland-Kennewick-Pasco","WA MSA",143,132,2,3,6,8,2002
"Richmond-Petersburg","VA MSA",768,696,4,0,68,8,2002
"Roanoke","VA MSA",78,76,2,0,0,8,2002
"Rochester","MN MSA",321,132,0,0,189,8,2002
"Rochester","NY MSA",179,159,0,7,13,8,2002
"Rockford","IL MSA",289,146,10,128,5,8,2002
"Rocky Mount","NC MSA",66,57,4,0,5,8,2002
"Sacramento-Yolo","CA CMSA",1420,1291,6,16,107,8,2002
"Saginaw-Bay City-Midland","MI MSA",46,34,2,4,6,8,2002
"St. Cloud","MN MSA",69,61,0,3,5,8,2002
"St. Joseph","MO MSA",20,9,6,0,5,8,2002
"St. Louis","MO-IL MSA",1529,1008,62,75,384,8,2002
"Salinas","CA MSA",77,77,0,0,0,8,2002
"Salt Lake City-Ogden","UT MSA",865,698,8,20,139,8,2002
"San Angelo","TX MSA",38,38,0,0,0,8,2002
"San Antonio","TX MSA",1108,798,30,0,280,8,2002
"San Diego","CA MSA",1407,698,6,3,700,8,2002
"San Francisco-Oakland-San Jose","CA CMSA",1820,1509,30,39,242,8,2002
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",188,153,2,7,26,8,2002
"Santa Barbara-Santa Maria- Lompoc","CA MSA",95,82,2,6,5,8,2002
"Santa Fe","NM MSA",65,60,0,0,5,8,2002
"Sarasota-Bradenton","FL MSA",802,677,2,11,112,8,2002
"Savannah","GA MSA",189,136,4,0,49,8,2002
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",142,55,2,16,69,8,2002
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",1988,1504,90,55,339,8,2002
"Sharon","PA MSA",9,9,0,0,0,8,2002
"Sheboygan","WI MSA",7,7,0,0,0,8,2002
"Sherman-Denison","TX MSA",14,14,0,0,0,8,2002
"Shreveport-Bossier City","LA MSA",114,114,0,0,0,8,2002
"Sioux City","IA-NE MSA",10,10,0,0,0,8,2002
"Sioux Falls","SD MSA",114,110,0,4,0,8,2002
"South Bend","IN MSA",59,59,0,0,0,8,2002
"Spokane","WA MSA",150,125,4,7,14,8,2002
"Springfield","IL MSA",56,44,12,0,0,8,2002
"Springfield","MO MSA",264,221,6,12,25,8,2002
"Springfield","MA MSA",106,73,2,7,24,8,2002
"State College","PA MSA",24,24,0,0,0,8,2002
"Steubenville-Weirton","OH-WV MSA",28,6,2,0,20,8,2002
"Stockton-Lodi","CA MSA",546,534,0,0,12,8,2002
"Sumter","SC MSA",40,40,0,0,0,8,2002
"Syracuse","NY MSA",83,78,0,0,5,8,2002
"Tallahassee","FL MSA",180,178,2,0,0,8,2002
"Tampa-St. Petersburg- Clearwater","FL MSA",3032,1963,32,4,1033,8,2002
"Terre Haute","IN MSA",36,25,8,3,0,8,2002
"Texarkana  TX-Texarkana "," AR MSA",21,15,6,0,0,8,2002
"Toledo","OH MSA",155,143,12,0,0,8,2002
"Topeka","KS MSA",88,72,16,0,0,8,2002
"Tucson","AZ MSA",528,519,6,3,0,8,2002
"Tulsa","OK MSA",329,277,0,0,52,8,2002
"Tuscaloosa","AL MSA",263,35,0,0,228,8,2002
"Tyler","TX MSA",38,31,0,0,7,8,2002
"Utica-Rome","NY MSA",6,6,0,0,0,8,2002
"Victoria","TX MSA",0,0,0,0,0,8,2002
"Visalia-Tulare-Porterville","CA MSA",145,145,0,0,0,8,2002
"Waco","TX MSA",49,49,0,0,0,8,2002
"Washington-Baltimore","DC-MD- VA-WV CMSA",4367,3839,6,3,519,8,2002
"Waterloo-Cedar Falls","IA MSA",31,17,2,0,12,8,2002
"Wausau","WI MSA",71,55,10,0,6,8,2002
"West Palm Beach-Boca Raton","Raton FL MSA",974,901,2,3,68,8,2002
"Wheeling","WV-OH MSA",2,2,0,0,0,8,2002
"Wichita","KS MSA",179,177,2,0,0,8,2002
