"pop08","pop00_est","pop_change_perc","pop_change","pop00","pop_under5","pop_under5_perc","pop_under18","pop_under18_perc","pop_over65","pop_over65_perc","pop_female","pop_white","pop_black","pop_indian","pop_asian","pop_pi","pop_multiracial","pop_hispanic","pop_nonhispanic","pop_white_perc","pop_black_perc","pop_indian_perc","pop_asian_perc","pop_pi_perc","pop_multiracial_perc","pop_hispanic_perc","pop_nothispanic_perc","births","deaths","deaths_infact","same_house_perc","foreign_born_perc","foreign_lang_perc","gse_perc","bachelor_perc","disabled","travel_time","houses07","houses_change","houses_change_perc","owner_occupied","value00","units_in_structure","household","household_size","income_percap_99","income_hhold_07","poverty_perc","income_personal_06","income_percap_06","laborforce","unemploy","unemploy_rate","employ_all","employ_change","employ_govt","earnings","earnings_job","employers","employ_private","employ_private_change","nonemployer","hospitality","firms","firms_black_perc","firms_indian_perc","firms_asian_perc","firms_hispanic_perc","firms_pi_perc","firms_female_perc","manufact","trade_wholesale","trade_retail","trade_retail_percap","houses_new","houses_new_value","farms","govt_exp","govt_exp_percap","area","popdens","state","county"
10643,11863,-10.3,-1220,11861,817,7.7,2967,28,16.1,1707,54.4,3195,7312,10,7,3,75,114,3160,30.1,69,0.1,0.1,0,0.7,1.1,29.8,137,142,0,65,0.5,2.5,62.4,10,3041,33.7,5515,108,2,74,47600,8.3,4333,2.63,10948,24132,32.7,240,22517,3544,273,7.7,3757,-329,755,94331,25108,148,1610,-24.7,529,2969,525,0,0,0,0,0,0,77378,0,35999,3070,0,0,165018,93111,8782,719.48,16.5,1,105
19524,20949,-6.8,-1425,20949,1191,6.1,4737,24.1,16.9,3330,53,11089,8356,26,23,5,152,189,10974,56.4,42.5,0.1,0.1,0,0.8,1,55.8,214,258,0,67.3,0.4,1.9,69.7,9.8,5362,30,9732,212,2.2,79.3,66000,6.9,8086,2.56,13746,31497,22.2,500,25269,8038,359,4.5,6596,66,1086,191762,29072,320,3386,4.2,971,3441,1103,0,0,0,0,0,41,97781,0,94127,4515,39,3586,142561,165222,8408,881.42,23.8,1,107
30381,29693,2.3,688,29605,1974,6.6,6909,23.1,12.8,3845,52.4,18004,10994,211,309,4,403,489,17623,60.2,36.7,0.7,1,0,1.3,1.6,58.9,365,343,8,57,1.9,3.9,69.1,18.4,6665,22,14739,715,5.1,67.2,71400,14.1,11933,2.38,14904,25817,27,894,29805,15634,555,3.5,17796,2026,3103,630849,35449,656,11048,11.2,1603,31731,1940,0,0,0,0,0,23.3,307810,159379,282587,9689,291,21753,187294,258777,8648,671.03,44.1,1,109
22620,22380,1.1,240,22380,1351,6,5322,23.7,16.7,3737,51.7,17153,4962,51,69,1,189,367,16833,76.5,22.1,0.2,0.3,0,0.8,1.6,75.1,252,290,0,66.3,1.2,2.7,61.9,10,5181,31.2,10539,254,2.5,79.2,63800,4.7,8642,2.52,14147,34352,20.9,514,22864,9512,430,4.5,8638,311,1472,248553,28774,408,5141,0.7,1248,10039,1449,0,0,0,0,0,15.3,197210,0,98556,4375,0,0,109648,157166,7009,581.05,38.5,1,111
50504,49724,1.6,780,49756,3426,6.8,12873,25.7,14.1,7065,52.7,28051,21016,201,341,34,540,1214,27037,55.9,41.9,0.4,0.7,0.1,1.1,2.4,53.9,718,569,12,56.9,2,4,66.5,9.7,11881,24.6,25559,2742,12,62.5,71500,20.5,19741,2.49,14015,33546,21.2,1247,25112,21289,1158,5.4,17231,-275,3128,567003,32906,883,9752,-12.7,2938,42926,2885,0,0,0,0,0,25.3,256472,181043,324840,6591,717,75860,105452,431794,8604,641.32,77.6,1,113
79837,64742,23.3,15095,64742,5016,6.4,18823,24.1,12.2,9498,49.6,69609,7168,251,327,17,682,1147,68499,89.2,9.2,0.3,0.4,0,0.9,1.5,87.8,931,700,9,59.2,0.6,2.1,71.3,11.1,12858,32.3,31101,3798,13.9,83.7,99800,4.6,24143,2.6,17960,50046,11.6,2109,28132,35220,1078,3.1,24903,4678,3250,756273,30369,1211,12765,2,5243,32442,4861,2.4,2.3,0,0,0,26.8,603468,1107587,312955,4642,338,45609,83007,388953,4983,633.75,102.1,1,115
187784,143279,31.1,44505,143293,14046,7.7,48772,26.8,9,16328,50.7,159105,18465,580,2558,25,1380,6591,152791,87.4,10.1,0.3,1.4,0,0.8,3.6,83.9,2576,1031,19,48.9,2.4,4.2,86.8,36.8,19992,28.6,76804,17502,29.5,81,146700,12.7,54631,2.59,27176,67031,6.9,7378,41612,98921,2311,2.3,85068,23513,8442,3741679,43985,4708,71240,24.8,14131,187297,13720,0,0,1.9,1.7,0,27.3,1050443,4218550,1583276,10290,1883,312542,64197,643813,3535,794.69,180.2,1,117
13266,14798,-10.4,-1532,14798,772,5.8,3195,24,15.7,2095,54.5,3562,9640,21,16,3,64,168,3499,26.8,72.4,0.2,0.1,0,0.5,1.3,26.3,134,135,0,67.1,0.5,2.1,64.8,12.4,3549,28,7100,147,2.1,72.3,54000,13.3,5708,2.55,11491,23439,35,289,21401,4803,278,5.8,5595,-325,1407,158562,28340,228,3041,5.6,649,7048,720,33.9,0,0,0,0,0,0,50441,61224,4292,4,975,176878,177968,13375,904.94,16.4,1,119
80279,80328,-0.1,-49,80321,5040,6.3,18946,23.6,13.8,11080,50.9,53617,25490,217,285,31,615,1033,52785,66.8,31.8,0.3,0.4,0,0.8,1.3,65.8,999,835,13,60.4,0.7,2.8,69.7,11.2,19976,25.1,36024,1554,4.5,76.3,72200,10,30674,2.5,15704,38644,18,2253,28102,39003,1803,4.6,38845,5685,5843,1592715,41002,1386,24884,18.4,3904,52349,4438,9.3,0,0,0,0,23,1254155,226719,569635,7090,245,28512,109499,590634,7359,739.53,108.5,1,121
40773,41802,-2.5,-1029,41475,2391,5.9,9222,22.6,17.4,7073,52.2,29597,10663,119,119,3,246,401,29267,72.6,26.2,0.3,0.3,0,0.6,1,71.8,472,540,6,63.1,0.4,2.1,70.1,14.1,10901,25.1,21133,619,3,76.3,73600,9.4,16656,2.44,16909,35801,17.1,1087,26683,18335,864,4.7,19518,-1041,2373,551833,28273,846,16214,-36.1,2365,23036,2612,0,0,0,0,0,0,615188,0,271607,6622,59,8412,78082,314985,7730,717.93,57.8,1,123
179448,164875,8.8,14573,164875,11596,6.5,40912,23,10.9,19360,51.6,118906,54734,466,2343,67,1390,3226,116116,66.8,30.8,0.3,1.3,0,0.8,1.8,65.3,2258,1488,20,51,2.1,4.4,78.8,24,31801,21.2,81468,10039,14.1,63.5,106600,24.9,64517,2.42,18998,41543,18.6,5583,31796,88708,2536,2.9,108369,13208,23118,4587443,42332,4063,74961,7.7,10011,236923,10917,10.3,0,1.7,0,0,26.9,5522785,0,1875902,11332,1884,201467,102973,1276037,7173,1324.37,124.5,1,125
68970,70713,-2.5,-1743,70713,4262,6.2,15626,22.7,16.1,11052,51.8,63360,4531,226,193,23,483,950,62584,92.1,6.6,0.3,0.3,0,0.7,1.4,90.9,853,951,7,63.9,0.7,2.2,67.2,9.1,19192,33.2,33355,938,2.9,80,66700,6.3,28364,2.46,15546,35497,19.1,1945,28140,29914,1126,3.8,33514,5077,3855,861335,25701,1411,16641,5.1,3730,54572,4635,3.3,0,0,0,0,29.7,189688,214262,779732,11048,88,12123,75180,563968,8195,794.39,89.1,1,127
17204,18097,-4.9,-893,18097,966,5.6,4228,24.5,14.8,2554,51.2,11272,4478,1275,24,5,172,183,11163,65.4,26,7.4,0.1,0,1,1.1,64.8,197,158,0,74.5,0.5,2,72.3,8.6,3824,34.6,8336,213,2.6,88.1,63000,1.8,6705,2.69,14081,35810,18.7,395,22701,6988,373,5.3,6300,-450,1167,273164,43359,252,2949,-13.4,1099,1756,998,0,0,0,0,0,0,0,0,53985,3012,3,551,73942,118810,6897,1080.66,16.7,1,129
12803,13020,-1.7,-217,13183,1006,7.9,3699,28.9,14.2,1813,54.3,3491,9223,19,21,2,23,144,3413,27.3,72.2,0.1,0.2,0,0.2,1.1,26.7,177,136,0,69.1,0.3,2.8,59.5,10.1,3537,31.3,6353,170,2.7,83.3,52200,4.7,4776,2.7,10903,21325,35.7,239,18895,3436,297,8.6,4488,-297,1009,167984,37430,221,2365,-10,877,4472,546,0,0,0,0,0,18.7,0,0,58665,4492,0,0,160041,100697,7880,888.68,14.8,1,131
23974,24843,-3.5,-869,24843,1342,5.5,5342,22,15.6,3782,50.9,23665,206,135,33,3,198,573,23115,97.6,0.8,0.6,0.1,0,0.8,2.4,95.4,269,284,0,62.9,1,2.6,62.6,8.3,5678,26.4,12789,287,2.3,80.1,60800,5.5,10107,2.43,15738,32986,16,586,24123,10178,516,5.1,12373,-1175,1287,375657,30361,526,9808,7.4,2000,12376,2368,0,0,0,0,0,18.3,704904,144065,141211,5727,0,0,66425,186620,7699,614.44,40.5,1,133
2810,2697,4.2,113,2697,83,3.1,325,12.2,3.2,85,34.1,873,48,753,913,8,71,384,510,32.7,1.8,28.2,34.2,0.3,2.7,14.4,19.1,21,17,0,56.5,18.3,41.3,74.7,4.9,364,6.3,748,24,3.3,58.2,99500,17.5,526,2.69,18421,56111,16.9,82,30566,1115,85,7.6,3226,1203,276,87774,27208,58,1536,-24.4,275,0,331,0,56.5,0,0,0,0,0,0,8166,3065,12,2423,0,38407,14406,6988.14,0.4,2,13
4529,5465,-17.1,-936,5465,155,3.2,613,12.7,3.4,165,34.8,2160,191,963,1326,31,153,612,1582,44.8,4,20,27.5,0.6,3.2,12.7,32.8,43,15,0,38.3,21.5,39.1,78.5,11,893,11.3,2342,108,4.8,27.8,93400,36.5,1270,2.52,24037,61536,10.2,157,32103,3140,173,5.5,5065,537,557,219124,43262,123,4386,6.7,285,15541,395,0,0,0,0,0,34.2,301391,39926,45584,8868,7,687,706988,79389,16457,4396.77,1.2,2,16
279243,260283,7.3,18960,260283,21621,7.7,74470,26.6,6.7,18817,49.1,202616,19265,21838,18234,3094,14624,21996,184757,72.4,6.9,7.8,6.5,1.1,5.2,7.9,66.1,4235,1250,29,41.6,8.2,13.6,90.3,28.9,34280,19.5,111397,11029,11,60.1,160700,36.9,94822,2.67,25287,67856,8,12172,43483,152630,7621,5,199829,20250,42560,10906342,54578,8423,137008,21.5,18491,745408,24266,2.6,4.1,4.8,3,0,29.6,394668,2629595,3781569,14123,835,181954,46910,3886872,13898,1697.21,153.4,2,20
17236,16046,7.4,1190,16006,1826,10.6,6210,36.1,5.3,909,47.6,2499,166,13545,227,13,749,715,2292,14.5,1,78.8,1.3,0.1,4.4,4.2,13.3,434,104,0,63.3,1.4,65.6,71,13.1,2560,8.6,5567,379,7.3,61.1,74900,12.2,4226,3.73,12603,39519,21.4,431,25195,6937,872,12.6,8749,796,3251,301473,34458,215,3536,1.8,914,5491,854,0,51.2,0,0,0,0,0,9991,69731,4196,35,4894,0,181782,10569,40633.31,0.4,2,50
953,1258,-24.2,-305,1258,51,5.1,245,24.6,5,50,47.1,483,5,469,13,4,22,12,476,48.5,0.5,47.1,1.3,0.4,2.2,1.2,47.8,11,4,0,56.1,0.6,4.2,88.9,21.1,299,10,981,2,0.2,50,139000,14.9,490,2.57,22210,62945,8.5,49,47419,1009,50,5,1823,240,249,77676,42609,72,332,-19.8,267,4633,332,0,48.5,0,0,0,38.9,0,0,6410,5584,3,600,0,28630,28745,504.92,2.5,2,60
1848,1893,-2.4,-45,1893,96,5.2,356,19.4,7.1,131,43.6,1573,32,106,37,8,82,66,1519,85.6,1.7,5.8,2,0.4,4.5,3.6,82.6,17,4,0,54.5,2.9,7.7,91.7,22.7,202,16.2,1397,46,3.4,65.1,103400,13.1,785,2.28,26251,64565,6.4,91,49456,1585,99,6.2,2553,444,416,112846,44201,94,606,87.6,154,29906,234,0,0,0,0,0,0,0,0,5965,3204,0,0,0,38219,20794,12749.65,0.1,2,68
4933,4922,0.2,11,4922,400,8,1543,30.9,7.3,365,48,1158,22,3512,34,3,267,121,1091,23.2,0.4,70.3,0.7,0.1,5.3,2.4,21.8,95,26,0,65.3,1,36.3,76.6,16.4,896,10,2432,100,4.3,60.4,105300,13.7,1529,3.2,16021,49319,21.5,163,32858,2047,181,8.8,4235,95,781,130015,30700,99,1168,-1.4,783,5395,712,0,0,0,0,0,16,0,0,35158,7068,0,0,0,68363,13684,18674.78,0.3,2,70
97970,82840,18.3,15130,82840,8113,8.3,27089,27.8,5.6,5446,47.4,77584,5804,7130,2565,277,4124,6111,72190,79.6,6,7.3,2.6,0.3,4.2,6.3,74.1,1558,338,6,39.4,4,7.8,91.8,27,9069,17.3,37960,4669,14,54,132700,33.8,29777,2.68,21553,62155,7.8,3292,34722,45542,2366,5.2,59080,7963,19990,2983862,50505,2489,26983,24.9,5077,155038,6878,2.4,2.4,2.2,2.1,0,35.1,0,298322,1112694,13126,113,16889,109990,1592600,16337,7366.24,11.2,2,90
2271,2392,-5.1,-121,2392,98,4.3,420,18.4,11.3,258,49.8,1877,7,272,18,5,106,34,1859,82.1,0.3,11.9,0.8,0.2,4.6,1.5,81.4,24,18,0,52.2,4.1,3.9,88.9,23.8,336,12.7,1522,103,7.3,70,133100,15.1,991,2.41,22090,47005,11.4,98,44210,1447,103,7.1,2357,-131,212,64924,27545,114,529,4.3,381,4903,470,0,0,0,0,0,0,0,0,19226,8355,13,1785,0,25753,11270,2343.73,1,2,100
30988,30711,0.9,277,30711,1726,5.6,6887,22.4,7.7,2376,49.4,22883,354,3769,1602,132,1950,1378,21801,74.6,1.2,12.3,5.2,0.4,6.4,4.5,71,370,123,0,45.1,5.7,9.5,93.2,36,3881,16.4,12854,572,4.7,63.7,195100,30.4,11543,2.6,26719,75302,7.1,1316,42640,18610,820,4.4,20885,-692,7689,1033917,49505,1135,10616,5.8,2477,61246,3363,0,4.4,0,0,0,19.4,0,0,375342,12229,71,16444,538,958538,31233,2716.67,11.3,2,110
53409,49691,7.5,3718,49691,3176,6,12805,24.1,9.5,5047,47.5,46120,376,4083,585,85,1848,1617,44733,86.9,0.7,7.7,1.1,0.2,3.5,3,84.2,647,278,0,53.8,2.7,7.5,88.5,20.3,7265,25.6,25472,601,2.4,73.7,118000,13.3,18438,2.62,20949,56648,10.3,1770,33929,25739,1982,7.7,30855,2662,5235,1085410,35178,1911,12687,11.9,5946,97990,7095,0,6.1,0,0,0,19.3,741675,193826,482801,9461,142,22401,36289,350680,6605,16013.26,3.1,2,122
13142,14059,-6.5,-917,14070,827,6.3,3114,23.5,9.6,1270,48.8,9624,132,2048,711,32,680,430,9293,72.8,1,15.5,5.4,0.2,5.1,3.3,70.3,191,81,0,48.7,5.7,8.2,89.6,20.2,2054,14.8,6559,341,5.5,60.7,165000,40,5399,2.56,23994,57202,8.8,579,43356,8245,457,5.5,10691,503,2342,430088,40229,557,4707,-7.5,1179,30317,1711,0,0,0,0,0,32,0,63226,219320,16155,44,8243,0,180160,13621,1233.22,11.4,2,130
13049,13913,-6.2,-864,13913,966,7.4,3687,28.4,6.4,833,47.2,7997,191,1914,2182,123,590,986,7158,61.5,1.5,14.7,16.8,0.9,4.5,7.6,55.1,220,62,0,39.1,16.7,24.5,85.4,18.7,1447,10.8,5623,464,9,54.8,155100,32.8,4424,3.07,22195,59010,7.5,469,36087,6190,374,6,9343,-116,2329,413946,44305,452,3768,-13.8,1457,20917,1964,0,15.2,0,0,0,20.5,219678,0,149058,10893,24,5367,0,192522,14813,6559.85,2.1,2,150
1488,1823,-18.4,-335,1823,117,7.6,469,30.5,5.9,90,48.2,339,1,1052,13,7,126,23,333,22,0.1,68.4,0.8,0.5,8.2,1.5,21.7,26,13,0,73.4,0.7,13.6,72.2,12.4,319,7.9,1585,28,1.8,68.2,87400,2.9,588,3.1,15361,40574,18.9,46,30144,1175,63,5.4,856,-296,397,34728,40570,56,137,-17,284,0,300,0,0,0,0,0,0,0,0,2069,1301,0,0,0,18954,12324,23781.96,0.1,2,164
85458,59323,44.1,26135,59322,5913,7.2,21767,26.3,7.2,5977,47.9,72383,1101,5037,927,102,3119,2892,69807,87.6,1.3,6.1,1.1,0.1,3.8,3.5,84.4,1125,388,8,49.4,2.6,5.1,88.1,18.3,8923,40.7,28582,1252,4.6,78.9,125800,9.9,20556,2.84,21105,64969,9.5,2603,32732,39308,2805,7.1,30441,9263,4307,1022573,33592,1876,13282,37.7,5760,69571,5966,0,0,0,0,0,24.2,0,64164,615639,9455,135,17231,0,419972,5080,24681.54,2.4,2,170
9261,9196,0.7,65,9196,966,10.4,3096,33.2,6,558,46.6,1772,43,7064,107,2,327,116,1712,19,0.5,75.8,1.1,0,3.5,1.2,18.4,247,63,0,62.3,1.5,28.8,74.8,14.7,1430,6.3,3687,38,1,58.1,77100,18,2693,3.33,15476,46942,23.1,256,27555,3807,413,10.8,4587,359,1717,177210,38633,166,2288,27,389,8654,426,0,52.8,0,0,0,0,0,9106,52004,5689,11,1908,0,128492,13794,23000.91,0.4,2,180
6615,7385,-10.4,-770,7385,696,10.6,2209,33.7,4.8,314,46.8,982,63,4550,480,71,415,353,902,15,1,69.3,7.3,1.1,6.3,5.4,13.7,176,27,0,51.6,5.8,49.9,77.4,17,815,7.9,2716,178,7,48.9,113300,25.1,2109,3.45,20540,68589,13.8,344,51957,4702,249,5.3,11004,2277,1632,973554,88473,122,2034,3.9,235,29097,286,0,0,35.7,0,0,0,0,70463,41109,5731,3,559,0,57959,8834,88817.12,0.1,2,185
7502,7208,4.1,294,7208,789,10.6,2670,35.8,5.6,421,46.7,1037,19,6080,67,3,247,259,985,13.9,0.3,81.6,0.9,0,3.3,3.5,13.2,199,45,0,60.2,1.1,41.9,72,12.7,809,8.9,2579,39,1.5,56,89200,18,1780,3.87,15286,50168,21.2,206,27598,2967,318,10.7,3397,163,1276,175839,51763,59,1510,-3.3,235,0,209,0,0,0,0,0,0,0,0,25132,3435,0,0,0,64395,8640,35898.34,0.2,2,188
5533,6157,-10.1,-624,6146,260,4.7,1254,22.6,9,501,45,2997,10,2163,34,3,337,124,2924,54.1,0.2,39,0.6,0.1,6.1,2.2,52.7,71,34,0,54.9,1.8,4.8,84.1,14.2,808,20.9,3250,195,6.4,69.8,121800,9.2,2262,2.68,18395,42798,17.9,133,23590,2275,305,13.4,2806,-49,876,89174,31780,152,947,-14.5,563,6839,630,0,18.4,0,0,0,20.5,0,17323,35733,6208,11,1328,0,49932,9006,7410.62,0.8,2,201
8889,8835,0.6,54,8835,523,5.9,1981,22.3,11.4,1012,49,5999,49,1665,453,111,597,407,5706,67.6,0.6,18.8,5.1,1.3,6.7,4.6,64.3,116,57,0,43,5.1,9.6,90.6,29.5,1191,13.5,3929,279,7.6,58.1,196500,30,3278,2.61,23622,58958,8.4,313,34762,4679,236,5,6889,738,1433,247705,35957,390,3191,11.9,1172,24450,1522,0,0,0,0,0,15.2,0,23292,86230,9735,41,9627,0,98556,11106,2873.98,3.1,2,220
3066,3436,-10.8,-370,3436,139,4.5,590,19.3,10.7,327,46.8,1704,6,1166,13,5,165,109,1642,55.7,0.2,38.1,0.4,0.2,5.4,3.6,53.7,36,17,0,59.7,2,8.1,84.4,21.6,441,12,2387,279,13.2,62.9,120900,10.9,1369,2.5,19974,44506,13.9,116,37880,1958,236,12.1,2655,129,570,81688,30768,210,662,11.8,447,12165,595,0,0,0,0,0,21.5,0,0,34616,10550,5,526,0,31820,10402,7896.48,0.3,2,232
6753,6174,9.4,579,6174,567,8.3,2007,29.3,8.4,572,48.2,5532,200,759,45,10,294,284,5275,80.9,2.9,11.1,0.7,0.1,4.3,4.2,77.1,107,28,0,55.9,9.9,16.4,86.8,18.2,732,15.7,3332,107,3.3,68.5,86000,17.1,2098,2.8,16679,52330,13.5,242,35999,3534,297,8.4,3634,1009,726,184083,50656,187,1244,98.7,500,11977,584,0,0,0,0,0,0,0,0,29531,5249,0,0,0,117857,17231,24814.86,0.2,2,240
9362,10194,-8.2,-832,10195,530,5.6,2229,23.5,8.1,765,46.6,7096,40,1367,457,36,500,355,6797,74.7,0.4,14.4,4.8,0.4,5.3,3.7,71.6,122,57,0,52.1,5.1,9,88.5,21.2,1184,12.7,5253,106,2.1,67.9,141300,20.2,3884,2.58,23046,55428,9.5,375,38446,5235,435,8.3,7227,305,1479,327748,45350,405,2867,17.3,1268,24004,1582,0,0,0,0,0,28.8,0,0,90599,8998,32,3723,0,255653,26922,34319.1,0.3,2,261
7717,7028,9.8,689,7028,1015,13.3,3135,41.1,5.3,404,47.7,439,15,7007,12,3,147,307,428,5.8,0.2,91.9,0.2,0,1.9,4,5.6,228,39,0,75,0.3,50.3,66.3,9.1,1171,6.3,2082,19,0.9,66.7,38700,4.2,1602,4.38,8717,30335,27.3,125,16677,2542,516,20.3,2712,-33,1462,67546,24906,58,532,-22.3,504,0,404,0,81.7,0,0,0,0,0,0,31088,4340,0,0,0,38045,4991,17193.5,0.4,2,270
5910,6684,-11.6,-774,6684,274,4.6,1330,22.1,11.6,699,47.6,4342,20,1009,145,9,484,185,4202,72.3,0.3,16.8,2.4,0.1,8.1,3.1,69.9,61,43,0,55.9,2.8,5.8,85.8,16.3,930,12.7,3445,161,4.9,70.4,156100,16,2587,2.56,23494,53048,9.9,224,37201,2841,270,9.5,4744,229,954,154848,32641,272,1558,-5.3,1178,5469,1393,0,16,0,0,0,13.1,0,16344,53418,8275,13,2091,0,55762,9280,5834.94,1.1,2,280
657,808,-18.7,-151,808,36,5.2,152,22.1,8.9,61,46.2,320,0,279,15,10,65,4,319,46.4,0,40.5,2.2,1.5,9.4,0.6,46.3,9,5,0,54.2,0.6,10.1,84.3,17.6,74,9.2,511,12,2.4,59.6,100700,7.4,265,2.59,22579,49330,15.1,26,39274,302,21,7,677,122,146,18063,26681,39,142,-50.3,131,2755,134,0,0,0,0,0,0,0,0,3998,5395,0,0,0,5005,7264,7650.46,0,2,282
5701,6510,-12.4,-809,6551,348,6,1565,26.8,8.3,482,45.5,1475,12,4090,27,3,231,105,1420,25.3,0.2,70.1,0.5,0.1,4,1.8,24.3,70,32,0,62.3,1,16,74.3,14.2,847,8.9,4042,140,3.6,67.3,59900,2.9,2309,2.81,13720,32097,23.7,159,27275,2745,371,13.5,3015,348,1456,106570,35347,108,824,44.1,318,3962,418,0,0,0,0,0,0,0,0,24881,3931,0,0,0,79370,13595,145899.69,0,2,290
70207,69423,1.1,784,69423,5974,8.5,21741,31.1,10.9,7601,50.8,16989,808,51081,311,125,666,3593,14219,24.3,1.2,73,0.4,0.2,1,5.1,20.3,1308,519,14,70.6,0.9,61.7,63.6,11.3,15213,28,32433,812,2.6,74.3,41700,5.4,19971,3.41,8986,29976,33.4,1378,19826,19931,1758,8.8,26709,1923,13247,912684,34171,526,6147,-5.6,2853,42528,2541,0,34.1,0,10.6,0,27.1,0,0,194854,2886,170,30739,0,749740,10714,11204.88,6.2,4,1
129006,117732,9.6,11274,117755,8975,7,31196,24.4,17.2,22011,50.6,113851,6462,1611,2414,435,3093,40157,75741,89,5.1,1.3,1.9,0.3,2.4,31.4,59.2,1778,1129,19,46.4,12.3,29.5,79.5,18.8,22467,19.8,57200,6081,11.9,67.3,88200,12.6,43893,2.55,15988,42995,16.3,3570,28166,57275,2339,4.1,58382,7590,17313,2427779,41584,2475,29744,31.1,6384,123366,7380,0,0,1.8,15.1,0,29.3,0,238057,917299,7641,488,70446,969253,2235768,17485,6169.45,19.1,4,3
128558,116318,10.5,12240,116320,9539,7.5,32370,25.4,8,10139,50,86058,1622,36018,1582,186,1984,15195,72329,67.5,1.3,28.3,1.2,0.1,1.6,11.9,56.8,2073,651,14,46.2,4.3,28.2,83.8,29.9,17511,19,60179,6736,12.6,61.4,142500,18.4,40448,2.8,17139,48549,16.2,3767,29879,70328,2605,3.7,81810,11524,16184,2793689,34149,3850,47456,21.9,8409,424374,10589,0,10.7,2.2,5.3,0,25,731387,659291,1340393,11174,477,102598,0,913364,7166,18617.42,6.2,4,5
52166,51330,1.6,836,51335,3441,6.6,11967,23,21.5,11154,51.2,43604,335,7131,349,43,532,8720,35382,83.9,0.6,13.7,0.7,0.1,1,16.8,68.1,647,695,7,54.5,3.6,18.2,78.2,13.9,11844,20.3,30494,2305,8.2,78.7,100100,5.3,20140,2.5,16315,34761,18.2,1349,26227,21071,914,4.3,22173,1518,4948,671295,30275,1143,12228,-5.6,3620,50710,4100,0,0,0,7.7,0,30.9,0,0,381240,7397,293,53307,0,442172,8504,4767.7,10.8,4,7
36452,33489,8.8,2963,33489,2371,6.8,9068,26.1,12.8,4458,47.1,28134,780,5251,207,35,362,9559,19012,80.9,2.2,15.1,0.6,0.1,1,27.5,54.7,452,287,0,57.5,2.6,23.7,75.6,11.8,5209,22.6,12357,927,8.1,73.2,80900,6.8,10116,2.99,12139,38798,22.4,712,21353,14167,602,4.2,11299,737,2603,360479,31904,541,6052,22.5,1306,22063,1575,0,9.8,0,17.7,0,33.7,0,0,226262,6808,468,60587,0,217375,6252,4629.32,7.2,4,9
8002,8547,-6.4,-545,8547,535,6.9,2149,27.7,9.8,758,47.8,7347,78,175,28,13,113,3484,3982,94.8,1,2.3,0.4,0.2,1.5,44.9,51.4,98,63,0,57.1,3.4,26,82.5,12.2,1641,20.3,3746,2,0.1,50.6,62700,4.9,3117,2.73,15814,50195,11.2,219,29300,4085,130,3.2,5186,-30,525,255720,49310,84,0,0,240,2714,333,0,0,0,0,0,0,0,0,17310,2203,62,9441,27376,76909,9919,1847,4.6,4,11
20086,19715,1.9,371,19715,1108,5.5,3707,18.4,31.9,6425,49.6,16827,217,2648,119,23,338,4492,12943,83.4,1.1,13.1,0.6,0.1,1.7,22.3,64.2,253,213,0,54.2,9.7,21.6,69.3,8.7,5379,17.2,15688,555,3.7,78,86500,3.4,8362,2.32,14916,29912,23.8,449,22408,7714,395,5.1,8205,744,2570,252781,30808,345,0,0,815,48013,991,0,0,0,0,0,26.2,0,0,243687,12488,73,10738,0,303217,15032,4499.95,4.4,4,12
3954598,3072172,28.7,882426,3072149,323861,8.3,1063282,27.4,11.1,432375,49.6,3425835,182855,80255,115013,8789,67434,1182656,2309547,88.3,4.7,2.1,3,0.2,1.7,30.5,59.5,62385,25181,387,41.6,14.4,24.1,82.5,25.9,504992,26.1,1528751,278513,22.3,67.5,129200,26.6,1132886,2.67,22251,54733,12.9,132423,35046,1947563,62507,3.2,2280386,388569,226446,108881395,47747,87790,1600734,18.2,232900,5440107,239517,2,0.9,3.1,7.5,0.1,28.3,30480779,53315080,37448117,11370,30969,5320166,627254,23854791,6148,9203.14,333.8,4,13
196281,155032,26.6,41249,155032,12322,6.3,43399,22.3,21.1,41186,50.8,182363,2685,4329,2352,244,2971,27387,157018,93.5,1.4,2.2,1.2,0.1,1.5,14,80.5,2379,2476,28,46.2,5.9,10.7,77.5,9.9,37799,20.6,101177,21115,26.4,73.6,95300,10.9,62809,2.45,16788,39669,13.5,4513,23548,92351,4254,4.6,73655,19018,8437,2374424,32237,4399,49720,42.7,10724,199944,11642,0,1,2.1,3.6,0,25.2,738682,361661,1757951,10604,1223,199479,792992,1322439,6784,13311.64,11.6,4,15
112757,97468,15.7,15289,97470,8975,8.1,33471,30.1,11.8,13167,50.6,56971,1352,51018,511,141,1280,10282,48047,51.2,1.2,45.8,0.5,0.1,1.2,9.2,43.2,1919,820,17,60.6,1.7,39.9,71.2,12.3,19514,22.9,53746,6333,13.4,75.4,77000,5.7,30043,3.17,11609,38871,23.4,2129,19505,38347,2452,6.4,39135,5102,10619,1326167,33887,1980,19686,18,5292,137652,5964,0,10.8,0,2.3,0,23.3,0,134427,797334,7809,972,156982,4595062,750074,6741,9953.18,9.8,4,17
